,id,title,var_entries,langs,appellation,acronym,qualifier,alternative-name,teknonym,salutation,matronymic,professional-name,honorific,given-name,middle-name,patronymic,surname,primary-name,nisba,name_parts
476,476,h`rsh gvd`lmaan,"[{'var': 'h`rsh gvd`lmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,הערש,,,גודעלמאַן,גודעלמאַן,,"{""name_part_0"": ""h`rsh"", ""name_part_1"": ""gvd`lmaan""}"
477,477,m`ry (myly` tsypkvs) gvtaavvytsh,"[{'var': 'm`ry (myly` tsypkvs) gvtaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מערי,,,,,,מיליע,,,גוטאָוויטש,,,"{""name_part_0"": ""m`ry"", ""name_part_1"": ""(myly`"", ""name_part_2"": ""tsypkvs)"", ""name_part_3"": ""gvtaavvytsh""}"
478,478,gvtmaan,"[{'var': 'gvtmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,גוטמאַן,,,"{""name_part_0"": ""gvtmaan""}"
479,479,mylany gvtmaan,"[{'var': 'mylany gvtmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,מילאני,,,גוטמ'ן,,,"{""name_part_0"": ""mylany"", ""name_part_1"": ""gvtmaan""}"
480,480,b`rta (aaks`lraad) gvt`ntaag,"[{'var': 'b`rta (aaks`lraad) gvt`ntaag', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אַקסלעראַד,,,,,,,,,גוטענטאַג,בּערטא,,"{""name_part_0"": ""b`rta"", ""name_part_1"": ""(aaks`lraad)"", ""name_part_2"": ""gvt`ntaag""}"
481,481,kaarl gvt`ntaag,"[{'var': 'kaarl gvt`ntaag', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,קאַרל,,,גוטענטאַג,קאַרל גוטענטאַג,,"{""name_part_0"": ""kaarl"", ""name_part_1"": ""gvt`ntaag""}"
482,482,m. gvldaan aalpr`d,"[{'var': 'm. gvldaan aalpr`d', 'src': 'ds', 'lang': 'en'}]",['en'],,מ.,,,,,,,,אַלפרעד,,,גולדאון,,,"{""name_part_0"": ""m."", ""name_part_1"": ""gvldaan"", ""name_part_2"": ""aalpr`d""}"
483,483,ravbn gvskyn,"[{'var': 'ravbn gvskyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,ראובן,,,גוסקין,,,"{""name_part_0"": ""ravbn"", ""name_part_1"": ""gvskyn""}"
484,484,mshh gvrvvytsh,"[{'var': 'mshh gvrvvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,משה,,,גורוויטש,,,"{""name_part_0"": ""mshh"", ""name_part_1"": ""gvrvvytsh""}"
485,485,gdlyh gvrman,"[{'var': 'gdlyh gvrman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,גדליה,,,גורמאן,,,"{""name_part_0"": ""gdlyh"", ""name_part_1"": ""gvrman""}"
486,486,(pryyd`-shyyn` gvr`vvytsh),"[{'var': '(pryyd`-shyyn` gvr`vvytsh)', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,פריידע-שיינע,,,,גורעוויטש,,"{""name_part_0"": ""(pryyd`-shyyn`"", ""name_part_1"": ""gvr`vvytsh)""}"
487,487,ayyzyk gvr`vvytsh,"[{'var': 'ayyzyk gvr`vvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אייזיק,,,גורעוויטש,,,"{""name_part_0"": ""ayyzyk"", ""name_part_1"": ""gvr`vvytsh""}"
488,488,mrym (mynaa) gvr`vvytsh,"[{'var': 'mrym (mynaa) gvr`vvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מינאַ,,,,,,מרים,,,גורעוויטש,,,"{""name_part_0"": ""mrym"", ""name_part_1"": ""(mynaa)"", ""name_part_2"": ""gvr`vvytsh""}"
489,489,mshh-lyyb gvr`vvytsh,"[{'var': 'mshh-lyyb gvr`vvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,משה-לייב,,,גורעוויטש,,,"{""name_part_0"": ""mshh-lyyb"", ""name_part_1"": ""gvr`vvytsh""}"
490,490,mykhl (gzshybaavvytsh) gybsaan,"[{'var': 'mykhl (gzshybaavvytsh) gybsaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,גזשיבאָוויטש,,,,,,מיכל,,,גיבּסאָן,,,"{""name_part_0"": ""mykhl"", ""name_part_1"": ""(gzshybaavvytsh)"", ""name_part_2"": ""gybsaan""}"
491,491,dy gyld`n` paavv`,"[{'var': 'dy gyld`n` paavv`', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,פּאַווע,די גילדענע פּאַווע,גילדענע,"{""name_part_0"": ""dy"", ""name_part_1"": ""gyld`n`"", ""name_part_2"": ""paavv`""}"
492,492,maatl (baatk`) gylynsky,"[{'var': 'maatl (baatk`) gylynsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,בּאַטקע,,,,,,מאָטל,,,גילינסקי,,,"{""name_part_0"": ""maatl"", ""name_part_1"": ""(baatk`)"", ""name_part_2"": ""gylynsky""}"
493,493,ayzydaar gyltmaan,"[{'var': 'ayzydaar gyltmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,איזידאָר,,,גילטמאַן,איזידאָר גילטמאַן,,"{""name_part_0"": ""ayzydaar"", ""name_part_1"": ""gyltmaan""}"
494,494,b`r gylmaan,"[{'var': 'b`r gylmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,בּער,,,גילמאַן,גילמאַן,,"{""name_part_0"": ""b`r"", ""name_part_1"": ""gylmaan""}"
495,495,lvay gylraad,"[{'var': 'lvay gylraad', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,לואי,,,גילראָד,,,"{""name_part_0"": ""lvay"", ""name_part_1"": ""gylraad""}"
496,496,y`kb-b`r gymp`l,"[{'var': 'y`kb-b`r gymp`l', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,,יעקב-בּער,,"{""name_part_0"": ""y`kb-b`r"", ""name_part_1"": ""gymp`l""}"
497,497,aad`laa gynzbvrg,"[{'var': 'aad`laa gynzbvrg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אַדעלאַ,,,גינזבּורג,,,"{""name_part_0"": ""aad`laa"", ""name_part_1"": ""gynzbvrg""}"
498,498,hyym gynzbvrg,"[{'var': 'hyym gynzbvrg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,חיים,,,גינזבּורג,,,"{""name_part_0"": ""hyym"", ""name_part_1"": ""gynzbvrg""}"
499,499,y`kb gynzbvrg,"[{'var': 'y`kb gynzbvrg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,יעקב,,,גינזבּורג,,,"{""name_part_0"": ""y`kb"", ""name_part_1"": ""gynzbvrg""}"
500,500,shavl gynzbvrg,"[{'var': 'shavl gynzbvrg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,שאול,,,גינזבּורג,גינזבּורג,,"{""name_part_0"": ""shavl"", ""name_part_1"": ""gynzbvrg""}"
501,501,ntn gynt`r,"[{'var': 'ntn gynt`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,נתן,,,גינטער,,,"{""name_part_0"": ""ntn"", ""name_part_1"": ""gynt`r""}"
502,502,saaraa (myyst`rmaan) gynt`r,"[{'var': 'saaraa (myyst`rmaan) gynt`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מייסטערמאַן,,,,,,סאַראַ,,,גינטער,,,"{""name_part_0"": ""saaraa"", ""name_part_1"": ""(myyst`rmaan)"", ""name_part_2"": ""gynt`r""}"
503,503,yvnh (hyym-yvnh gyntsbvrg,"[{'var': 'yvnh (hyym-yvnh gyntsbvrg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,חיים-יונה,,,,,,יונה,,,גינצבּורג,,,"{""name_part_0"": ""yvnh"", ""name_part_1"": ""(hyym-yvnh"", ""name_part_2"": ""gyntsbvrg""}"
504,504,lvays m. (alyhv) gyntsbvrg,"[{'var': 'lvays m. (alyhv) gyntsbvrg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אליחו,,,,,,לואיס,מ.,,גינצבּורג,גינצבּורג,,"{""name_part_0"": ""lvays"", ""name_part_1"": ""m."", ""name_part_2"": ""(alyhv)"", ""name_part_3"": ""gyntsbvrg""}"
505,505,saanyaa (shrh tsh`r`shnyaa) gyntsbvrg,"[{'var': 'saanyaa (shrh tsh`r`shnyaa) gyntsbvrg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,שרה טשערעשניאַ,,,,,,סאָניאַ,,,גינצבּורג,,,"{""name_part_0"": ""saanyaa"", ""name_part_1"": ""(shrh"", ""name_part_2"": ""tsh`r`shnyaa)"", ""name_part_3"": ""gyntsbvrg""}"
506,506,maarys gysn`t,"[{'var': 'maarys gysn`t', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,מאָריס,,,גיסנעט,,,"{""name_part_0"": ""maarys"", ""name_part_1"": ""gysn`t""}"
507,507,aysaak glaadstaan,"[{'var': 'aysaak glaadstaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,איסאַק,,,גלאַדסטון,גלאַדסטון,,"{""name_part_0"": ""aysaak"", ""name_part_1"": ""glaadstaan""}"
508,508,b`ty` (bvnts` tyykyn) glaazvnaavv,"[{'var': 'b`ty` (bvnts` tyykyn) glaazvnaavv', 'src': 'ds', 'lang': 'en'}]",['en'],,,,בונצע טייקין,,,,,,בּעטיע,,,גלאַזונאָוו,,,"{""name_part_0"": ""b`ty`"", ""name_part_1"": ""(bvnts`"", ""name_part_2"": ""tyykyn)"", ""name_part_3"": ""glaazvnaavv""}"
509,509,naaavm (nhmn glaazmaan) glaazvnaavv,"[{'var': 'naaavm (nhmn glaazmaan) glaazvnaavv', 'src': 'ds', 'lang': 'en'}]",['en'],,,,נחמן גלאַזמאַנ,,,,,,,,,גלאַזונאָוו,נאַאום,,"{""name_part_0"": ""naaavm"", ""name_part_1"": ""(nhmn"", ""name_part_2"": ""glaazmaan)"", ""name_part_3"": ""glaazvnaavv""}"
510,510,brvkh glaazmaan,"[{'var': 'brvkh glaazmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,ברוך,,,גלאַזמאַן,,,"{""name_part_0"": ""brvkh"", ""name_part_1"": ""glaazmaan""}"
511,511,mshh glaazmaan,"[{'var': 'mshh glaazmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,משה,,,גלאַזמאַן,,,"{""name_part_0"": ""mshh"", ""name_part_1"": ""glaazmaan""}"
512,512,shmval glaaz`rmaan,"[{'var': 'shmval glaaz`rmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,שמואל,,,גלאַזערמאַן,,,"{""name_part_0"": ""shmval"", ""name_part_1"": ""glaaz`rmaan""}"
513,513,y`kb glaatshtyyn,"[{'var': 'y`kb glaatshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,יעקב,,,גלאַטשטיין,,,"{""name_part_0"": ""y`kb"", ""name_part_1"": ""glaatshtyyn""}"
514,514,yshral glaatshtyyn,"[{'var': 'yshral glaatshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,ישראל,,,גלאטשטיין,,,"{""name_part_0"": ""yshral"", ""name_part_1"": ""glaatshtyyn""}"
515,515,y`kb glaants,"[{'var': 'y`kb glaants', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,יעקב,,,גלאַנץ,,,"{""name_part_0"": ""y`kb"", ""name_part_1"": ""glaants""}"
516,516,gdlyh glyvvytsky,"[{'var': 'gdlyh glyvvytsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,גדליה,,,גליוויצקי,,,"{""name_part_0"": ""gdlyh"", ""name_part_1"": ""glyvvytsky""}"
517,517,naarb`rt glym`r,"[{'var': 'naarb`rt glym`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,נאָרבּערט,,,גלימער,נאָרבּערט גלימער,,"{""name_part_0"": ""naarb`rt"", ""name_part_1"": ""glym`r""}"
518,518,st`paany` (shtyyp) glym`r,"[{'var': 'st`paany` (shtyyp) glym`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,שטייף,,,,,,סטעפאַניע,,,גלימער,,,"{""name_part_0"": ""st`paany`"", ""name_part_1"": ""(shtyyp)"", ""name_part_2"": ""glym`r""}"
519,519,h`rsh`l glyk,"[{'var': 'h`rsh`l glyk', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,הערשעל,,,גליק,הערשעל גליק,,"{""name_part_0"": ""h`rsh`l"", ""name_part_1"": ""glyk""}"
520,520,astr glykmaan,"[{'var': 'astr glykmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אסתר,,,גליקמאן,,,"{""name_part_0"": ""astr"", ""name_part_1"": ""glykmaan""}"
521,521,y`kb glykmaan,"[{'var': 'y`kb glykmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,יעקב,,,גליקמאַן,,,"{""name_part_0"": ""y`kb"", ""name_part_1"": ""glykmaan""}"
522,522,maalvvyn` (plaksbvym) glykmaan,"[{'var': 'maalvvyn` (plaksbvym) glykmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,פלאקסבוים,,,,,,מאַלווינע,,,,גליקמאַן,,"{""name_part_0"": ""maalvvyn`"", ""name_part_1"": ""(plaksbvym)"", ""name_part_2"": ""glykmaan""}"
523,523,maarkvs glykmaan,"[{'var': 'maarkvs glykmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,מאַרקוס,,,גליקמאַן,,,"{""name_part_0"": ""maarkvs"", ""name_part_1"": ""glykmaan""}"
524,524,m`kh`l` glykmaan,"[{'var': 'm`kh`l` glykmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,מעכעלע,,,גליקמאַן,,,"{""name_part_0"": ""m`kh`l`"", ""name_part_1"": ""glykmaan""}"
525,525,`tl (glyk) glykmaan,"[{'var': '`tl (glyk) glykmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,גליק,,,,,,עטל,,,,גליקמאַן,,"{""name_part_0"": ""`tl"", ""name_part_1"": ""(glyk)"", ""name_part_2"": ""glykmaan""}"
526,526,yaashaa gl`z`r,"[{'var': 'yaashaa gl`z`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,יאַשאַ,,,גלעזער,יאַשאַ גלעזער,,"{""name_part_0"": ""yaashaa"", ""name_part_1"": ""gl`z`r""}"
527,527,h`ry g`byl,"[{'var': 'h`ry g`byl', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,הערי,,,געבּיל,הערי געבּיל,,"{""name_part_0"": ""h`ry"", ""name_part_1"": ""g`byl""}"
528,528,maaks (mnhm-m`nd`l g`byl,"[{'var': 'maaks (mnhm-m`nd`l g`byl', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאַקס,,,,,,מנחם-מענדעל,,,געבּיל,,,"{""name_part_0"": ""maaks"", ""name_part_1"": ""(mnhm-m`nd`l"", ""name_part_2"": ""g`byl""}"
529,529,pyny` g`dvld,"[{'var': 'pyny` g`dvld', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,פּיניע,,,געדולד,,,"{""name_part_0"": ""pyny`"", ""name_part_1"": ""g`dvld""}"
530,530,mykhl g`lbaart,"[{'var': 'mykhl g`lbaart', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,מיכל,,,געלבּאַרט,,,"{""name_part_0"": ""mykhl"", ""name_part_1"": ""g`lbaart""}"
531,531,g`nyaa g`lb`r,"[{'var': 'g`nyaa g`lb`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,געניאַ,,,געלבער,געניאַ געלבער,,"{""name_part_0"": ""g`nyaa"", ""name_part_1"": ""g`lb`r""}"
532,532,maarys g`lb`r,"[{'var': 'maarys g`lb`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,מאָריס,,,געלבער,,,"{""name_part_0"": ""maarys"", ""name_part_1"": ""g`lb`r""}"
533,533,aydaa g`lpaand,"[{'var': 'aydaa g`lpaand', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אידאַ,,,געלפאַנד,,,"{""name_part_0"": ""aydaa"", ""name_part_1"": ""g`lpaand""}"
534,534,b`rnaard g`lyng,"[{'var': 'b`rnaard g`lyng', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,בערנאַרד,,,געלינג,בּערנאַרד געלינג,,"{""name_part_0"": ""b`rnaard"", ""name_part_1"": ""g`lyng""}"
535,535,l`aan g`lys,"[{'var': 'l`aan g`lys', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,לעאָן,,,געליס,לעאָן געליס,,"{""name_part_0"": ""l`aan"", ""name_part_1"": ""g`lys""}"
536,536,m. g`l`r,"[{'var': 'm. g`l`r', 'src': 'ds', 'lang': 'en'}]",['en'],,מ.,,,,,,,,,,,געלער,,,"{""name_part_0"": ""m."", ""name_part_1"": ""g`l`r""}"
537,537,dy g`naart` vv`lt,"[{'var': 'dy g`naart` vv`lt', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,,די גענאַרטע Welt,,"{""name_part_0"": ""dy"", ""name_part_1"": ""g`naart`"", ""name_part_2"": ""vv`lt""}"
538,538,hyrsh g`nd`l,"[{'var': 'hyrsh g`nd`l', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,הירש,,,גענדעל,הירש גענדעל,,"{""name_part_0"": ""hyrsh"", ""name_part_1"": ""g`nd`l""}"
539,539,saalaamaan g`np`r,"[{'var': 'saalaamaan g`np`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,סאָלאָמאַן,,,גענפער,,,"{""name_part_0"": ""saalaamaan"", ""name_part_1"": ""g`np`r""}"
540,540,zshaan (shmval y`kb) g`tsmaan,"[{'var': 'zshaan (shmval y`kb) g`tsmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,זשאַן,,,,,,שמואל,יעקב,,געצמאַן,,,"{""name_part_0"": ""zshaan"", ""name_part_1"": ""(shmval"", ""name_part_2"": ""y`kb)"", ""name_part_3"": ""g`tsmaan""}"
541,541,s`m (yshral) g`rtl`r,"[{'var': 's`m (yshral) g`rtl`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,סעם,,,,,,ישראל,,,,גערטלער,,"{""name_part_0"": ""s`m"", ""name_part_1"": ""(yshral)"", ""name_part_2"": ""g`rtl`r""}"
542,542,aadaalp g`rtn`r,"[{'var': 'aadaalp g`rtn`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אַדאָלף,,,גערטנער,,,"{""name_part_0"": ""aadaalp"", ""name_part_1"": ""g`rtn`r""}"
543,543,b`ty g`rtn`r,"[{'var': 'b`ty g`rtn`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,בּעטי,,,,גערטנער,,"{""name_part_0"": ""b`ty"", ""name_part_1"": ""g`rtn`r""}"
544,544,dzsh`ny (shyyndl sht`rn) g`rtn`r,"[{'var': 'dzsh`ny (shyyndl sht`rn) g`rtn`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,שיינדל,,,,,,דזשעני,,,גערטנער,,,"{""name_part_0"": ""dzsh`ny"", ""name_part_1"": ""(shyyndl"", ""name_part_2"": ""sht`rn)"", ""name_part_3"": ""g`rtn`r""}"
545,545,yaakaavv g`rtn`r,"[{'var': 'yaakaavv g`rtn`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,יאַקאָוו,,,,גערטנער,,"{""name_part_0"": ""yaakaavv"", ""name_part_1"": ""g`rtn`r""}"
546,546,a. m. g`rmaan,"[{'var': 'a. m. g`rmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,א. מ.,,,,,,,,,,,גערמאַן,,,"{""name_part_0"": ""a."", ""name_part_1"": ""m."", ""name_part_2"": ""g`rmaan""}"
547,547,yshral g`rmaan,"[{'var': 'yshral g`rmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,ישראל,,,גערמאַן,,,"{""name_part_0"": ""yshral"", ""name_part_1"": ""g`rmaan""}"
548,548,lvsy (laashaa kvtn`r) g`rmaan,"[{'var': 'lvsy (laashaa kvtn`r) g`rmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לוסי,,,,,,לאָשאַ,,קוטנער,גערמאַן,,,"{""name_part_0"": ""lvsy"", ""name_part_1"": ""(laashaa"", ""name_part_2"": ""kvtn`r)"", ""name_part_3"": ""g`rmaan""}"
549,549,mysh` (h`rmaan) g`rmaan,"[{'var': 'mysh` (h`rmaan) g`rmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,הערמאַן,,,,,,מישע,,,גערמאַן,,,"{""name_part_0"": ""mysh`"", ""name_part_1"": ""(h`rmaan)"", ""name_part_2"": ""g`rmaan""}"
550,550,b`rtaa g`rstyn,"[{'var': 'b`rtaa g`rstyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,בּערטאַ,,,גערסטין,בּירטאַ גערסטין,,"{""name_part_0"": ""b`rtaa"", ""name_part_1"": ""g`rstyn""}"
551,551,m. (maashkaavvytsh) g`rts,"[{'var': 'm. (maashkaavvytsh) g`rts', 'src': 'ds', 'lang': 'en'}]",['en'],,מ.,,מאָשקאָוויטש,,,,,,,,,גערץ,,,"{""name_part_0"": ""m."", ""name_part_1"": ""(maashkaavvytsh)"", ""name_part_2"": ""g`rts""}"
552,552,m. (mshh g`rshvyg) g`rshaay,"[{'var': 'm. (mshh g`rshvyg) g`rshaay', 'src': 'ds', 'lang': 'en'}]",['en'],,מ.,,גערשאָי,,,,,,משה,,,גערשויג,,,"{""name_part_0"": ""m."", ""name_part_1"": ""(mshh"", ""name_part_2"": ""g`rshvyg)"", ""name_part_3"": ""g`rshaay""}"
553,553,h`rsh g`rshaanaavvytsh,"[{'var': 'h`rsh g`rshaanaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,הערש,,,גערשאַנאָוויטש,הערש גערשאַנאָוויטש,,"{""name_part_0"": ""h`rsh"", ""name_part_1"": ""g`rshaanaavvytsh""}"
554,554,s`m (shmval) g`rsht`nzaang,"[{'var': 's`m (shmval) g`rsht`nzaang', 'src': 'ds', 'lang': 'en'}]",['en'],,,,סעם,,,,,,שמואל,,,גערשטענזאַנג,,,"{""name_part_0"": ""s`m"", ""name_part_1"": ""(shmval)"", ""name_part_2"": ""g`rsht`nzaang""}"
555,555,mshh g`rsh`nsaan,"[{'var': 'mshh g`rsh`nsaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,משה,,,גערשענסאָן,,,"{""name_part_0"": ""mshh"", ""name_part_1"": ""g`rsh`nsaan""}"
556,556,h`l`naa g`shpaas,"[{'var': 'h`l`naa g`shpaas', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,העלענאַ,,,געשפּאַס,העלענאַ געשפּאַס,,"{""name_part_0"": ""h`l`naa"", ""name_part_1"": ""g`shpaas""}"
557,557,(abrhm y`kb hash-aabraamaavv),"[{'var': '(abrhm y`kb hash-aabraamaavv)', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אברהם,יעקב,,חאש-אַבראַמאָוו,,,"{""name_part_0"": ""(abrhm"", ""name_part_1"": ""y`kb"", ""name_part_2"": ""hash-aabraamaavv)""}"
558,558,aan`taa graadn`r,"[{'var': 'aan`taa graadn`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אַנעטאַ,,,גראַדנער,,,"{""name_part_0"": ""aan`taa"", ""name_part_1"": ""graadn`r""}"
559,559,g`z`lshaapt,"[{'var': 'g`z`lshaapt', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,,,,"{""name_part_0"": ""g`z`lshaapt""}"
560,560,yshral (raaz`np`ld) graadn`r,"[{'var': 'yshral (raaz`np`ld) graadn`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ראָזענפעלד,,,,,,,,,גראַדנער,ישראל,,"{""name_part_0"": ""yshral"", ""name_part_1"": ""(raaz`np`ld)"", ""name_part_2"": ""graadn`r""}"
561,561,ryytsh`l (ryynaalds) graadn`r,"[{'var': 'ryytsh`l (ryynaalds) graadn`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ריינאַלדס,,,,,,,,,גראַדנער,רייטשעל,,"{""name_part_0"": ""ryytsh`l"", ""name_part_1"": ""(ryynaalds)"", ""name_part_2"": ""graadn`r""}"
562,562,bnymyn gravbard,"[{'var': 'bnymyn gravbard', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,בנימין,,,גראובארד,,,"{""name_part_0"": ""bnymyn"", ""name_part_1"": ""gravbard""}"
563,563,dvd graall,"[{'var': 'dvd graall', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,דוד,,,גראָלל,,,"{""name_part_0"": ""dvd"", ""name_part_1"": ""graall""}"
564,564,tshaarls vv. graall,"[{'var': 'tshaarls vv. graall', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,טשאַרלס,,,גראָלל,טשאַרלס וו. גראָלל,,"{""name_part_0"": ""tshaarls"", ""name_part_1"": ""vv."", ""name_part_2"": ""graall""}"
565,565,(abrhm aazaarkh),"[{'var': '(abrhm aazaarkh)', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אברהם,,,אזרך,,,"{""name_part_0"": ""(abrhm"", ""name_part_1"": ""aazaarkh)""}"
566,566,aal`ksaand`r granakh,"[{'var': 'aal`ksaand`r granakh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אַלעקסאַנדער,,,גראנאך,גראנאך,,"{""name_part_0"": ""aal`ksaand`r"", ""name_part_1"": ""granakh""}"
567,567,saamy graan`maan,"[{'var': 'saamy graan`maan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,סאַמי,,,גראָנעמאַן,,,"{""name_part_0"": ""saamy"", ""name_part_1"": ""graan`maan""}"
568,568,ayyby gras,"[{'var': 'ayyby gras', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אייבּי,,,גראס,אייבּי גראס,,"{""name_part_0"": ""ayyby"", ""name_part_1"": ""gras""}"
569,569,nptly graas,"[{'var': 'nptly graas', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,נפתלי,,,גראָס,,,"{""name_part_0"": ""nptly"", ""name_part_1"": ""graas""}"
570,570,hnh (maand`ltaart) graasb`rg,"[{'var': 'hnh (maand`ltaart) graasb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאַנדעלטאָרט,,,,,,חנה,,,גראָסבּערג,,,"{""name_part_0"": ""hnh"", ""name_part_1"": ""(maand`ltaart)"", ""name_part_2"": ""graasb`rg""}"
571,571,avyrvvyng (ytshk lyyb) graasmaan,"[{'var': 'avyrvvyng (ytshk lyyb) graasmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אוירווינג,,,,,,יצחק,לייבּ,,,גראָסמאַן,,"{""name_part_0"": ""avyrvvyng"", ""name_part_1"": ""(ytshk"", ""name_part_2"": ""lyyb)"", ""name_part_3"": ""graasmaan""}"
