,id,title,var_entries,langs,appellation,acronym,qualifier,alternative-name,teknonym,salutation,matronymic,professional-name,honorific,given-name,middle-name,patronymic,surname,primary-name,nisba,name_parts
385,385,vvlaadyslaavv gaadyk,"[{'var': 'vvlaadyslaavv gaadyk', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,וולאַדיסלאַוו,,,גאָדיק,,,"{""name_part_0"": ""vvlaadyslaavv"", ""name_part_1"": ""gaadyk""}"
386,386,maarkvs (m`nd`l`) gaazaavvsky,"[{'var': 'maarkvs (m`nd`l`) gaazaavvsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מענדעלע,,,,,,מאַרקוס,,,גאַזווסקי,,,"{""name_part_0"": ""maarkvs"", ""name_part_1"": ""(m`nd`l`)"", ""name_part_2"": ""gaazaavvsky""}"
387,387,raazaa (paznyak) gaz`l,"[{'var': 'raazaa (paznyak) gaz`l', 'src': 'ds', 'lang': 'en'}]",['en'],,,,פאזניאק,,,,,,ראָזאַ,,,גאַזעל,,,"{""name_part_0"": ""raazaa"", ""name_part_1"": ""(paznyak)"", ""name_part_2"": ""gaz`l""}"
388,388,abrhm-b`r gaatlaab`r,"[{'var': 'abrhm-b`r gaatlaab`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אברהם,בּער,,גאָטלאָבּער,,,"{""name_part_0"": ""abrhm-b`r"", ""name_part_1"": ""gaatlaab`r""}"
389,389,lvays syla gaatlyb,"[{'var': 'lvays syla gaatlyb', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,לואיס,סילא,,גאָטליבּ,,,"{""name_part_0"": ""lvays"", ""name_part_1"": ""syla"", ""name_part_2"": ""gaatlyb""}"
390,390,l`aan (lyybvsh-ahrn) gaatlyb,"[{'var': 'l`aan (lyybvsh-ahrn) gaatlyb', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לייבוש-אהרן,,,,,,לעאָן,,,גאָטליבּ,,,"{""name_part_0"": ""l`aan"", ""name_part_1"": ""(lyybvsh-ahrn)"", ""name_part_2"": ""gaatlyb""}"
391,391,klaaraa (g`rshaavvytsh) gaatlyb,"[{'var': 'klaaraa (g`rshaavvytsh) gaatlyb', 'src': 'ds', 'lang': 'en'}]",['en'],,,,גערשאָוויטש,,,,,,קלאַראַ,,,גאָטליבּ,,,"{""name_part_0"": ""klaaraa"", ""name_part_1"": ""(g`rshaavvytsh)"", ""name_part_2"": ""gaatlyb""}"
392,392,hna gaat`sp`ld,"[{'var': 'hna gaat`sp`ld', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,חנא,,,,גאָטעספעלד,,"{""name_part_0"": ""hna"", ""name_part_1"": ""gaat`sp`ld""}"
393,393,pry`drykh vvylh`lm gaat`r,"[{'var': 'pry`drykh vvylh`lm gaat`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,ווילהעלם,,,גאָטער,פריעדריך ווילהעלם גאָטער,,"{""name_part_0"": ""pry`drykh"", ""name_part_1"": ""vvylh`lm"", ""name_part_2"": ""gaat`r""}"
394,394,abrhm-ytshk gaatpryd,"[{'var': 'abrhm-ytshk gaatpryd', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אברהם,יצחק,,גאָטפריד,,,"{""name_part_0"": ""abrhm-ytshk"", ""name_part_1"": ""gaatpryd""}"
395,395,ayydl (`rlykh) gaatpryd,"[{'var': 'ayydl (`rlykh) gaatpryd', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ערליך,,,,,,איידל,,,גאָטפריד,,,"{""name_part_0"": ""ayydl"", ""name_part_1"": ""(`rlykh)"", ""name_part_2"": ""gaatpryd""}"
396,396,abrhm gakhansky,"[{'var': 'abrhm gakhansky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אברהם,,,גאכאנסקי,,,"{""name_part_0"": ""abrhm"", ""name_part_1"": ""gakhansky""}"
397,397,mrym (mynd`) gakhansky,"[{'var': 'mrym (mynd`) gakhansky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מינדע,,,,,,מרים,,,גאכאנסקי,,,"{""name_part_0"": ""mrym"", ""name_part_1"": ""(mynd`)"", ""name_part_2"": ""gakhansky""}"
398,398,vvyktaar gaalaavvtshyn`r,"[{'var': 'vvyktaar gaalaavvtshyn`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,וויקטאָר,,,גאָלאָווטשינער,,,"{""name_part_0"": ""vvyktaar"", ""name_part_1"": ""gaalaavvtshyn`r""}"
399,399,h`rmaan (hll gvrny) gaald,"[{'var': 'h`rmaan (hll gvrny) gaald', 'src': 'ds', 'lang': 'en'}]",['en'],,,,הלל גורני,,,,,,,,,גאָלד,הערמאַן,,"{""name_part_0"": ""h`rmaan"", ""name_part_1"": ""(hll"", ""name_part_2"": ""gvrny)"", ""name_part_3"": ""gaald""}"
400,400,zysh` gaald,"[{'var': 'zysh` gaald', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,זישע,,,גאָלד,,,"{""name_part_0"": ""zysh`"", ""name_part_1"": ""gaald""}"
401,401,lyybvsh gaald,"[{'var': 'lyybvsh gaald', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,לייבּוש,,,גאָלד,,,"{""name_part_0"": ""lyybvsh"", ""name_part_1"": ""gaald""}"
402,402,l`an (lyyb`l` gaaldvvaag) gaald,"[{'var': 'l`an (lyyb`l` gaaldvvaag) gaald', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לעאן,,,,,,לייבּעלע,,גאָלדוואָג,גאָלד,,,"{""name_part_0"": ""l`an"", ""name_part_1"": ""(lyyb`l`"", ""name_part_2"": ""gaaldvvaag)"", ""name_part_3"": ""gaald""}"
403,403,nyvsyaa (mysy daaldb`rg) gaald,"[{'var': 'nyvsyaa (mysy daaldb`rg) gaald', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מיסי,,,,,,ניוסיאַ,,,גאָלד,,,"{""name_part_0"": ""nyvsyaa"", ""name_part_1"": ""(mysy"", ""name_part_2"": ""daaldb`rg)"", ""name_part_3"": ""gaald""}"
404,404,st`laa (taalts` shtaalts`ngaald) gaald,"[{'var': 'st`laa (taalts` shtaalts`ngaald) gaald', 'src': 'ds', 'lang': 'en'}]",['en'],,,,טאָלצע שטאָלצענגאָלד,,,,,,סטעלאַ,,,גאָלד,,,"{""name_part_0"": ""st`laa"", ""name_part_1"": ""(taalts`"", ""name_part_2"": ""shtaalts`ngaald)"", ""name_part_3"": ""gaald""}"
405,405,tsyl` (tsbyh grvpt) gaald,"[{'var': 'tsyl` (tsbyh grvpt) gaald', 'src': 'ds', 'lang': 'en'}]",['en'],,,,צילע,,,גרופט,,,צביה,,,גאָלד,,,"{""name_part_0"": ""tsyl`"", ""name_part_1"": ""(tsbyh"", ""name_part_2"": ""grvpt)"", ""name_part_3"": ""gaald""}"
406,406,klaaraa (blaank) gaald,"[{'var': 'klaaraa (blaank) gaald', 'src': 'ds', 'lang': 'en'}]",['en'],,,,בלאַנק,,,,,,,,,גאָלד,קלאַראַ,,"{""name_part_0"": ""klaaraa"", ""name_part_1"": ""(blaank)"", ""name_part_2"": ""gaald""}"
407,407,(mshh gaald`nblaat),"[{'var': '(mshh gaald`nblaat)', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,משה,,,גאָלדענבלאַט,,,"{""name_part_0"": ""(mshh"", ""name_part_1"": ""gaald`nblaat)""}"
408,408,abrhm gaaldb`rg,"[{'var': 'abrhm gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אברהם,,,גאָלדבּערג,,,"{""name_part_0"": ""abrhm"", ""name_part_1"": ""gaaldb`rg""}"
409,409,aytsh` gaaldb`rg,"[{'var': 'aytsh` gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,איטשע,,,גאָלדבּערג,,,"{""name_part_0"": ""aytsh`"", ""name_part_1"": ""gaaldb`rg""}"
410,410,ayyzyk gaaldb`rg,"[{'var': 'ayyzyk gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אייזיק,,,גאָלדבערג,,,"{""name_part_0"": ""ayyzyk"", ""name_part_1"": ""gaaldb`rg""}"
411,411,dynh gaaldb`rg,"[{'var': 'dynh gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,דינה,,,גאָלדבּערג,,,"{""name_part_0"": ""dynh"", ""name_part_1"": ""gaaldb`rg""}"
412,412,h`rshl gaaldb`rg,"[{'var': 'h`rshl gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,הערשל,,,גאָלדבּערג,הערשל גאָלדבּערג,,"{""name_part_0"": ""h`rshl"", ""name_part_1"": ""gaaldb`rg""}"
413,413,yvdl gaaldb`rg,"[{'var': 'yvdl gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,יודל,,,גאָלדבּערג,,,"{""name_part_0"": ""yvdl"", ""name_part_1"": ""gaaldb`rg""}"
414,414,y`kb gaaldb`rg,"[{'var': 'y`kb gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,יעקב,,,גאָלדבּערג,,,"{""name_part_0"": ""y`kb"", ""name_part_1"": ""gaaldb`rg""}"
415,415,lvay gaaldb`rg,"[{'var': 'lvay gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,לואי,,,גאָלדבּערג,,,"{""name_part_0"": ""lvay"", ""name_part_1"": ""gaaldb`rg""}"
416,416,lvays (lyybvsh) gaaldb`rg,"[{'var': 'lvays (lyybvsh) gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לייבוש,,,,,,לואיס,,,גאָלדבּערג,,,"{""name_part_0"": ""lvays"", ""name_part_1"": ""(lyybvsh)"", ""name_part_2"": ""gaaldb`rg""}"
417,417,lyly gaaldb`rg,"[{'var': 'lyly gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,לילי,,,גאָלדבּערג,,,"{""name_part_0"": ""lyly"", ""name_part_1"": ""gaaldb`rg""}"
418,418,maarys gaaldb`rg,"[{'var': 'maarys gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,מאָריס,,,גאָלדבּערג,,,"{""name_part_0"": ""maarys"", ""name_part_1"": ""gaaldb`rg""}"
419,419,mykhl gaaldb`rg,"[{'var': 'mykhl gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,מיכל,,,גאָלדבּערג,,,"{""name_part_0"": ""mykhl"", ""name_part_1"": ""gaaldb`rg""}"
420,420,mshhl` gaaldb`rg,"[{'var': 'mshhl` gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,משהלע,,,גאָלדבּערג,,,"{""name_part_0"": ""mshhl`"", ""name_part_1"": ""gaaldb`rg""}"
421,421,nyytan gaaldb`rg,"[{'var': 'nyytan gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,נייטאן,,,גאָלדבּערג,,,"{""name_part_0"": ""nyytan"", ""name_part_1"": ""gaaldb`rg""}"
422,422,s`m gaaldb`rg,"[{'var': 's`m gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,סעם,,,גאָלדבּערג,,,"{""name_part_0"": ""s`m"", ""name_part_1"": ""gaaldb`rg""}"
423,423,raaza (pynk`ntal) gaaldb`rg,"[{'var': 'raaza (pynk`ntal) gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,פינקענטאל,,,,,,ראָזא,,,גאָלדבּערג,גאָלדבּערג,,"{""name_part_0"": ""raaza"", ""name_part_1"": ""(pynk`ntal)"", ""name_part_2"": ""gaaldb`rg""}"
424,424,sydny (saamv`l gaaldshtyyn) gaaldyn,"[{'var': 'sydny (saamv`l gaaldshtyyn) gaaldyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,סאַמואל,,,,,,סידני,,גאָלדשטיין,גאָלדין,,,"{""name_part_0"": ""sydny"", ""name_part_1"": ""(saamv`l"", ""name_part_2"": ""gaaldshtyyn)"", ""name_part_3"": ""gaaldyn""}"
425,425,gaaldmaan,"[{'var': 'gaaldmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,גאָלדמאַן,,,"{""name_part_0"": ""gaaldmaan""}"
426,426,dvd gaaldmaan,"[{'var': 'dvd gaaldmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,דוד,,,גאָלדמאַן,,,"{""name_part_0"": ""dvd"", ""name_part_1"": ""gaaldmaan""}"
427,427,aytsykl gaald`nbvrg,"[{'var': 'aytsykl gaald`nbvrg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,איציקל,,,גאָלדענבּורג,,,"{""name_part_0"": ""aytsykl"", ""name_part_1"": ""gaald`nbvrg""}"
428,428,h`rshl (kaalygraap) gaald`nbvrg,"[{'var': 'h`rshl (kaalygraap) gaald`nbvrg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,קאַליגראַף,,,,,,הערשל,,,גאָלדענבּורג,,,"{""name_part_0"": ""h`rshl"", ""name_part_1"": ""(kaalygraap)"", ""name_part_2"": ""gaald`nbvrg""}"
429,429,(shlvm gaaldshtyyn),"[{'var': '(shlvm gaaldshtyyn)', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,שלום,,,גאָלדשטיין,,,"{""name_part_0"": ""(shlvm"", ""name_part_1"": ""gaaldshtyyn)""}"
430,430,shprh (haaz`nb`rg) gaald`nbvrg,"[{'var': 'shprh (haaz`nb`rg) gaald`nbvrg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,האַזענבערג,,,,,,שפרה,,,גאָלדענבּורג,,,"{""name_part_0"": ""shprh"", ""name_part_1"": ""(haaz`nb`rg)"", ""name_part_2"": ""gaald`nbvrg""}"
431,431,astr gaald`nb`rg,"[{'var': 'astr gaald`nb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אסתר,,,גאָלדענבערג,,,"{""name_part_0"": ""astr"", ""name_part_1"": ""gaald`nb`rg""}"
432,432,y`kb-msh` gaald`nb`rg,"[{'var': 'y`kb-msh` gaald`nb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,משע,,,,,,יעקב,,,,גאָלדענבערג,,"{""name_part_0"": ""y`kb-msh`"", ""name_part_1"": ""gaald`nb`rg""}"
433,433,abrhm (gaald`npaadym) gaaldpaad`n,"[{'var': 'abrhm (gaald`npaadym) gaaldpaad`n', 'src': 'ds', 'lang': 'en'}]",['en'],,,,גאָלדענפאָדים,,,,,,אברהם,,,גאָלדפאַדען,,,"{""name_part_0"": ""abrhm"", ""name_part_1"": ""(gaald`npaadym)"", ""name_part_2"": ""gaaldpaad`n""}"
434,434,vvaalp gaaldpaad`n,"[{'var': 'vvaalp gaaldpaad`n', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,וואָלף,,,גאָלדפאַדען,,,"{""name_part_0"": ""vvaalp"", ""name_part_1"": ""gaaldpaad`n""}"
435,435,(aylyaa gaald`npaadym),"[{'var': '(aylyaa gaald`npaadym)', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,איליאַ,,,גאָלדענפאָדים,,,"{""name_part_0"": ""(aylyaa"", ""name_part_1"": ""gaald`npaadym)""}"
436,436,nptly (gaald`npaadym) gaaldpaad`n,"[{'var': 'nptly (gaald`npaadym) gaaldpaad`n', 'src': 'ds', 'lang': 'en'}]",['en'],,,,גאָלדענפאָדים,,,,,,נפתלי,,,גאָלדפאַדען,,,"{""name_part_0"": ""nptly"", ""name_part_1"": ""(gaald`npaadym)"", ""name_part_2"": ""gaaldpaad`n""}"
437,437,pavlyn` (paaly` vv`rb`l) gaaldpaad`n,"[{'var': 'pavlyn` (paaly` vv`rb`l) gaaldpaad`n', 'src': 'ds', 'lang': 'en'}]",['en'],,,,פּאָליע,,,,,,פּאולינע,,,גאָלדפאַדען,גאָלדפאַדען,,"{""name_part_0"": ""pavlyn`"", ""name_part_1"": ""(paaly`"", ""name_part_2"": ""vv`rb`l)"", ""name_part_3"": ""gaaldpaad`n""}"
438,438,shm`yh (gaald`npaadym) gaaldpaad`n,"[{'var': 'shm`yh (gaald`npaadym) gaaldpaad`n', 'src': 'ds', 'lang': 'en'}]",['en'],,,,גאָלדענפאָדים,,,,,,שמעיה,,,גאָלדפאַדען,,,"{""name_part_0"": ""shm`yh"", ""name_part_1"": ""(gaald`npaadym)"", ""name_part_2"": ""gaaldpaad`n""}"
439,439,abrhm gaaldknaapp,"[{'var': 'abrhm gaaldknaapp', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אברהם,,,גאָלדקנאָפּף,,,"{""name_part_0"": ""abrhm"", ""name_part_1"": ""gaaldknaapp""}"
440,440,b. y. (brvkh) gaaldshtyyn,"[{'var': 'b. y. (brvkh) gaaldshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,ב. י.,,,,,,,,ברוך,,,גאָלדשטיין,,,"{""name_part_0"": ""b."", ""name_part_1"": ""y."", ""name_part_2"": ""(brvkh)"", ""name_part_3"": ""gaaldshtyyn""}"
441,441,(mlkhh rbkh raaz`nb`rg),"[{'var': '(mlkhh rbkh raaz`nb`rg)', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,מלכה,רבקה,,ראָזענבערג,,,"{""name_part_0"": ""(mlkhh"", ""name_part_1"": ""rbkh"", ""name_part_2"": ""raaz`nb`rg)""}"
442,442,dzshan s. (y`kb) gaaldshtyyn,"[{'var': 'dzshan s. (y`kb) gaaldshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,ס.,,דזשאן,,,,,,יעקב,,,,גאָלדשטיין,,"{""name_part_0"": ""dzshan"", ""name_part_1"": ""s."", ""name_part_2"": ""(y`kb)"", ""name_part_3"": ""gaaldshtyyn""}"
443,443,zynaa gaaldshtyyn,"[{'var': 'zynaa gaaldshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,זינאַ,,,גאָלדשטיין,,,"{""name_part_0"": ""zynaa"", ""name_part_1"": ""gaaldshtyyn""}"
444,444,yvsp gaaldshtyyn,"[{'var': 'yvsp gaaldshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,יוסף,,,גאָלדשטיין,,,"{""name_part_0"": ""yvsp"", ""name_part_1"": ""gaaldshtyyn""}"
445,445,y`kb gaaldshtyyn,"[{'var': 'y`kb gaaldshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,יעקב,,,גאָלדשטיין,,,"{""name_part_0"": ""y`kb"", ""name_part_1"": ""gaaldshtyyn""}"
446,446,lvays gaaldshtyyn,"[{'var': 'lvays gaaldshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,לואיס,,,גאָלדשטיין,,,"{""name_part_0"": ""lvays"", ""name_part_1"": ""gaaldshtyyn""}"
447,447,lyyz`r gaaldshtyyn,"[{'var': 'lyyz`r gaaldshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,לייזער,,,גאָלדשטיין,,,"{""name_part_0"": ""lyyz`r"", ""name_part_1"": ""gaaldshtyyn""}"
448,448,shkhr gaaldshtyyn,"[{'var': 'shkhr gaaldshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,שכר,,,גאָלדשטיין,,,"{""name_part_0"": ""shkhr"", ""name_part_1"": ""gaaldshtyyn""}"
449,449,yvsp gaaldshmydt,"[{'var': 'yvsp gaaldshmydt', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,יוסף,,,גאָלדשמידט,,,"{""name_part_0"": ""yvsp"", ""name_part_1"": ""gaaldshmydt""}"
450,450,yhyal gaaldshmydt,"[{'var': 'yhyal gaaldshmydt', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,יחיאל,,,גאָלדשמידט,,,"{""name_part_0"": ""yhyal"", ""name_part_1"": ""gaaldshmydt""}"
451,451,abrhm gaalvbaak,"[{'var': 'abrhm gaalvbaak', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אברהם,,,גאָלובּאָק,,,"{""name_part_0"": ""abrhm"", ""name_part_1"": ""gaalvbaak""}"
452,452,aannaa (hnh rvbynshtyyn) gaalvbaak,"[{'var': 'aannaa (hnh rvbynshtyyn) gaalvbaak', 'src': 'ds', 'lang': 'en'}]",['en'],,,,חנה,,,,,,אַננָה,,,גאָלובּאָק,,,"{""name_part_0"": ""aannaa"", ""name_part_1"": ""(hnh"", ""name_part_2"": ""rvbynshtyyn)"", ""name_part_3"": ""gaalvbaak""}"
453,453,l`aan gaalvbaak,"[{'var': 'l`aan gaalvbaak', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,לעאָן,,,,גאָלובּאָק,,"{""name_part_0"": ""l`aan"", ""name_part_1"": ""gaalvbaak""}"
454,454,myraan `. gaalvbaak,"[{'var': 'myraan `. gaalvbaak', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,מיראון,,,גאָלובּאָק,,,"{""name_part_0"": ""myraan"", ""name_part_1"": ""`."", ""name_part_2"": ""gaalvbaak""}"
455,455,saany` (gr`nshtaat) gaalvbtshyk,"[{'var': 'saany` (gr`nshtaat) gaalvbtshyk', 'src': 'ds', 'lang': 'en'}]",['en'],,,,גרענשטאַט,,,,,,סאָניע,,,גאָלובּטשיק,,,"{""name_part_0"": ""saany`"", ""name_part_1"": ""(gr`nshtaat)"", ""name_part_2"": ""gaalvbtshyk""}"
456,456,brvkh galynsky,"[{'var': 'brvkh galynsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,ברוך,,,גאלינסקי,,,"{""name_part_0"": ""brvkh"", ""name_part_1"": ""galynsky""}"
457,457,palya (shlvglyt) gaalynsky,"[{'var': 'palya (shlvglyt) gaalynsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,שלוגליט,,,,,,פּאָליא,,,גאַלינסקי,גאַלינסקי,,"{""name_part_0"": ""palya"", ""name_part_1"": ""(shlvglyt)"", ""name_part_2"": ""gaalynsky""}"
458,458,h`l`na (h`rtsblvt) gaaltsavva,"[{'var': 'h`l`na (h`rtsblvt) gaaltsavva', 'src': 'ds', 'lang': 'en'}]",['en'],,,,הערצבּלוט,,,,,,,,,גאָלצאווא,,,"{""name_part_0"": ""h`l`na"", ""name_part_1"": ""(h`rtsblvt)"", ""name_part_2"": ""gaaltsavva""}"
459,459,astr gam`ravv (paag`l),"[{'var': 'astr gam`ravv (paag`l)', 'src': 'ds', 'lang': 'en'}]",['en'],,,,פאָגעל,,,,,,אסתר,,,גאמעראוו,,,"{""name_part_0"": ""astr"", ""name_part_1"": ""gam`ravv"", ""name_part_2"": ""(paag`l)""}"
460,460,h`nry m. gastvvyrt,"[{'var': 'h`nry m. gastvvyrt', 'src': 'ds', 'lang': 'en'}]",['en'],,מ.,,,,,,,,הענרי,,,,גאסטווירט,,"{""name_part_0"": ""h`nry"", ""name_part_1"": ""m."", ""name_part_2"": ""gastvvyrt""}"
461,461,mshh garbarzsh,"[{'var': 'mshh garbarzsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,משה,,,גארבארזש,,,"{""name_part_0"": ""mshh"", ""name_part_1"": ""garbarzsh""}"
462,462,p`la garbarzsh,"[{'var': 'p`la garbarzsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,פעלא,,,גארבארזש,פעלא גארבארזש,,"{""name_part_0"": ""p`la"", ""name_part_1"": ""garbarzsh""}"
463,463,rbkh garb`r,"[{'var': 'rbkh garb`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,רבקה,,,גארבער,,,"{""name_part_0"": ""rbkh"", ""name_part_1"": ""garb`r""}"
464,464,h`rsh-lyyb gaardaan,"[{'var': 'h`rsh-lyyb gaardaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,הערש-לייב,,,גאָרדאָן,הערש-לייב גאָרדאָן,,"{""name_part_0"": ""h`rsh-lyyb"", ""name_part_1"": ""gaardaan""}"
465,465,h`rshl gaardaan,"[{'var': 'h`rshl gaardaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,הערשל,,,גאָרדאָן,הערשל גאָרדאָן,,"{""name_part_0"": ""h`rshl"", ""name_part_1"": ""gaardaan""}"
466,466,vvy`raa gaardaan,"[{'var': 'vvy`raa gaardaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,וויעראַ,,,,גאָרדאָן,,"{""name_part_0"": ""vvy`raa"", ""name_part_1"": ""gaardaan""}"
467,467,y`kb gaardyn,"[{'var': 'y`kb gaardyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,יעקב,,,גאָרדין,,,"{""name_part_0"": ""y`kb"", ""name_part_1"": ""gaardyn""}"
468,468,y`kb gart`lvvytsh,"[{'var': 'y`kb gart`lvvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,יעקב,,,גארטעלוויטש,,,"{""name_part_0"": ""y`kb"", ""name_part_1"": ""gart`lvvytsh""}"
469,469,y`kb (hart`nshtyyn) gaart`nsh`yyn,"[{'var': 'y`kb (hart`nshtyyn) gaart`nsh`yyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,הארטענשטיין,,,,,,יעקב,,,גאַרטענשעיין,,,"{""name_part_0"": ""y`kb"", ""name_part_1"": ""(hart`nshtyyn)"", ""name_part_2"": ""gaart`nsh`yyn""}"
470,470,b. (ytshk gvyda-hvyda) gaaryn,"[{'var': 'b. (ytshk gvyda-hvyda) gaaryn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,גוידא-הוידא,,בּ.,,,,יצחק,,,גאָרין,,,"{""name_part_0"": ""b."", ""name_part_1"": ""(ytshk"", ""name_part_2"": ""gvyda-hvyda)"", ""name_part_3"": ""gaaryn""}"
471,471,zysl gaarlytskaa-ryynglaas,"[{'var': 'zysl gaarlytskaa-ryynglaas', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,זיסל,,,גאָרליצקאַ-ריינגלאַס,גאָרליצקאַ-ריינגלאַס,,"{""name_part_0"": ""zysl"", ""name_part_1"": ""gaarlytskaa-ryynglaas""}"
472,472,astr gaar`laavvaa-kaagaan,"[{'var': 'astr gaar`laavvaa-kaagaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אסתר,,,גאָרעלאָוואַ-קאַגאַן,,,"{""name_part_0"": ""astr"", ""name_part_1"": ""gaar`laavvaa-kaagaan""}"
473,473,ashr garpynk`l,"[{'var': 'ashr garpynk`l', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אשר,,,גארפינקעל,,,"{""name_part_0"": ""ashr"", ""name_part_1"": ""garpynk`l""}"
474,474,b`laa gvdynskaa,"[{'var': 'b`laa gvdynskaa', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,גודינסקאַ,בּעלאַ גודינסקאַ,,"{""name_part_0"": ""b`laa"", ""name_part_1"": ""gvdynskaa""}"
475,475,b`sy gvdmaan,"[{'var': 'b`sy gvdmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,בּעסי,,,גודמאַן,,,"{""name_part_0"": ""b`sy"", ""name_part_1"": ""gvdmaan""}"
