id,title,name_parts,lang,phoneme,name_part_given-name,name_part_middle-name,name_part_surname,name_part_salutation,name_part_patronymic,name_part_professional-name,name_part_maiden-surname,name_part_nisba,name_part_given-name_phoneme,name_part_middle-name_phoneme,name_part_surname_phoneme,name_part_salutation_phoneme,name_part_patronymic_phoneme,name_part_professional-name_phoneme,name_part_maiden-surname_phoneme,name_part_nisba_phoneme,name_part_alternative-name,name_part_alternative-name_phoneme,name_part_qualifier,name_part_honorific,name_part_qualifier_phoneme,name_part_honorific_phoneme,primary-name,matronymic,teknonym,professional-name,surname,acronym,appellation,nisba,salutation,middle-name,alternative-name,patronymic,honorific,qualifier,given-name,maiden-surname
1279,isaac joel linetzky,"{""given-name"": ""isaac"", ""middle-name"": ""joel"", ""surname"": ""linetzky""}",en,ˈaɪsəæk dʒˈɒl̩ lˈaɪnskɪ,isaac,joel,linetzky,,,,,,ˈaɪsəæk,dʒˈɒl̩,lˈaɪnskɪ,,,,,,,,,,,,,,,,Linetzky,,,,,Joel,,,,,Isaac,
1280,adolf link,"{""given-name"": ""adolf"", ""surname"": ""link""}",en,ədˈɒlf lˈɪŋk,adolf,,link,,,,,,ədˈɒlf,,lˈɪŋk,,,,,,,,,,,,,,,,Link,,,,,,,,,,Adolf,
1281,anka lipinsky,"{""given-name"": ""anka"", ""surname"": ""lipinsky""}",en,æŋkə lˈɪpɪnskɪ,anka,,lipinsky,,,,,,æŋkə,,lˈɪpɪnskɪ,,,,,,,,,,,,,,,,Lipinsky,,,,,,,,,,Anka,
1282,yitzhock lipinsky,"{""given-name"": ""yitzhock"", ""surname"": ""lipinsky""}",en,jˈɪtshɒk lˈɪpɪnskɪ,yitzhock,,lipinsky,,,,,,jˈɪtshɒk,,lˈɪpɪnskɪ,,,,,,,,,,,,,,,,Lipinsky,,,,,,,,,,Yitzhock,
1283,moshe lipman,"{""given-name"": ""moshe"", ""surname"": ""lipman""}",en,mˈɒʃɪ lˈɪpmən,moshe,,lipman,,,,,,mˈɒʃɪ,,lˈɪpmən,,,,,,,,,,,,,,,,Lipman,,,,,,,,,,Moshe,
1284,natalia lipman,"{""given-name"": ""natalia"", ""surname"": ""lipman""}",en,nətˈælɪə lˈɪpmən,natalia,,lipman,,,,,,nətˈælɪə,,lˈɪpmən,,,,,,,,,,,,,,,,Lipman,,,,,,,,,,Natalia,
1285,avraham lipovietsky,"{""given-name"": ""avraham"", ""surname"": ""lipovietsky""}",en,əvɻəhæm lˈɪpˈəʊvɪɛtskɪ,avraham,,lipovietsky,,,,,,əvɻəhæm,,lˈɪpˈəʊvɪɛtskɪ,,,,,,,,,,,,,,,,Lipovietsky,,,,,,,,,,Avraham,
1286,esther lipovska,"{""given-name"": ""esther"", ""surname"": ""lipovska""}",en,ɪsθəɜ˞ lˈɪpˈəʊvskə,esther,,lipovska,,,,,,ɪsθəɜ˞,,lˈɪpˈəʊvskə,,,,,,,,,,,,,,,,Lipovska,,,,,,,,,,Esther,
1287,nakhum lipovski,"{""given-name"": ""nakhum"", ""surname"": ""lipovski""}",en,nˈeɪkhʌm lˈɪpˈəʊvskiː,nakhum,,lipovski,,,,,,nˈeɪkhʌm,,lˈɪpˈəʊvskiː,,,,,,,,,,,,,,,,Lipovski,,,,,,,,,,Nakhum,
1288,sasha lipovski,"{""given-name"": ""sasha"", ""surname"": ""lipovski""}",en,sˈæʃə lˈɪpˈəʊvskiː,sasha,,lipovski,,,,,,sˈæʃə,,lˈɪpˈəʊvskiː,,,,,,,,,,,,,,,,Lipovski,,,,,,,,,,Sasha,
1289,itzhak lipshitz,"{""given-name"": ""itzhak"", ""surname"": ""lipshitz""}",en,ˈɪtsɑːk lˈɪpʃɪts,itzhak,,lipshitz,,,,,,ˈɪtsɑːk,,lˈɪpʃɪts,,,,,,,,,,,,,,,,Lipshitz,,,,,,,,,,Itzhak,
1290,yekhezkel lipshitz,"{""given-name"": ""yekhezkel"", ""surname"": ""lipshitz""}",en,jkɪkl̩ lˈɪpʃɪts,yekhezkel,,lipshitz,,,,,,jkɪkl̩,,lˈɪpʃɪts,,,,,,,,,,,,,,,,Lipshitz,,,,,,,,,,Yekhezkel,
1291,m. lipson,"{""given-name"": ""m."", ""surname"": ""lipson""}",en,m lˈɪpsʌn,m.,,lipson,,,,,,m,,lˈɪpsʌn,,,,,,,,,,,,,,,,Lipson,,,,,,,,,,M.,
1292,volodya liptsin,"{""given-name"": ""volodya"", ""surname"": ""liptsin""}",en,vˈɒlədaɪə lˈɪpzn̩,volodya,,liptsin,,,,,,vˈɒlədaɪə,,lˈɪpzn̩,,,,,,,,,,,,,,,,Liptsin,,,,,,,,,,Volodya,
1293,celia lipzin,"{""given-name"": ""celia"", ""surname"": ""lipzin""}",en,sɛlɪə lˈɪpzɪn,celia,,lipzin,,,,,,sɛlɪə,,lˈɪpzɪn,,,,,,,,,,,,,,,,Lipzin,,,,,,,,,,Celia,
1294,keni lipzin,"{""given-name"": ""keni"", ""surname"": ""lipzin""}",en,kənɪ lˈɪpzɪn,keni,,lipzin,,,,,,kənɪ,,lˈɪpzɪn,,,,,,,,,,,,,,,,Lipzin,,,,,,,,,,Keni,
1295,malka lisak,"{""given-name"": ""malka"", ""surname"": ""lisak""}",en,mæɫkə lɪsˈeɪk,malka,,lisak,,,,,,mæɫkə,,lɪsˈeɪk,,,,,,,,,,,,,,,,Lisak,,,,,,,,,,Malka,
1296,annie litan,"{""given-name"": ""annie"", ""surname"": ""litan""}",en,ˈænɪ lɪtən,annie,,litan,,,,,,ˈænɪ,,lɪtən,,,,,,,,,,,,,,,,Litan,,,,,,,,,,Annie,
1297,abraham littman,"{""given-name"": ""abraham"", ""surname"": ""littman""}",en,əbɻəhæm lˈɪtmən,abraham,,littman,,,,,,əbɻəhæm,,lˈɪtmən,,,,,,,,,,,,,,,,Littman,,,,,,,,,,Abraham,
1298,pepi littman,"{""given-name"": ""pepi"", ""surname"": ""littman""}",en,pɛpɪ lˈɪtmən,pepi,,littman,,,,,,pɛpɪ,,lˈɪtmən,,,,,,,,,,,,,,,,Littman,,,,,,,,,,Pepi,
1299,yakov littman,"{""given-name"": ""yakov"", ""surname"": ""littman""}",en,jˈækəʊv lˈɪtmən,yakov,,littman,,,,,,jˈækəʊv,,lˈɪtmən,,,,,,,,,,,,,,,,Littman,,,,,,,,,,Yakov,
1300,yetta littman,"{""given-name"": ""yetta"", ""surname"": ""littman""}",en,jɛtə lˈɪtmən,yetta,,littman,,,,,,jɛtə,,lˈɪtmən,,,,,,,,,,,,,,,,Littman,,,,,,,,,,Yetta,
1301,moshe litvakov,"{""given-name"": ""moshe"", ""surname"": ""litvakov""}",en,mˈɒʃɪ lˈɪtvˈækəʊv,moshe,,litvakov,,,,,,mˈɒʃɪ,,lˈɪtvˈækəʊv,,,,,,,,,,,,,,,,Litvakov,,,,,,,,,,Moshe,
1302,berta litvina-veyshof,"{""given-name"": ""berta"", ""surname"": ""litvina-veyshof""}",en,bˈɜːtə lˈɪtvɪnveɪʃɒv,berta,,litvina-veyshof,,,,,,bˈɜːtə,,lˈɪtvɪnveɪʃɒv,,,,,,,,,,,,,,,,Litvina-Veyshof,,,,,,,,,,Berta,
1303,l. litvinov,"{""given-name"": ""l."", ""surname"": ""litvinov""}",en,l lˈɪtvˈiːnəʊv,l.,,litvinov,,,,,,l,,lˈɪtvˈiːnəʊv,,,,,,,,,,,,,,,,Litvinov,,,,,,,,,,L.,
1304,lizenberg,"{""surname"": ""lizenberg""}",en,lɪzn̩bɜːɡ,,,lizenberg,,,,,,,,lɪzn̩bɜːɡ,,,,,,,,,,,,,,,,Lizenberg,,,,,,,,,,,
1305,malvina lobel,"{""given-name"": ""malvina"", ""surname"": ""lobel""}",en,mˈælvɪnə lˈɒbəl,malvina,,lobel,,,,,,mˈælvɪnə,,lˈɒbəl,,,,,,,,,,,,,,,,Lobel,,,,,,,,,,Malvina,
1306,solomon lobel,"{""given-name"": ""solomon"", ""surname"": ""lobel""}",en,sˈəʊləʊmən lˈɒbəl,solomon,,lobel,,,,,,sˈəʊləʊmən,,lˈɒbəl,,,,,,,,,,,,,,,,Lobel,,,,,,,,,,Solomon,
1307,leo loew,"{""given-name"": ""leo"", ""surname"": ""loew""}",en,lˈiːəʊ lˈɒuː,leo,,loew,,,,,,lˈiːəʊ,,lˈɒuː,,,,,,,,,,,,,,,,Loew,,,,,,,,,,Leo,
1308,samuel lohnfeld,"{""given-name"": ""samuel"", ""surname"": ""lohnfeld""}",en,sˈæmʊəl lˈɒnfld,samuel,,lohnfeld,,,,,,sˈæmʊəl,,lˈɒnfld,,,,,,,,,,,,,,,,Lohnfeld,,,,,,,,,,Samuel,
1309,shmuel-yakir londinski,"{""given-name"": ""shmuel-yakir"", ""surname"": ""londinski""}",en,ʃmj|ˈʊəlje|ɪkɪə|* lˈɒndɪnskiː,shmuel-yakir,,londinski,,,,,,ʃmj|ˈʊəlje|ɪkɪə|*,,lˈɒndɪnskiː,,,,,,,,,,,,,,,,Londinski,,,,,,,,,,Shmuel-Yakir,
1310,betsalel london,"{""given-name"": ""betsalel"", ""surname"": ""london""}",en,bˈɛtsələl lˈɒndən,betsalel,,london,,,,,,bˈɛtsələl,,lˈɒndən,,,,,,,,,,,,,,,,London,,,,,,,,,,Betsalel,
1311,sam lowenwirth,"{""given-name"": ""sam"", ""surname"": ""lowenwirth""}",en,sæm lˈəʊənwˈɜːθ,sam,,lowenwirth,,,,,,sæm,,lˈəʊənwˈɜːθ,,,,,,,,,,,,,,,,Lowenwirth,,,,,,,,,,Sam,
1312,efraim loyter,"{""given-name"": ""efraim"", ""surname"": ""loyter""}",en,ɪfreɪm lɔɪtəɜ˞,efraim,,loyter,,,,,,ɪfreɪm,,lɔɪtəɜ˞,,,,,,,,,,,,,,,,Loyter,,,,,,,,,,Efraim,
1313,regina lubartovska,"{""given-name"": ""regina"", ""surname"": ""lubartovska""}",en,ɻɪdʒˈaɪnə lˈuːbɑːtɒfskə,regina,,lubartovska,,,,,,ɻɪdʒˈaɪnə,,lˈuːbɑːtɒfskə,,,,,,,,,,,,,,,,Lubartovska,,,,,,,,,,Regina,
1314,tsilba lubartovska,"{""given-name"": ""tsilba"", ""surname"": ""lubartovska""}",en,tsˈɪlbə lˈuːbɑːtɒfskə,tsilba,,lubartovska,,,,,,tsˈɪlbə,,lˈuːbɑːtɒfskə,,,,,,,,,,,,,,,,Lubartovska,,,,,,,,,,Tsilba,
1315,paula lubelska,"{""given-name"": ""paula"", ""surname"": ""lubelska""}",en,pˈɔːlə lˈuːbəlskə,paula,,lubelska,,,,,,pˈɔːlə,,lˈuːbəlskə,,,,,,,,,,,,,,,,Lubelska,,,,,,,,,,Paula,
1316,annie lubin,"{""given-name"": ""annie"", ""surname"": ""lubin""}",en,ˈænɪ lˈuːbɪn,annie,,lubin,,,,,,ˈænɪ,,lˈuːbɪn,,,,,,,,,,,,,,,,Lubin,,,,,,,,,,Annie,
1317,harry lubin,"{""given-name"": ""harry"", ""surname"": ""lubin""}",en,hˈæɻɪ lˈuːbɪn,harry,,lubin,,,,,,hˈæɻɪ,,lˈuːbɪn,,,,,,,,,,,,,,,,Lubin,,,,,,,,,,Harry,
1318,leon lubinski,"{""given-name"": ""leon"", ""surname"": ""lubinski""}",en,ljən lˈuːbɪnskiː,leon,,lubinski,,,,,,ljən,,lˈuːbɪnskiː,,,,,,,,,,,,,,,,Lubinski,,,,,,,,,,Leon,
1319,yeshua lubomirski,"{""given-name"": ""yeshua"", ""surname"": ""lubomirski""}",en,jɪʃjʊə lˈuːbəmɜːskiː,yeshua,,lubomirski,,,,,,jɪʃjʊə,,lˈuːbəmɜːskiː,,,,,,,,,,,,,,,,Lubomirski,,,,,,,,,,Yeshua,
1320,jacob lubotski,"{""given-name"": ""jacob"", ""surname"": ""lubotski""}",en,dʒˈækɒb lˈuːbˈɒtskiː,jacob,,lubotski,,,,,,dʒˈækɒb,,lˈuːbˈɒtskiː,,,,,,,,,,,,,,,,Lubotski,,,,,,,,,,Jacob,
1321,dave lubritsky,"{""given-name"": ""dave"", ""surname"": ""lubritsky""}",en,de|ɪv lˈuːbɻɪtskɪ,dave,,lubritsky,,,,,,de|ɪv,,lˈuːbɻɪtskɪ,,,,,,,,,,,,,,,,Lubritsky,,,,,,,,,,Dave,
1322,fannie lubritsky,"{""given-name"": ""fannie"", ""surname"": ""lubritsky""}",en,fˈænɪ lˈuːbɻɪtskɪ,fannie,,lubritsky,,,,,,fˈænɪ,,lˈuːbɻɪtskɪ,,,,,,,,,,,,,,,,Lubritsky,,,,,,,,,,Fannie,
1323,goldie lubritsky,"{""given-name"": ""goldie"", ""surname"": ""lubritsky""}",en,ɡˈəʊldɪ lˈuːbɻɪtskɪ,goldie,,lubritsky,,,,,,ɡˈəʊldɪ,,lˈuːbɻɪtskɪ,,,,,,,,,,,,,,,,Lubritsky,,,,,,,,,,Goldie,
1324,isaac jacob lubritsky,"{""given-name"": ""isaac"", ""middle-name"": ""jacob"", ""surname"": ""lubritsky""}",en,ˈaɪsəæk dʒˈækɒb lˈuːbɻɪtskɪ,isaac,jacob,lubritsky,,,,,,ˈaɪsəæk,dʒˈækɒb,lˈuːbɻɪtskɪ,,,,,,,,,,,,,,,,Lubritsky,,,,,Jacob,,,,,Isaac,
1325,sonia ludner,"{""given-name"": ""sonia"", ""surname"": ""ludner""}",en,sˈəʊnjə luːdnəɜ˞,sonia,,ludner,,,,,,sˈəʊnjə,,luːdnəɜ˞,,,,,,,,,,,,,,,,Ludner,,,,,,,,,,SonIa,
1326,sam ludvik,"{""given-name"": ""sam"", ""surname"": ""ludvik""}",en,sæm luːdvɪk,sam,,ludvik,,,,,,sæm,,luːdvɪk,,,,,,,,,,,,,,,,Ludvik,,,,,,,,,,Sam,
1327,luft,"{""surname"": ""luft""}",en,lˈʌft,,,luft,,,,,,,,lˈʌft,,,,,,,,,,,,,,,,Luft,,,,,,,,,,,
1328,shlomo luftig,"{""given-name"": ""shlomo"", ""surname"": ""luftig""}",en,ʃlˈəʊməʊ lˈʌftɪɡ,shlomo,,luftig,,,,,,ʃlˈəʊməʊ,,lˈʌftɪɡ,,,,,,,,,,,,,,,,Luftig,,,,,,,,,,Shlomo,
1329,david lui,"{""given-name"": ""david"", ""surname"": ""lui""}",en,dævɪd lˈuːɪ,david,,lui,,,,,,dævɪd,,lˈuːɪ,,,,,,,,,,,,,,,,Lui,,,,,,,,,,David,
1330,chaim shmuel lukatcher,"{""given-name"": ""chaim"", ""middle-name"": ""shmuel"", ""surname"": ""lukatcher""}",en,tʃeɪm ʃmj|uːəl lˈuːkˈæɲəɜ˞,chaim,shmuel,lukatcher,,,,,,tʃeɪm,ʃmj|uːəl,lˈuːkˈæɲəɜ˞,,,,,,,,,,,,,,,,Lukatcher,,,,,Shmuel,,,,,Chaim,
1331,hersh lukovski,"{""given-name"": ""hersh"", ""surname"": ""lukovski""}",en,hˈɜːʃ ɫukəvskiː,hersh,,lukovski,,,,,,hˈɜːʃ,,ɫukəvskiː,,,,,,,,,,,,,,,,Lukovski,,,,,,,,,,Hersh,
1332,boruch lumet,"{""given-name"": ""boruch"", ""surname"": ""lumet""}",en,bˈɔːʌtʃ lˈʌmɪt,boruch,,lumet,,,,,,bˈɔːʌtʃ,,lˈʌmɪt,,,,,,,,,,,,,,,,Lumet,,,,,,,,,,Boruch,
1333,arn lurie,"{""given-name"": ""arn"", ""surname"": ""lurie""}",en,ɑːn lˈɜːɪ,arn,,lurie,,,,,,ɑːn,,lˈɜːɪ,,,,,,,,,,,,,,,,Lurie,,,,,,,,,,Arn,
1334,lillian lux,"{""given-name"": ""lillian"", ""surname"": ""lux""}",en,lˈɪljən lʌk|s,lillian,,lux,,,,,,lˈɪljən,,lʌk|s,,,,,,,,,,,,,,,,Lux,,,,,,,,,,Lillian,
1335,binyamin lyman,"{""given-name"": ""binyamin"", ""surname"": ""lyman""}",en,bˈaɪniæmən lɪmən,binyamin,,lyman,,,,,,bˈaɪniæmən,,lɪmən,,,,,,,,,,,,,,,,Lyman,,,,,,,,,,Binyamin,
1336,sam lyudner,"{""given-name"": ""sam"", ""surname"": ""lyudner""}",en,sæm lˈɪuːdnəɜ˞,sam,,lyudner,,,,,,sæm,,lˈɪuːdnəɜ˞,,,,,,,,,,,,,,,,Lyudner,,,,,,,,,,Sam,
1337,chana macharovska,"{""given-name"": ""chana"", ""surname"": ""macharovska""}",en,ɲˈɑːnə mˈækərə|ʊvskə,chana,,macharovska,,,,,,ɲˈɑːnə,,mˈækərə|ʊvskə,,,,,,,,,,,,,,,,Macharovska,,,,,,,,,,Chana,
1338,moshe dovid macharovsky,"{""given-name"": ""moshe"", ""middle-name"": ""dovid"", ""surname"": ""macharovsky""}",en,mˈɒʃɪ dˈɒvɪd mˈækərə|ʊvskɪ,moshe,dovid,macharovsky,,,,,,mˈɒʃɪ,dˈɒvɪd,mˈækərə|ʊvskɪ,,,,,,,,,,,,,,,,Macharovsky,,,,,Dovid,,,,,Moshe,
1339,r. machnovska,"{""given-name"": ""r"", ""surname"": ""machnovska""}",en,ɻə|n mˈækno|ʊvskə,r,,machnovska,,,,,,ɜ˞,,mˈækno|ʊvskə,,,,,,,,,,,,,,,,Machnovska,,,,,,,,,,R,
1340,khana magid,"{""given-name"": ""khana"", ""surname"": ""magid""}",en,kɑːnə mˈædʒɪd,khana,,magid,,,,,,kɑːnə,,mˈædʒɪd,,,,,,,,,,,,,,,,Magid,,,,,,,,,,Khana,
1341,aleksander magidzohn,"{""given-name"": ""aleksander"", ""surname"": ""magidzohn""}",en,ˈeɪlksændəɜ˞ mˈædʒɪdzɒn,aleksander,,magidzohn,,,,,,ˈeɪlksændəɜ˞,,mˈædʒɪdzɒn,,,,,,,,,,,,,,,,Magidzohn,,,,,,,,,,Aleksander,
1342,ida magidzohn,"{""given-name"": ""ida"", ""surname"": ""magidzohn""}",en,ɪdə mˈædʒɪdzɒn,ida,,magidzohn,,,,,,ɪdə,,mˈædʒɪdzɒn,,,,,,,,,,,,,,,,Magidzohn,,,,,,,,,,Ida,
1343,m. maksimov,"{""given-name"": ""m."", ""surname"": ""maksimov""}",en,m mˈeɪksa|ɪməv,m.,,maksimov,,,,,,m,,mˈeɪksa|ɪməv,,,,,,,,,,,,,,,,Maksimov,,,,,,,,,,M.,
1344,m. maksimov,"{""given-name"": ""m."", ""surname"": ""maksimov""}",en,m mˈeɪksa|ɪməv,m.,,maksimov,,,,,,m,,mˈeɪksa|ɪməv,,,,,,,,,,,,,,,,Maksimov,,,,,,,,,,M.,
1345,leib malach,"{""given-name"": ""leib"", ""surname"": ""malach""}",en,lˈaɪb mˈælək,leib,,malach,,,,,,lˈaɪb,,mˈælək,,,,,,,,,,,,,,,,Malach,,,,,,,,,,Leib,
1346,yoel leyb malamut,"{""given-name"": ""yoel"", ""middle-name"": ""leyb"", ""surname"": ""malamut""}",en,jl̩ lɪb məlˈæmət,yoel,leyb,malamut,,,,,,jl̩,lɪb,məlˈæmət,,,,,,,,,,,,,,,,Malamut,,,,,Leyb,,,,,Yoel,
1347,f.h. maley,"{""given-name"": ""f."", ""surname"": ""maley""}",en,ə|f|ˈɒl|əʊ|ɪ|ŋhˈiː mˈeɪlɪ,f.,,maley,,,,,,fˈiː,,mˈeɪlɪ,,,,,,,,,,,,,,,,Maley,,,,,,,,,,F.,
1348,philip maltz,"{""given-name"": ""philip"", ""surname"": ""maltz""}",en,fɪlɪp mˈɔːlts,philip,,maltz,,,,,,fɪlɪp,,mˈɔːlts,,,,,,,,,,,,,,,,Maltz,,,,,,,,,,Philip,
1349,israel mandel,"{""given-name"": ""israel"", ""surname"": ""mandel""}",en,ˈɪzreɪl mˈændl̩,israel,,mandel,,,,,,ˈɪzreɪl,,mˈændl̩,,,,,,,,,,,,,,,,Mandel,,,,,,,,,,Israel,
1350,m.sh. mandel,"{""given-name"": ""m."", ""surname"": ""mandel""}",en,mʃˈiː mˈændl̩,m.,,mandel,,,,,,m,,mˈændl̩,,,,,,,,,,,,,,,,Mandel,,,,,,,,,,M.,
1351,jacob mandelblit,"{""given-name"": ""jacob"", ""surname"": ""mandelblit""}",en,dʒˈækɒb mˈændɪlblˈɪt,jacob,,mandelblit,,,,,,dʒˈækɒb,,mˈændɪlblˈɪt,,,,,,,,,,,,,,,,Mandelblit,,,,,,,,,,Jacob,
1352,yozef mandelkern,"{""given-name"": ""yozef"", ""surname"": ""mandelkern""}",en,jˈəʊzf mˈændɪlkən,yozef,,mandelkern,,,,,,jˈəʊzf,,mˈændɪlkən,,,,,,,,,,,,,,,,Mandelkern,,,,,,,,,,Yozef,
1353,leon mandeltort,"{""given-name"": ""leon"", ""surname"": ""mandeltort""}",en,ljən mændˈɛltɔːt,leon,,mandeltort,,,,,,ljən,,mændˈɛltɔːt,,,,,,,,,,,,,,,,Mandeltort,,,,,,,,,,Leon,
1354,mania maniela,"{""given-name"": ""mania"", ""surname"": ""maniela""}",en,mˈeɪnjə mˈænjələ,mania,,maniela,,,,,,mˈeɪnjə,,mˈænjələ,,,,,,,,,,,,,,,,Maniela,,,,,,,,,,Mania,
1355,annie manne,"{""given-name"": ""annie"", ""surname"": ""manne""}",en,ˈænɪ mˈænɪ,annie,,manne,,,,,,ˈænɪ,,mˈænɪ,,,,,,,,,,,,,,,,Manne,,,,,,,,,,Annie,
1356,solomon manne,"{""given-name"": ""solomon"", ""surname"": ""manne""}",en,sˈəʊləʊmən mˈænɪ,solomon,,manne,,,,,,sˈəʊləʊmən,,mˈænɪ,,,,,,,,,,,,,,,,Manne,,,,,,,,,,Solomon,
1357,herman mannes,"{""given-name"": ""herman"", ""surname"": ""mannes""}",en,hɜːmən mˈænz,herman,,mannes,,,,,,hɜːmən,,mˈænz,,,,,,,,,,,,,,,,Mannes,,,,,,,,,,Herman,
1358,jacob mansdorf,"{""given-name"": ""jacob"", ""surname"": ""mansdorf""}",en,dʒˈækɒb mænsdɔːf,jacob,,mansdorf,,,,,,dʒˈækɒb,,mænsdɔːf,,,,,,,,,,,,,,,,Mansdorf,,,,,,,,,,Jacob,
1359,mapu,"{""given-name"": ""mapu""}",en,mˈæpuː,mapu,,,,,,,,mˈæpuː,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mapu,
1360,israel marchevka,"{""given-name"": ""israel"", ""surname"": ""marchevka""}",en,ˈɪzreɪl mˈɑːɲɪvkə,israel,,marchevka,,,,,,ˈɪzreɪl,,mˈɑːɲɪvkə,,,,,,,,,,,,,,,,Marchevka,,,,,,,,,,Israel,
1361,moshe marechovski,"{""given-name"": ""moshe"", ""surname"": ""marechovski""}",en,mˈɒʃɪ mˈɛətʃəvskiː,moshe,,marechovski,,,,,,mˈɒʃɪ,,mˈɛətʃəvskiː,,,,,,,,,,,,,,,,Marechovski,,,,,,,,,,Moshe,
1362,chaim margoles-davidzon,"{""given-name"": ""chaim"", ""surname"": ""margoles-davidzon""}",en,tʃeɪm mˈɑːɡəʊlzdˈɑːvɪdzn̩,chaim,,margoles-davidzon,,,,,,tʃeɪm,,mˈɑːɡəʊlzdˈɑːvɪdzn̩,,,,,,,,,,,,,,,,Margoles-Davidzon,,,,,,,,,,Chaim,
1363,clara margolin,"{""given-name"": ""clara"", ""surname"": ""margolin""}",en,klˈæɻə mɑːɡəlɪn,clara,,margolin,,,,,,klˈæɻə,,mɑːɡəlɪn,,,,,,,,,,,,,,,,Margolin,,,,,,,,,,Clara,
1364,a. margolin,"{""given-name"": ""a."", ""surname"": ""margolin""}",en,ˈeɪ mɑːɡəlɪn,a.,,margolin,,,,,,ˈeɪ,,mɑːɡəlɪn,,,,,,,,,,,,,,,,Margolin,,,,,,,,,,A.,
1365,samuel a. margolin,"{""given-name"": ""samuel"", ""middle-name"": ""a."", ""surname"": ""margolin""}",en,sˈæmʊəl ˈeɪ mɑːɡəlɪn,samuel,a.,margolin,,,,,,sˈæmʊəl,ˈeɪ,mɑːɡəlɪn,,,,,,,,,,,,,,,,Margolin,,,,,A.,,,,,Samuel,
1366,zakhariah margolin,"{""given-name"": ""zakhariah"", ""surname"": ""margolin""}",en,zˈɑːkəra|ɪə mɑːɡəlɪn,zakhariah,,margolin,,,,,,zˈɑːkəra|ɪə,,mɑːɡəlɪn,,,,,,,,,,,,,,,,Margolin,,,,,,,,,,Zakhariah,
1367,edward margolis,"{""given-name"": ""edward"", ""surname"": ""margolis""}",en,ɛdwəd mɑɹgo|ʊɫəs,edward,,margolis,,,,,,ɛdwəd,,mɑɹgo|ʊɫəs,,,,,,,,,,,,,,,,Margolis,,,,,,,,,,Edward,
1368,yedidya margolis,"{""given-name"": ""yedidya"", ""surname"": ""margolis""}",en,jˈɛdɪdɪə mɑɹgo|ʊɫəs,yedidya,,margolis,,,,,,jˈɛdɪdɪə,,mɑɹgo|ʊɫəs,,,,,,,,,,,,,,,,Margolis,,,,,,,,,,Yedidya,
1369,ber margolius,"{""given-name"": ""ber"", ""surname"": ""margolius""}",en,bə* mɑːɡə|ʊljəs,ber,,margolius,,,,,,bə*,,mɑːɡə|ʊljəs,,,,,,,,,,,,,,,,Margolius,,,,,,,,,,Ber,
1370,efrayim margolius,"{""given-name"": ""efrayim"", ""surname"": ""margolius""}",en,ɪfɻˈeɪɪm mɑːɡə|ʊljəs,efrayim,,margolius,,,,,,ɪfɻˈeɪɪm,,mɑːɡə|ʊljəs,,,,,,,,,,,,,,,,Margolius,,,,,,,,,,Efrayim,
1371,eliyahu margolius,"{""given-name"": ""eliyahu"", ""surname"": ""margolius""}",en,ɪɫiəuː mɑːɡə|ʊljəs,eliyahu,,margolius,,,,,,ɪɫiəuː,,mɑːɡə|ʊljəs,,,,,,,,,,,,,,,,Margolius,,,,,,,,,,Eliyahu,
1372,itzhak margolius,"{""given-name"": ""itzhak"", ""surname"": ""margolius""}",en,ˈɪtsɑːk mɑːɡə|ʊljəs,itzhak,,margolius,,,,,,ˈɪtsɑːk,,mɑːɡə|ʊljəs,,,,,,,,,,,,,,,,Margolius,,,,,,,,,,Itzhak,
1373,elihu margolius,"{""given-name"": ""elihu"", ""surname"": ""margolius""}",en,ɪlˈɪuː mɑːɡə|ʊljəs,elihu,,margolius,,,,,,ɪlˈɪuː,,mɑːɡə|ʊljəs,,,,,,,,,,,,,,,,Margolius,,,,,,,,,,Elihu,
1374,rosa margules,"{""given-name"": ""rosa"", ""surname"": ""margules""}",en,rə|ʊzə mˈɑːɡj|uːlz,rosa,,margules,,,,,,rə|ʊzə,,mˈɑːɡj|uːlz,,,,,,,,,,,,,,,,Margules,,,,,,,,,,Rosa,
1375,max marienhof,"{""given-name"": ""max"", ""surname"": ""marienhof""}",en,mæk|s mˈæɻɪˈɛnhɒv,max,,marienhof,,,,,,mæk|s,,mˈæɻɪˈɛnhɒv,,,,,,,,,,,,,,,,Marienhof,,,,,,,,,,Max,
1376,[?] marienstros,"{""given-name"": ""[?]"", ""surname"": ""marienstros""}",en,mˈæɻɪˈɛnstɻəʊz,[?],,marienstros,,,,,,,,mˈæɻɪˈɛnstɻəʊz,,,,,,,,,,,,,,,,Marienstros,,,,,,,,,,[?],
1377,philip mark,"{""given-name"": ""philip"", ""middle-name"": ""mark""}",en,fɪlɪp mɑːk,philip,mark,,,,,,,fɪlɪp,mɑːk,,,,,,,,,,,,,,,,,,,,,,Mark,,,,,Philip,
1378,peretz markish,"{""given-name"": ""peretz"", ""surname"": ""markish""}",en,pərɛts mˈɑːkɪʃ,peretz,,markish,,,,,,pərɛts,,mˈɑːkɪʃ,,,,,,,,,,,,,,,,Markish,,,,,,,,,,Peretz,
