id,title,var_entries,langs,appellation,acronym,qualifier,maiden-surname,alternative-name,teknonym,salutation,matronymic,professional-name,honorific,given-name,middle-name,patronymic,surname,primary-name,nisba
185,leyzer berkovitsh,"[{'var': 'leyzer berkovitsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Leyzer,,,Berkovitsh,,
186,sarah berkovitsh,"[{'var': 'sarah berkovitsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sarah,,,Berkovitsh,,
187,yekhiel berkovitsh,"[{'var': 'yekhiel berkovitsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yekhiel,,,Berkovitsh,,
188,yosef berkovitsh,"[{'var': 'yosef berkovitsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yosef,,,Berkovitsh,,
189,ida berkovska,"[{'var': 'ida berkovska', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Ida,,,Berkovska,,
190,yitzhak dov berkowitz,"[{'var': 'yitzhak dov berkowitz', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yitzhak,Dov,,Berkowitz,,
191,henryk berlewi,"[{'var': 'henryk berlewi', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Henryk,,,Berlewi,,
192,adolf berman,"[{'var': 'adolf berman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Adolf,,,Berman,,
193,henry berman,"[{'var': 'henry berman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Henry,,,Berman,,
194,herman berman,"[{'var': 'herman berman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Herman,,,Berman,,
195,mina bern,"[{'var': 'mina bern', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Mina,,,Bern,,
196,baruch bernard,"[{'var': 'baruch bernard', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Baruch,Bernard,,,,
197,berel bernardi,"[{'var': 'berel bernardi', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Berel,,,Bernardi,,
198,helen bernardi,"[{'var': 'helen bernardi', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Helen,,,Bernardi,,
199,berl bernstein,"[{'var': 'berl bernstein', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Berl,,,Bernstein,,
200,bela berson,"[{'var': 'bela berson', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Bela,,,Berson,,
201,yehoshua bertanov,"[{'var': 'yehoshua bertanov', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yehoshua,,,Bertanov,,
202,misha besarabov,"[{'var': 'misha besarabov', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Misha,,,Besarabov,,
203,sally beshtendig,"[{'var': 'sally beshtendig', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sally,,,Beshtendig,,
204,sophia bey,"[{'var': 'sophia bey', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sophia,,,Bey,,
205,asher beylin,"[{'var': 'asher beylin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Asher,,,Beylin,,
206,kheykel beyn,"[{'var': 'kheykel beyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Kheykel,,,Beyn,,
207,khayim yankl bezhustovski,"[{'var': 'khayim yankl bezhustovski', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Khayim,Yankl,,Bezhustovski,,
208,iser bezman,"[{'var': 'iser bezman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Iser,,,Bezman,,
209,a.h. bialin,"[{'var': 'a.h. bialin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,A.H.,,,Bialin,,
210,roseta bialis,"[{'var': 'roseta bialis', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Roseta,,,Bialis,,
211,chana bialkowicz,"[{'var': 'chana bialkowicz', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Chana,,,Bialkowicz,,
212,izrael bialkowicz,"[{'var': 'izrael bialkowicz', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Izrael,,,Bialkowicz,,
213,sender biber,"[{'var': 'sender biber', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sender,,,Biber,,
214,helen bida,"[{'var': 'helen bida', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Helen,,,Bida,,
215,itshe v. biderman,"[{'var': 'itshe v. biderman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Itshe,V.,,Biderman,,
216,alexander bidesco,"[{'var': 'alexander bidesco', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Alexander,,,Bidesco,,
217,glika bielavski,"[{'var': 'glika bielavski', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Glika,,,Bielavski,,
218,chaim bieloglovski,"[{'var': 'chaim bieloglovski', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Chaim,,,Bieloglovski,,
219,l.s. biely,"[{'var': 'l.s. biely', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,L.S.,,,Biely,,
220,mordechai bierozkin,"[{'var': 'mordechai bierozkin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Mordechai,,,Bierozkin,,
221,tsvi bikels-spitzer,"[{'var': 'tsvi bikels-spitzer', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Tsvi,,,Bikels-Spitzer,,
222,yakov bilder,"[{'var': 'yakov bilder', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yakov,,,Bilder,,
223,fishl bimko,"[{'var': 'fishl bimko', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Fishl,,,Bimko,,
224,shlomo binder,"[{'var': 'shlomo binder', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Shlomo,,,Binder,,
225,david birnbaum,"[{'var': 'david birnbaum', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,David,,,Birnbaum,,
226,israel birnbaum,"[{'var': 'israel birnbaum', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Israel,,,Birnbaum,,
227,joseph birnbaum,"[{'var': 'joseph birnbaum', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Joseph,,,Birnbaum,,
228,louis birnbaum,"[{'var': 'louis birnbaum', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Louis,,,Birnbaum,,
229,minnie birnbaum,"[{'var': 'minnie birnbaum', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Minnie,,,Birnbaum,,
230,nathan birnbaum,"[{'var': 'nathan birnbaum', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Nathan,,,Birnbaum,,
231,rosa birnbaum,"[{'var': 'rosa birnbaum', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Rosa,,,Birnbaum,,
232,jacob birnberg,"[{'var': 'jacob birnberg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Jacob,,,Birnberg,,
233,m. birnboym,"[{'var': 'm. birnboym', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,M.,,,Birnboym,,
234,fela biro,"[{'var': 'fela biro', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Fela,,,Biro,,
235,yetta black,"[{'var': 'yetta black', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yetta,,,Black,,
236,katie blackman,"[{'var': 'katie blackman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Katie,,,Blackman,,
237,avraham blank,"[{'var': 'avraham blank', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Avraham,,,Blank,,
238,benjamin blank,"[{'var': 'benjamin blank', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Benjamin,,,Blank,,
239,leon blank,"[{'var': 'leon blank', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Leon,,,Blank,,
240,yekhiel blank,"[{'var': 'yekhiel blank', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yekhiel,,,Blank,,
241,yehuda bleich,"[{'var': 'yehuda bleich', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yehuda,,,Bleich,,
242,betty bleichman,"[{'var': 'betty bleichman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Betty,,,Bleichman,,
243,jacob bleichman,"[{'var': 'jacob bleichman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Jacob,,,Bleichman,,
244,jacob bleifer,"[{'var': 'jacob bleifer', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Jacob,,,Bleifer,,
245,helen bley,"[{'var': 'helen bley', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Helen,,,Bley,,
246,yekhezkel bleykher,"[{'var': 'yekhezkel bleykher', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yekhezkel,,,Bleykher,,
247,moshe bleyshtift,"[{'var': 'moshe bleyshtift', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Moshe,,,Bleyshtift,,
248,menachem bliacher,"[{'var': 'menachem bliacher', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Menachem,,,Bliacher,,
249,shabtai bliacher,"[{'var': 'shabtai bliacher', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Shabtai,,,Bliacher,,
250,itzhak bliefeld,"[{'var': 'itzhak bliefeld', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Itzhak,,,Bliefeld,,
251,mildred block,"[{'var': 'mildred block', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Mildred,,,Block,,
252,yetta block,"[{'var': 'yetta block', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yetta,,,Block,,
253,lupus bloomenfeld,"[{'var': 'lupus bloomenfeld', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Lupus,,,Bloomenfeld,,
254,hirsh bloshteyn,"[{'var': 'hirsh bloshteyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Hirsh,,,Bloshteyn,,
255,mira bloyfarb,"[{'var': 'mira bloyfarb', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Mira,,,Bloyfarb,,
256,abraham blum,"[{'var': 'abraham blum', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Abraham,,,Blum,,
257,chana blum,"[{'var': 'chana blum', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Chana,,,Blum,,
258,henry blum,"[{'var': 'henry blum', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Henry,,,Blum,,
259,sam blum,"[{'var': 'sam blum', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sam,,,Blum,,
260,samuel blum,"[{'var': 'samuel blum', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Samuel,,,Blum,,
261,max blumenfeld,"[{'var': 'max blumenfeld', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Max,,,Blumenfeld,,
262,diana blumenfeld-turkow,"[{'var': 'diana blumenfeld-turkow', 'src': 'ds', 'lang': 'en'}]",['en'],,,,Blumenfeld,,,,,,,Diana,,,Turkow,,
263,david blumental,"[{'var': 'david blumental', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,David,,,Blumental,,
264,neytan blumental,"[{'var': 'neytan blumental', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Neytan,,,Blumental,,
265,sam blumstein,"[{'var': 'sam blumstein', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sam,,,Blumstein,,
266,feli bokman,"[{'var': 'feli bokman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Feli,,,Bokman,,
267,louis bokshitzky,"[{'var': 'louis bokshitzky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Louis,,,Bokshitzky,,
268,zigmunt bolk,"[{'var': 'zigmunt bolk', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Zigmunt,,,Bolk,,
269,bontshe,"[{'var': 'bontshe', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Bontshe,,,,,
270,ben bonus,"[{'var': 'ben bonus', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Ben,,Ben,Bonus,,
271,shlomo bordizhaner,"[{'var': 'shlomo bordizhaner', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Shlomo,,,Bordizhaner,,
272,roza bordo-antowilska,"[{'var': 'roza bordo-antowilska', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Roza,,,Bordo-Antowilska,,
273,borishev,"[{'var': 'borishev', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,,Borishev,,
274,berl borisov,"[{'var': 'berl borisov', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Berl,,,Borisov,,
275,borisover badkhan,"[{'var': 'borisover badkhan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Borisover,,,Badkhan,,
276,borisovo,"[{'var': 'borisovo', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,,,,
277,frants borits,"[{'var': 'frants borits', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Frants,,,Borits,,
278,klara borits,"[{'var': 'klara borits', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Klara,,,Borits,,
279,malya borkovska,"[{'var': 'malya borkovska', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Malya,,,Borkovska,,
280,berl borodkin,"[{'var': 'berl borodkin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Berl,,,Borodkin,,
281,sonya borodkin,"[{'var': 'sonya borodkin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sonya,,,Borodkin,,
282,irena bortshevska,"[{'var': 'irena bortshevska', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Irena,,,Bortshevska,,
283,jacob botoshansky,"[{'var': 'jacob botoshansky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Jacob,,,Botoshansky,,
284,berl botvinik,"[{'var': 'berl botvinik', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Berl,,,Botvinik,,
285,joseph bovshover,"[{'var': 'joseph bovshover', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Joseph,,,Bovshover,,
286,rivka boyarska,"[{'var': 'rivka boyarska', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Rivka,,,Boyarska,,
287,rafael boyarsky-bogart,"[{'var': 'rafael boyarsky-bogart', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Rafael,,,Boyarsky-Bogart,,
288,leyzer boyke,"[{'var': 'leyzer boyke', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Leyzer,,,Boyke,,
289,anna boym,"[{'var': 'anna boym', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Anna,,,Boym,,
290,elimelekh boym,"[{'var': 'elimelekh boym', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Elimelekh,,,Boym,,
291,yehuda leib boymvol,"[{'var': 'yehuda leib boymvol', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yehuda,Leib,,Boymvol,,
292,avrahamele bozyk,"[{'var': 'avrahamele bozyk', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Avrahamele,,,Bozyk,,
293,max bozyk,"[{'var': 'max bozyk', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Max,,,Bozyk,,
294,reizel bozyk,"[{'var': 'reizel bozyk', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Reizel,,,Bozyk,,
295,meyer braff,"[{'var': 'meyer braff', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Meyer,,,Braff,,
296,chine braginska,"[{'var': 'chine braginska', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Chine,,,Braginska,,
297,avraham hersh bralman,"[{'var': 'avraham hersh bralman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Avraham,Hersh,,Bralman,,
298,saul brandes,"[{'var': 'saul brandes', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Saul,,,Brandes,,
299,joseph brandesko,"[{'var': 'joseph brandesko', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Joseph,,,Brandesko,,
300,janet brandt,"[{'var': 'janet brandt', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Janet,,,Brandt,,
301,egon brecher,"[{'var': 'egon brecher', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Egon,,,Brecher,,
302,paul breitman,"[{'var': 'paul breitman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Paul,,,Breitman,,
303,abraham bren,"[{'var': 'abraham bren', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Abraham,,,Bren,,
304,yosef chaim brenner,"[{'var': 'yosef chaim brenner', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yosef,Chaim,,Brenner,,
305,yitzhak brestovitsky,"[{'var': 'yitzhak brestovitsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yitzhak,,,Brestovitsky,,
306,sarah brez,"[{'var': 'sarah brez', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sarah,,,Brez,,
307,david bridger,"[{'var': 'david bridger', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,David,,,Bridger,,
308,hirsch brill,"[{'var': 'hirsch brill', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Hirsch,,,Brill,,
309,yitzhak-lipe brill,"[{'var': 'yitzhak-lipe brill', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yitzhak-Lipe,,,Brill,,
310,alya brin,"[{'var': 'alya brin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Alya,,,Brin,,
311,max brin,"[{'var': 'max brin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Max,,,Brin,,
312,roza brin,"[{'var': 'roza brin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Roza,,,Brin,,
313,sholom brin,"[{'var': 'sholom brin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sholom,,,Brin,,
314,chaim brisman,"[{'var': 'chaim brisman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Chaim,,,Brisman,,
315,anna briya,"[{'var': 'anna briya', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Anna,,,Briya,,
316,roza briya,"[{'var': 'roza briya', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Roza,,,Briya,,
317,berl broder,"[{'var': 'berl broder', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Berl,,,Broder,,
318,efrim broder,"[{'var': 'efrim broder', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Efrim,,,Broder,,
319,moshe broderzon,"[{'var': 'moshe broderzon', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Moshe,,,Broderzon,,
320,musia brodski,"[{'var': 'musia brodski', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Musia,,,Brodsky,,
321,aaron brodsky,"[{'var': 'aaron brodsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Aaron,,,Brodsky,,
322,brodsky,"[{'var': 'brodsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,,Brodsky,,
323,joseph brody,"[{'var': 'joseph brody', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Joseph,,,Brody,,
324,maxim brody,"[{'var': 'maxim brody', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Maxim,,,Brody,,
325,m.z. broida,"[{'var': 'm.z. broida', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,M.,Z.,,Broida,,
326,chaim bromberg,"[{'var': 'chaim bromberg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Chaim,,,Bromberg,,
327,david bronshteyn,"[{'var': 'david bronshteyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,David,,,Bronshteyn,,
328,esther bronstein,"[{'var': 'esther bronstein', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Esther,,,Bronstein,,
329,david brown,"[{'var': 'david brown', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,David,,,Brown,,
330,katie brown,"[{'var': 'katie brown', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Katie,,,Brown,,
331,morris brown,"[{'var': 'morris brown', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Morris,,,Brown,,
332,rose brown,"[{'var': 'rose brown', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Rose,,,Brown,,
333,simcha broyde,"[{'var': 'simcha broyde', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Simcha,,,Broyde,,
334,itzhak broydes,"[{'var': 'itzhak broydes', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Itzhak,,,Broydes,,
335,[?] buchbinder,"[{'var': '[?] buchbinder', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,?,,,Buchbinder,,
336,naftali buchwald,"[{'var': 'naftali buchwald', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Naftali,,,Buchwald,,
337,abraham buckstein,"[{'var': 'abraham buckstein', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Abraham,,,Buckstein,,
338,bessie budanov,"[{'var': 'bessie budanov', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Bessie,,,Budanov,,
339,yosl budeyski,"[{'var': 'yosl budeyski', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yosl,,,Budeyski,,
340,celia budkin,"[{'var': 'celia budkin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Celia,,,Budkin,,
341,misha budkin,"[{'var': 'misha budkin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Misha,,,Budkin,,
342,max bukanski,"[{'var': 'max bukanski', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Max,,,Bukanski,,
343,joseph buksenboym,"[{'var': 'joseph buksenboym', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Joseph,,,Buksenboym,,
344,avraham bulkin,"[{'var': 'avraham bulkin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Avraham,,,Bulkin,,
345,gertie bulman,"[{'var': 'gertie bulman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Gertie,,,Bulman,,
346,max bulman,"[{'var': 'max bulman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Max,,,Bulman,,
347,joseph buloff,"[{'var': 'joseph buloff', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Joseph,,,Buloff,,
348,bunem badkhan,"[{'var': 'bunem badkhan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Bunem,,,Badkhan,,
349,karl burovik,"[{'var': 'karl burovik', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Karl,,,Burovik,,
350,kheykele burshtin,"[{'var': 'kheykele burshtin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Kheykele,,,Burshtin,,
351,mina burshtin,"[{'var': 'mina burshtin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Mina,,,Burshtin,,
352,moshe burshtin,"[{'var': 'moshe burshtin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Moshe,,,Burshtin,,
353,h. burstein,"[{'var': 'h. burstein', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,H.,,,Burstein,,
354,pesach burstein,"[{'var': 'pesach burstein', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Pesach,,,Burstein,,
355,izidor buzet,"[{'var': 'izidor buzet', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Izidor,,,Buzet,,
356,chevel buzgan,"[{'var': 'chevel buzgan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Chevel,,,Buzgan,,
357,byegun,"[{'var': 'byegun', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Byegun,,,,,
358,izidore casher,"[{'var': 'izidore casher', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Izidore,,,Casher,,
359,nellie casman,"[{'var': 'nellie casman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Nellie,,,Casman,,
360,leivik chanukoff,"[{'var': 'leivik chanukoff', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Leivik,,,Chanukoff,,
361,menachem chapnik,"[{'var': 'menachem chapnik', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Menachem,,,Chapnik,,
362,leon charaz,"[{'var': 'leon charaz', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Leon,,,Charaz,,
363,chaver-paver,"[{'var': 'chaver-paver', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Chaver,,,Paver,,
364,baruch chemerinski,"[{'var': 'baruch chemerinski', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Baruch,,,Chemerinski,,
365,cheplin,"[{'var': 'cheplin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,,Cheplin,,
366,jack cherish,"[{'var': 'jack cherish', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Jack,,,Cherish,,
367,annie cherniak,"[{'var': 'annie cherniak', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Annie,,,Cherniak,,
368,joseph cherniavsky,"[{'var': 'joseph cherniavsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Joseph,,,Cherniavsky,,
369,alexander chertov,"[{'var': 'alexander chertov', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Alexander,,,Chertov,,
370,david chetshik,"[{'var': 'david chetshik', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,David,,,Chetshik,,
371,dora chizhik,"[{'var': 'dora chizhik', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Dora,,,Chizhik,,
372,leah chizhik,"[{'var': 'leah chizhik', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Leah,,,Chizhik,,
