id,title,var_entries,langs,appellation,acronym,qualifier,maiden-surname,alternative-name,teknonym,salutation,matronymic,professional-name,honorific,given-name,middle-name,patronymic,surname,primary-name,nisba
1148,leonard landes,"[{'var': 'leonard landes', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Leonard,,,Landes,,
1149,joseph landis,"[{'var': 'joseph landis', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Joseph,,,Landis,,
1150,landman,"[{'var': 'landman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,,Landman,,
1151,harry landman,"[{'var': 'harry landman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Harry,,,Landman,,
1152,sarah lando,"[{'var': 'sarah lando', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sarah,,,Lando,,
1153,yekhiel lando,"[{'var': 'yekhiel lando', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yekhiel,,,Lando,,
1154,zila landsman,"[{'var': 'zila landsman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Zila,,,Landsman,,
1155,henry morris landvorth,"[{'var': 'henry morris landvorth', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Henry,Morris,,Landvorth,,
1156,harry lang,"[{'var': 'harry lang', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Harry,,,Lang,,
1157,clara langsner,"[{'var': 'clara langsner', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Clara,,,Langsner,,
1158,zokn zarakh=paltiel lantsman,"[{'var': 'zokn zarakh=paltiel lantsman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,Zarakh,,,,,,Zokn,Paltiel,,Lantsman,,
1159,rivka lapis-volkenshteyn,"[{'var': 'rivka lapis-volkenshteyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Rivka,,,Lapis-Volkenshteyn,,
1160,yehudis lares,"[{'var': 'yehudis lares', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yehudis,,,Lares,,
1161,isidore lash,"[{'var': 'isidore lash', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Isidore,,,Lash,,
1162,rebecca lash,"[{'var': 'rebecca lash', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Rebecca,,,Lash,,
1163,regina lashkovska,"[{'var': 'regina lashkovska', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Regina,,,Lashkovska,,
1164,bronya laska,"[{'var': 'bronya laska', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Bronya,,,Laska,,
1165,philip laskowski,"[{'var': 'philip laskowski', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Philip,,,Laskowski,,
1166,max lasky,"[{'var': 'max lasky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Max,,,Lasky,,
1167,herman laster,"[{'var': 'herman laster', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Herman,,,Laster,,
1168,izela latayner,"[{'var': 'izela latayner', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Izela,,,Latayner,,
1169,yosef latayner,"[{'var': 'yosef latayner', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yosef,,,Latayner,,
1170,berta latovitsh,"[{'var': 'berta latovitsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Berta,,,Latovitsh,,
1171,itzhak latovitsh,"[{'var': 'itzhak latovitsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Itzhak,,,Latovitsh,,
1172,jennie lavitz,"[{'var': 'jennie lavitz', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Jennie,,,Lavitz,,
1173,pepi lavitz,"[{'var': 'pepi lavitz', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Pepi,,,Lavitz,,
1174,pinchus lawanda,"[{'var': 'pinchus lawanda', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Pinchus,,,Lawanda,,
1175,abraham lax,"[{'var': 'abraham lax', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Abraham,,,Lax,,
1176,chana lazar-ingard,"[{'var': 'chana lazar-ingard', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Chana,,,Lazar-Ingard,,
1177,elias lazarov,"[{'var': 'elias lazarov', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Elias,,,Lazarov,,
1178,feige lazarov,"[{'var': 'feige lazarov', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Feige,,,Lazarov,,
1179,aaron lebedeff,"[{'var': 'aaron lebedeff', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Aaron,,,Lebedeff,,
1180,vera lebedeff,"[{'var': 'vera lebedeff', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Vera,,,Lebedeff,,
1181,der lebediger,"[{'var': 'der lebediger', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,Der Lebediger,,,,,,,,,,,
1182,david lederman,"[{'var': 'david lederman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,David,,,Lederman,,
1183,henni lehman,"[{'var': 'henni lehman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Henni,,,Lehman,,
1184,adolf lehrer,"[{'var': 'adolf lehrer', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Adolf,,,Lehrer,,
1185,zalman lehrer,"[{'var': 'zalman lehrer', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Zalman,,,Lehrer,,
1186,daniel leibel,"[{'var': 'daniel leibel', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Daniel,,,Leibel,,
1187,david leibovitsh,"[{'var': 'david leibovitsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,David,,,Leibovitsh,,
1188,herts leibovitsh,"[{'var': 'herts leibovitsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Herts,,,Leibovitsh,,
1189,moti leibovitsh,"[{'var': 'moti leibovitsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Moti,,,Leibovitsh,,
1190,raytshel leibovitsh,"[{'var': 'raytshel leibovitsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Raytshel,,,Leibovitsh,,
1191,tsile leibovitsh,"[{'var': 'tsile leibovitsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Tsile,,,Leibovitsh,,
1192,h. leivick,"[{'var': 'h. leivick', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,H.,,,Leivick,,
1193,bertha lelchuk,"[{'var': 'bertha lelchuk', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Bertha,,,Lelchuk,,
1194,s. lemberg,"[{'var': 's. lemberg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,S.,,,Lemberg,,
1195,leibush lensky,"[{'var': 'leibush lensky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Leibush,,,Lensky,,
1196,vampira leoneska,"[{'var': 'vampira leoneska', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Vampira,,,Leoneska,,
1197,leonid leonov,"[{'var': 'leonid leonov', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Leonid,,,Leonov,,
1198,miriam lerer,"[{'var': 'miriam lerer', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Miriam,,,Lerer,,
1199,shifra lerer,"[{'var': 'shifra lerer', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Shifra,,,Lerer,,
1200,adela leresko,"[{'var': 'adela leresko', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Adela,,,Leresko,,
1201,samuel leresko,"[{'var': 'samuel leresko', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Samuel,,,Leresko,,
1202,eliyahu lerman,"[{'var': 'eliyahu lerman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Eliyahu,,,Lerman,,
1203,chana lerner,"[{'var': 'chana lerner', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Chana,,,Lerner,,
1204,joseph judah lerner,"[{'var': 'joseph judah lerner', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Joseph,Judah,,Lerner,,
1205,maria lerner,"[{'var': 'maria lerner', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Maria,,,Lerner,,
1206,yakov lerner,"[{'var': 'yakov lerner', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yakov,,,Lerner,,
1207,yeshayahu lerner,"[{'var': 'yeshayahu lerner', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yeshayahu,,,Lerner,,
1208,joseph lessing,"[{'var': 'joseph lessing', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Joseph,,,Lessing,,
1209,zygmunt lev,"[{'var': 'zygmunt lev', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Zygmunt,,,Lev,,
1210,feyga levando,"[{'var': 'feyga levando', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Feyga,,,Levando,,
1211,avraham levebrovski,"[{'var': 'avraham levebrovski', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Avraham,,,Levebrovski,,
1212,leah levebrovski,"[{'var': 'leah levebrovski', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Leah,,,Levebrovski,,
1213,fannie levenshteyn,"[{'var': 'fannie levenshteyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Fannie,,,Levenshteyn,,
1214,david levenson,"[{'var': 'david levenson', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,David,,,Levenson,,
1215,jacob levenson,"[{'var': 'jacob levenson', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Jacob,,,Levenson,,
1216,isidor levenstein,"[{'var': 'isidor levenstein', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Isidor,,,Levenstein,,
1217,alter levin,"[{'var': 'alter levin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Alter,,,Levin,,
1218,avraham levin,"[{'var': 'avraham levin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Avraham,,,Levin,,
1219,avraham levin,"[{'var': 'avraham levin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Avraham,,,Levin,,
1220,chana levin,"[{'var': 'chana levin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Chana,,,Levin,,
1221,david levin,"[{'var': 'david levin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,David,,,Levin,,
1222,harry levin,"[{'var': 'harry levin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Harry,,,Levin,,
1223,julia levin,"[{'var': 'julia levin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Julia,,,Levin,,
1224,lucy levin,"[{'var': 'lucy levin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Lucy,,,Levin,,
1225,neytan levin,"[{'var': 'neytan levin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Neytan,,,Levin,,
1226,shmuel levin,"[{'var': 'shmuel levin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Shmuel,,,Levin,,
1227,z. levin,"[{'var': 'z. levin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Z.,,,Levin,,
1228,anna levine,"[{'var': 'anna levine', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Anna,,,Levine,,
1229,abraham levinson,"[{'var': 'abraham levinson', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Abraham,,,Levinson,,
1230,ana levinstein,"[{'var': 'ana levinstein', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Ana,,,Levinstein,,
1231,ludvig levinzon,"[{'var': 'ludvig levinzon', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Ludvig,,,Levinzon,,
1232,jennie levitas,"[{'var': 'jennie levitas', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Jennie,,,Levitas,,
1233,morris levitt,"[{'var': 'morris levitt', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Morris,,,Levitt,,
1234,gershon-chaim levner,"[{'var': 'gershon-chaim levner', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Gershon,Chaim,,Levner,,
1235,jack levy,"[{'var': 'jack levy', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Jack,,,Levy,,
1236,julius levy,"[{'var': 'julius levy', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Julius,,,Levy,,
1237,max levy,"[{'var': 'max levy', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Max,,,Levy,,
1238,a. leyb,"[{'var': 'a. leyb', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,A.,,,Leyb,,
1239,dzh. leybner,"[{'var': 'dzh. leybner', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Dzh.,,,Leybner,,
1240,a. leyeles,"[{'var': 'a. leyeles', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,A.,,,Leyeles,,
1241,mark leyptsiker,"[{'var': 'mark leyptsiker', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Mark,,,Leyptsiker,,
1242,shmuel liampert,"[{'var': 'shmuel liampert', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Shmuel,,,Liampert,,
1243,bentsion liber,"[{'var': 'bentsion liber', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Bentsion,,,Liber,,
1244,moshe liberman,"[{'var': 'moshe liberman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Moshe,,,Liberman,,
1245,menukha libert,"[{'var': 'menukha libert', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Menukha,,,Libert,,
1246,sarah l. libert,"[{'var': 'sarah l. libert', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sarah,L.,,Libert,,
1247,yankev libert,"[{'var': 'yankev libert', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yankev,,,Libert,,
1248,olya libert-lubotski,"[{'var': 'olya libert-lubotski', 'src': 'ds', 'lang': 'en'}]",['en'],,,,Libert,,,,,,,Olya,,,Lubotski,,
1249,z. libin,"[{'var': 'z. libin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Z.,,,Libin,,
1250,paul libman,"[{'var': 'paul libman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Paul,,,Libman,,
1251,yitskhok libresko,"[{'var': 'yitskhok libresko', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yitskhok,,,Libresko,,
1252,david licht,"[{'var': 'david licht', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,David,,,Licht,,
1253,sidney licht,"[{'var': 'sidney licht', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sidney,,,Licht,,
1254,moshe lichtenstein,"[{'var': 'moshe lichtenstein', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Moshe,,,Lichtenstein,,
1255,b. lidin,"[{'var': 'b. lidin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,B.,,,Lidin,,
1256,abraham lieberman,"[{'var': 'abraham lieberman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Abraham,,,Lieberman,,
1257,basha liebgold,"[{'var': 'basha liebgold', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Basha,,,Liebgold,,
1258,leon liebgold,"[{'var': 'leon liebgold', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Leon,,,Liebgold,,
1259,zalman liebgold,"[{'var': 'zalman liebgold', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Zalman,,,Liebgold,,
1260,zelig liebgold,"[{'var': 'zelig liebgold', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Zelig,,,Liebgold,,
1261,moritz lieblich,"[{'var': 'moritz lieblich', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Moritz,,,Lieblich,,
1262,freydele lifschitz,"[{'var': 'freydele lifschitz', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Freydele,,,Lifschitz,,
1263,hoda lifshits,"[{'var': 'hoda lifshits', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Hoda,,,Lifshits,,
1264,miriam lifshits,"[{'var': 'miriam lifshits', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Miriam,,,Lifshits,,
1265,moyshe lifshits,"[{'var': 'moyshe lifshits', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Moyshe,,,Lifshits,,
1266,lifshits,"[{'var': 'lifshits', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,,Lifshits,,
1267,likhtenshteyn,"[{'var': 'likhtenshteyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,,Likhtenshteyn,,
1268,moses leib lilienblum,"[{'var': 'moses leib lilienblum', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Moses,Leib,,Lilienblum,,
1269,liliput,"[{'var': 'liliput', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Liliput,,,,,
1270,lilit,"[{'var': 'lilit', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Lilit,,,,,
1271,ola lilith,"[{'var': 'ola lilith', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Ola,Lilith,,,,
1272,isidore lillian,"[{'var': 'isidore lillian', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Isidore,Lillian,,,,
1273,lilly lilliana,"[{'var': 'lilly lilliana', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Lilly,Lilliana,,,,
1274,paul liman,"[{'var': 'paul liman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Paul,,,Liman,,
1275,shlomo lindenfeld,"[{'var': 'shlomo lindenfeld', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Shlomo,,,Lindenfeld,,
1276,n.b. linder,"[{'var': 'n.b. linder', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,N.,B.,,Linder,,
1277,henekh linetsky,"[{'var': 'henekh linetsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Henekh,,,Linetsky,,
1278,linetsky,"[{'var': 'linetsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,,Linetsky,,
1279,isaac joel linetzky,"[{'var': 'isaac joel linetzky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Isaac,Joel,,Linetzky,,
1280,adolf link,"[{'var': 'adolf link', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Adolf,,,Link,,
1281,anka lipinsky,"[{'var': 'anka lipinsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Anka,,,Lipinsky,,
1282,yitzhock lipinsky,"[{'var': 'yitzhock lipinsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yitzhock,,,Lipinsky,,
1283,moshe lipman,"[{'var': 'moshe lipman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Moshe,,,Lipman,,
1284,natalia lipman,"[{'var': 'natalia lipman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Natalia,,,Lipman,,
1285,avraham lipovietsky,"[{'var': 'avraham lipovietsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Avraham,,,Lipovietsky,,
1286,esther lipovska,"[{'var': 'esther lipovska', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Esther,,,Lipovska,,
1287,nakhum lipovski,"[{'var': 'nakhum lipovski', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Nakhum,,,Lipovski,,
1288,sasha lipovski,"[{'var': 'sasha lipovski', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sasha,,,Lipovski,,
1289,itzhak lipshitz,"[{'var': 'itzhak lipshitz', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Itzhak,,,Lipshitz,,
1290,yekhezkel lipshitz,"[{'var': 'yekhezkel lipshitz', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yekhezkel,,,Lipshitz,,
1291,m. lipson,"[{'var': 'm. lipson', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,M.,,,Lipson,,
1292,volodya liptsin,"[{'var': 'volodya liptsin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Volodya,,,Liptsin,,
1293,celia lipzin,"[{'var': 'celia lipzin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Celia,,,Lipzin,,
1294,keni lipzin,"[{'var': 'keni lipzin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Keni,,,Lipzin,,
1295,malka lisak,"[{'var': 'malka lisak', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Malka,,,Lisak,,
1296,annie litan,"[{'var': 'annie litan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Annie,,,Litan,,
1297,abraham littman,"[{'var': 'abraham littman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Abraham,,,Littman,,
1298,pepi littman,"[{'var': 'pepi littman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Pepi,,,Littman,,
1299,yakov littman,"[{'var': 'yakov littman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yakov,,,Littman,,
1300,yetta littman,"[{'var': 'yetta littman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yetta,,,Littman,,
1301,moshe litvakov,"[{'var': 'moshe litvakov', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Moshe,,,Litvakov,,
1302,berta litvina-veyshof,"[{'var': 'berta litvina-veyshof', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Berta,,,Litvina-Veyshof,,
1303,l. litvinov,"[{'var': 'l. litvinov', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,L.,,,Litvinov,,
1304,lizenberg,"[{'var': 'lizenberg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,,Lizenberg,,
1305,malvina lobel,"[{'var': 'malvina lobel', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Malvina,,,Lobel,,
1306,solomon lobel,"[{'var': 'solomon lobel', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Solomon,,,Lobel,,
1307,leo loew,"[{'var': 'leo loew', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Leo,,,Loew,,
1308,samuel lohnfeld,"[{'var': 'samuel lohnfeld', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Samuel,,,Lohnfeld,,
1309,shmuel-yakir londinski,"[{'var': 'shmuel-yakir londinski', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Shmuel-Yakir,,,Londinski,,
1310,betsalel london,"[{'var': 'betsalel london', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Betsalel,,,London,,
1311,sam lowenwirth,"[{'var': 'sam lowenwirth', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sam,,,Lowenwirth,,
1312,efraim loyter,"[{'var': 'efraim loyter', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Efraim,,,Loyter,,
1313,regina lubartovska,"[{'var': 'regina lubartovska', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Regina,,,Lubartovska,,
1314,tsilba lubartovska,"[{'var': 'tsilba lubartovska', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Tsilba,,,Lubartovska,,
1315,paula lubelska,"[{'var': 'paula lubelska', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Paula,,,Lubelska,,
1316,annie lubin,"[{'var': 'annie lubin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Annie,,,Lubin,,
1317,harry lubin,"[{'var': 'harry lubin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Harry,,,Lubin,,
1318,leon lubinski,"[{'var': 'leon lubinski', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Leon,,,Lubinski,,
1319,yeshua lubomirski,"[{'var': 'yeshua lubomirski', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yeshua,,,Lubomirski,,
1320,jacob lubotski,"[{'var': 'jacob lubotski', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Jacob,,,Lubotski,,
1321,dave lubritsky,"[{'var': 'dave lubritsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Dave,,,Lubritsky,,
1322,fannie lubritsky,"[{'var': 'fannie lubritsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Fannie,,,Lubritsky,,
1323,goldie lubritsky,"[{'var': 'goldie lubritsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Goldie,,,Lubritsky,,
1324,isaac jacob lubritsky,"[{'var': 'isaac jacob lubritsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Isaac,Jacob,,Lubritsky,,
1325,sonia ludner,"[{'var': 'sonia ludner', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,SonIa,,,Ludner,,
1326,sam ludvik,"[{'var': 'sam ludvik', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sam,,,Ludvik,,
1327,luft,"[{'var': 'luft', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,,Luft,,
1328,shlomo luftig,"[{'var': 'shlomo luftig', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Shlomo,,,Luftig,,
1329,david lui,"[{'var': 'david lui', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,David,,,Lui,,
1330,chaim shmuel lukatcher,"[{'var': 'chaim shmuel lukatcher', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Chaim,Shmuel,,Lukatcher,,
1331,hersh lukovski,"[{'var': 'hersh lukovski', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Hersh,,,Lukovski,,
1332,boruch lumet,"[{'var': 'boruch lumet', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Boruch,,,Lumet,,
