id,title,name_parts,var_entries,langs,nisba,alternative-name,patronymic,surname,middle-name,matronymic,honorific,salutation,primary-name,appellation,professional-name,teknonym,acronym,given-name,qualifier
1227,yhvsh` lyvbaamyrsky,"{""given-name"": ""yhvsh`"", ""surname"": ""lyvbaamyrsky""}","[{'var': 'yhvsh` lyvbaamyrsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ליובאָמירסקי,,,,,,,,,,יהושע,
1228,s`m (shmval) lyvdn`r,"{""primary-name"": ""s`m"", ""given-name"": ""shmval"", ""alternative-name"": ""shmval"", ""surname"": ""lyvdn`r""}","[{'var': 's`m (shmval) lyvdn`r', 'src': 'ds', 'lang': 'en'}]",['en'],,שמוּאל,,ליוּדנער,,,,,סעם,,,,,שמוּאל,
1229,yvlyvs lyvvyy,"{""primary-name"": ""yvlyvs lyvvyy"", ""given-name"": ""yvlyvs"", ""surname"": ""lyvvyy""}","[{'var': 'yvlyvs lyvvyy', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ליוויי,,,,,יוּליוּס ליוויי,,,,,יוּליוּס,
1230,maaks lyvvyy,"{""given-name"": ""maaks"", ""surname"": ""lyvvyy""}","[{'var': 'maaks lyvvyy', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ליוויי,,,,,,,,,,מאַקס,
1231,lyz`rb`rg,"{""surname"": ""lyz`rb`rg""}","[{'var': 'lyz`rb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ליזערבערג,,,,,,,,,,,
1232,`ny (hnh lypmaan) lytan,"{""given-name"": ""hnh"", ""alternative-name"": ""`ny"", ""surname"": ""lytan"", ""matronymic"": ""lypman""}","[{'var': '`ny (hnh lypmaan) lytan', 'src': 'ds', 'lang': 'en'}]",['en'],,עני,,ליטאן,,ליפּמאן,,,,,,,,חנה,
1233,mvysh` lytvvaakaavv,"{""given-name"": ""mvysh`"", ""surname"": ""lytvvaakaavv""}","[{'var': 'mvysh` lytvvaakaavv', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ליטוואַקאָוו,,,,,,,,,,מוישע,
1234,b`rtaa lytvvynaa-vvyyshaap,"{""given-name"": ""b`rtaa"", ""surname"": ""lytvvynaa-vvyyshaap""}","[{'var': 'b`rtaa lytvvynaa-vvyyshaap', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ליטווינאַ-ווייסהאָף,,,,,,,,,,בּערטאַ,
1235,l. (lyyb gvr`vvytsh) lytvvynaavv,"{""given-name"": ""lyyb"", ""alternative-name"": ""gvr`vvytsh"", ""surname"": ""lytvvynaavv"", ""acronym"": ""l.""}","[{'var': 'l. (lyyb gvr`vvytsh) lytvvynaavv', 'src': 'ds', 'lang': 'en'}]",['en'],,גוּרעוויטש,,ליטווינאָוו,,,,,,,,,ל.,לייבּ,
1236,abrhm lytmaan,"{""given-name"": ""abrhm"", ""surname"": ""lytmaan""}","[{'var': 'abrhm lytmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ליטמאַן,,,,,,,,,,אברהם,
1237,y`taa (zylb`rmaan) lytmaan,"{""given-name"": ""y`taa"", ""alternative-name"": ""zylb`rmaan"", ""surname"": ""lytmaan""}","[{'var': 'y`taa (zylb`rmaan) lytmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,זילבּערמאַן,,ליטמאַן,,,,,,,,,,יעטאַ,
1238,y`kb lytmaan,"{""given-name"": ""y`kb"", ""surname"": ""lytmaan""}","[{'var': 'y`kb lytmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ליטמאַן,,,,,,,,,,יעקב,
1239,p`py (p`sh` kaahaan`) lytmaan,"{""given-name"": ""p`py"", ""alternative-name"": ""p`sh` kaahaan`"", ""surname"": ""lytmaan""}","[{'var': 'p`py (p`sh` kaahaan`) lytmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,פּעשע קאַהאַנע,,ליטמאַן,,,,,,,,,,פּעפּי,
1240,dy lyt`raarysh` trvp`,"{""primary-name"": ""dy lyt`raarysh` trvp`"", ""professional-name"": ""dy lyt`raarysh` trvp`""}","[{'var': 'dy lyt`raarysh` trvp`', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,די ליטעראַרישע טרופּע,,די ליטעראַרישע טרופּע,,,,
1241,a. (abrhm-mrdkhy) lyyb,"{""given-name"": ""abrhm-mrdkhy"", ""surname"": ""lyyb"", ""acronym"": ""a.""}","[{'var': 'a. (abrhm-mrdkhy) lyyb', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לייב,,,,,,,,,א.,אברהם-מרדכי,
1242,dvd lyybaavvytsh,"{""given-name"": ""dvd"", ""surname"": ""lyybaavvytsh""}","[{'var': 'dvd lyybaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לייבּאָוויטש,,,,,,,,,,דוד,
1243,h`rts lyybaavvytsh,"{""primary-name"": ""h`rts lyybaavvytsh"", ""surname"": ""lyybaavvytsh""}","[{'var': 'h`rts lyybaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לייבאָוויטש,,,,,הערץ לייבאָוויטש,,,,,,
1244,maaty lyybaavvytsh,"{""given-name"": ""maaty"", ""surname"": ""lyybaavvytsh""}","[{'var': 'maaty lyybaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לייבאָוויטש,,,,,,,,,,מאָטי,
1245,tsyly` lyybaavvytsh,{},"[{'var': 'tsyly` lyybaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,,,
1246,ryytsh`l lyybaavvytsh,"{""surname"": ""lyybaavvytsh""}","[{'var': 'ryytsh`l lyybaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לייבּאָוויטש,,,,,,,,,,,
1247,dnyal lyybl,"{""given-name"": ""dnyal"", ""surname"": ""lyybl""}","[{'var': 'dnyal lyybl', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לייבּל,,,,,,,,,,דניאל,
1248,dzsh. (shnyavr-zlmn) lyybn`r,"{""given-name"": ""shnyavr-zlmn"", ""surname"": ""lyybn`r"", ""salutation"": ""dzsh.""}","[{'var': 'dzsh. (shnyavr-zlmn) lyybn`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לייבּנער,,,,דזש.,,,,,,שניאוּר-זלמן,
1249,h. (lyyvvyk haalp`r) lyyvvyk,"{""given-name"": ""lyyvvyk"", ""alternative-name"": ""haalp`r"", ""surname"": ""lyyvvyk""}","[{'var': 'h. (lyyvvyk haalp`r) lyyvvyk', 'src': 'ds', 'lang': 'en'}]",['en'],,האַלפּער,,לייוויק,,,,,,,,,,לייוויק,
1250,dvd (dnyal pr`nkl) lykht,"{""primary-name"": ""dvd"", ""given-name"": ""dnyal"", ""alternative-name"": ""dvd"", ""surname"": ""lykht""}","[{'var': 'dvd (dnyal pr`nkl) lykht', 'src': 'ds', 'lang': 'en'}]",['en'],,דוד,,ליכט,,,,,דוד,,,,,דניאל,
1251,lykht`nshtyyn,"{""surname"": ""lykht`nshtyyn""}","[{'var': 'lykht`nshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ליכטענשטיין,,,,,,,,,,,
1252,ayzydaar lyly`n,"{""given-name"": ""ayzydaar"", ""surname"": ""lyly`n""}","[{'var': 'ayzydaar lyly`n', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ליליען,,,,,,,,,,איזידאָר,
1253,mshh-lyyb lyly`nblvm,"{""given-name"": ""mshh"", ""middle-name"": ""lyyb"", ""surname"": ""lyly`nblvm""}","[{'var': 'mshh-lyyb lyly`nblvm', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ליליענבּלום,לייבּ,,,,,,,,,משה,
1254,lylypvt (gbryal-hyrsh kr`tshm`r),"{""primary-name"": ""lylypvt"", ""given-name"": ""gbryal"", ""alternative-name"": ""hyrsh"", ""surname"": ""kr`tshm`r""}","[{'var': 'lylypvt (gbryal-hyrsh kr`tshm`r)', 'src': 'ds', 'lang': 'en'}]",['en'],,הירש,,קרעטשמער,,,,,ליליפּוט,,,,,גבריאל,
1255,aalyaa (laalyaa ts`d`rbvym) lylyt,"{""given-name"": ""aalyaa"", ""alternative-name"": ""laalia ts`d`rbvym"", ""surname"": ""lylyt""}","[{'var': 'aalyaa (laalyaa ts`d`rbvym) lylyt', 'src': 'ds', 'lang': 'en'}]",['en'],,לאָלΙΑ צעדערבּוים,,לילית,,,,,,,,,,אָליאַ,
1256,bynyaamyn lymaan,"{""given-name"": ""bynyaamyn"", ""surname"": ""lymaan""}","[{'var': 'bynyaamyn lymaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לימאַן,,,,,,,,,,בּיניאַמין,
1257,pavl (lyybaavvytsh) lymaan,"{""primary-name"": ""lymaan"", ""given-name"": ""pavl"", ""alternative-name"": ""lyybaavvytsh""}","[{'var': 'pavl (lyybaavvytsh) lymaan', 'src': 'ds', 'lang': 'en'}]",['en'],,לייבאָוויטש,,,,,,,לימאַן,,,,,פּאול,
1258,shlmh lynd`np`ld,"{""given-name"": ""shlmh"", ""surname"": ""lynd`np`ld""}","[{'var': 'shlmh lynd`np`ld', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לינדענפעלד,,,,,,,,,,שלמה,
1259,n. b. (ntn blynd`r) lynd`r,"{""given-name"": ""ntn"", ""alternative-name"": ""blyndr"", ""surname"": ""lyndr"", ""acronym"": ""n. b.""}","[{'var': 'n. b. (ntn blynd`r) lynd`r', 'src': 'ds', 'lang': 'en'}]",['en'],,בלינדר,,לינדר,,,,,,,,,נ. בּ.,נתן,
1260,ytshk-yval lyn`ytsky,"{""primary-name"": ""lyn`ytsky"", ""given-name"": ""ytshk"", ""alternative-name"": ""yval""}","[{'var': 'ytshk-yval lyn`ytsky', 'src': 'ds', 'lang': 'en'}]",['en'],,יואל,,,,,,,לינעיצקי,,,,,יצחק,
1261,avn paalkszyng`r,"{""primary-name"": ""pvn paalkszyng`r"", ""given-name"": ""avn"", ""surname"": ""paalkszyng`r""}","[{'var': 'avn paalkszyng`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,פאָלקסזינגער,,,,,פון פאָלקסזינגער,,,,,און,
1262,abrhm lypaavvytsky,"{""given-name"": ""abrhm"", ""surname"": ""lypaavvytsky""}","[{'var': 'abrhm lypaavvytsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ליפּאָוויצקי,,,,,,,,,,אברהם,
1263,aankaa lypaavvsky,"{""given-name"": ""aankaa"", ""surname"": ""lypaavvsky""}","[{'var': 'aankaa lypaavvsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ליפּאָווסקי,,,,,,,,,,אַנקאַ,
1264,ytshk lypynsky,"{""given-name"": ""ytshk"", ""surname"": ""lypynsky""}","[{'var': 'ytshk lypynsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ליפּינסקי,,,,,,,,,,יצחק,
1265,mshh lypmaan,"{""given-name"": ""mshh"", ""surname"": ""lypmaan""}","[{'var': 'mshh lypmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ליפּמאַן,,,,,,,,,,משה,
1266,naataalyaa (nyytsh` `lbvym) lypmaan,"{""given-name"": ""naataalyaa"", ""alternative-name"": ""nyytsh`"", ""surname"": ""lypmaan""}","[{'var': 'naataalyaa (nyytsh` `lbvym) lypmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,נייטשע,,ליפּמאַן,,,,,,,,,,נאַטאַליאַ,
1267,m. (mrdkhy yaavvaaraavvsky) lypsaan,"{""given-name"": ""mrdkhy"", ""alternative-name"": ""yaavvaaraavvsky"", ""surname"": ""lypsaan"", ""honorific"": ""m.""}","[{'var': 'm. (mrdkhy yaavvaaraavvsky) lypsaan', 'src': 'ds', 'lang': 'en'}]",['en'],,יאַוואָראָווסקי,,ליפּסאָן,,,מ.,,,,,,,מרדכי,
1268,vvaalaadyaa lyptsyn,"{""given-name"": ""vvaalaadyaa"", ""surname"": ""lyptsyn""}","[{'var': 'vvaalaadyaa lyptsyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ליפּצין,,,,,,,,,,וואָלאָדיאַ,
1269,syly` (p`k`r) lyptsyn,"{""given-name"": ""syly`"", ""alternative-name"": ""p`k`r"", ""surname"": ""lyptsyn""}","[{'var': 'syly` (p`k`r) lyptsyn', 'src': 'ds', 'lang': 'en'}]",['en'],,פּעקער,,ליפּצין,,,,,,,,,,סיליע,
1270,saakhaar) (kryyn` saany`s,"{""given-name"": ""saakhaar"", ""alternative-name"": ""kryyn`"", ""surname"": ""saany`s""}","[{'var': 'saakhaar) (kryyn` saany`s', 'src': 'ds', 'lang': 'en'}]",['en'],,קריינע,,סאָניעס,,,,,,,,,,סאַכאַר,
1271,myryaam (shvmsky) lypshyts,"{""primary-name"": ""myryaam"", ""alternative-name"": ""shvmsky"", ""surname"": ""lypshyts""}","[{'var': 'myryaam (shvmsky) lypshyts', 'src': 'ds', 'lang': 'en'}]",['en'],,שוּמסקי,,ליפּשיץ,,,,,מיריאָם,,,,,,
1272,mshh lypshyts (lyvvshyts),"{""given-name"": ""mshh"", ""alternative-name"": ""lyvvshyts"", ""surname"": ""lypshyts""}","[{'var': 'mshh lypshyts (lyvvshyts)', 'src': 'ds', 'lang': 'en'}]",['en'],,ליוושיץ,,ליפּשיץ,,,,,,,,,,משה,
1273,pryyd`l` lypshyts,"{""given-name"": ""pryyd`l`"", ""surname"": ""lypshyts""}","[{'var': 'pryyd`l` lypshyts', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ליפּשיץ,,,,,,,,,,פריידעלע,
1274,l`aanyd l`aanaavv,"{""primary-name"": ""l`aanyd l`aanaavv"", ""given-name"": ""l`aanyd"", ""surname"": ""l`aanaavv""}","[{'var': 'l`aanyd l`aanaavv', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לעאָנאָוו,,,,,לעאָניד לעאָנאָוו,,,,,לעאָניד,
1275,d`r (hyym gvtmaan) l`b`dyg`r,"{""primary-name"": ""l`b`dyg`r"", ""given-name"": ""hyym"", ""alternative-name"": ""kh"", ""surname"": ""gvtmaan""}","[{'var': 'd`r (hyym gvtmaan) l`b`dyg`r', 'src': 'ds', 'lang': 'en'}]",['en'],,ך,,גוּטמאַן,,,,,לעבּעדיגער,,,,,חיים,
1276,aahrn l`b`dy`vv,"{""given-name"": ""aahrn"", ""surname"": ""l`b`dy`vv""}","[{'var': 'aahrn l`b`dy`vv', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לעבּעדיעוו,,,,,,,,,,אַהרן,
1277,vvy`raa (rbkh sh`khtmaan) l`b`dy`vv,"{""primary-name"": ""vvy`raa"", ""given-name"": ""rbkh"", ""alternative-name"": ""vvy`raa"", ""surname"": ""sh`khtmaan"", ""nisba"": ""l`b`dy`vv""}","[{'var': 'vvy`raa (rbkh sh`khtmaan) l`b`dy`vv', 'src': 'ds', 'lang': 'en'}]",['en'],לעבּעדיעוו,וויעראַ,,שעכטמאַן,,,,,וויעראַ,,,,,רבקה,
1278,dvd l`d`rmaan,"{""given-name"": ""dvd"", ""surname"": ""l`d`rmaan""}","[{'var': 'dvd l`d`rmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לעדערמאַן,,,,,,,,,,דוד,
1279,h`ny l`hmaan,"{""primary-name"": ""h`ny l`hmaan"", ""given-name"": ""h`ny""}","[{'var': 'h`ny l`hmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,העני לעהמאַן,,,,,העני,
1280,aadaalp (ahrn) l`hr`r,"{""given-name"": ""advolp"", ""alternative-name"": ""ahrn"", ""surname"": ""l`hr`r""}","[{'var': 'aadaalp (ahrn) l`hr`r', 'src': 'ds', 'lang': 'en'}]",['en'],,אהרן,,לעהרער,,,,,,,,,,אדוֹלף,
1281,zlmn l`hr`r,"{""given-name"": ""zlmn"", ""surname"": ""l`hr`r""}","[{'var': 'zlmn l`hr`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לעהרער,,,,,,,,,,זלמן,
1282,pyyg` (l`vvyn) l`vvaandaa,"{""given-name"": ""pyyg`"", ""alternative-name"": ""l`vvyn"", ""surname"": ""l`vvaandaa""}","[{'var': 'pyyg` (l`vvyn) l`vvaandaa', 'src': 'ds', 'lang': 'en'}]",['en'],,לעווין,,לעוואַנדאָ,,,,,,,,,,פייגע,
1283,aalt`r l`vvyn,"{""primary-name"": ""aalt`r l`vvyn"", ""given-name"": ""aalt`r"", ""surname"": ""l`vvyn""}","[{'var': 'aalt`r l`vvyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לעווין,,,,,אַלטער לעווין,,,,,אַלטער,
1284,aannaa (l`vv`nshtyyn) l`vvyn,"{""given-name"": ""aannaa"", ""alternative-name"": ""l`vv`nshtyyn"", ""surname"": ""l`vvyn""}","[{'var': 'aannaa (l`vv`nshtyyn) l`vvyn', 'src': 'ds', 'lang': 'en'}]",['en'],,לעווענשטיין,,לעווין,,,,,,,,,,אַננאַ,
1285,dvd l`vvyn,"{""given-name"": ""dvd"", ""surname"": ""l`vvyn""}","[{'var': 'dvd l`vvyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לעווין,,,,,,,,,,דוד,
1286,dzshvlyaa l`vvyn,"{""given-name"": ""dzshvlyaa"", ""surname"": ""l`vvyn""}","[{'var': 'dzshvlyaa l`vvyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לעווין,,,,,,,,,,דזשוליאַ,
1287,h`ry (h`rshl) l`vvyn,"{""primary-name"": ""h`ry"", ""alternative-name"": ""h`rshl"", ""surname"": ""l`vvyn""}","[{'var': 'h`ry (h`rshl) l`vvyn', 'src': 'ds', 'lang': 'en'}]",['en'],,הערשל,,לעווין,,,,,הערי,,,,,,
1288,z. l`vvyn,"{""surname"": ""l`vvyn"", ""honorific"": ""z.""}","[{'var': 'z. l`vvyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לעווין,,,ז.,,,,,,,,
1289,lvsy (lyb`) l`vvyn,"{""given-name"": ""lvsy"", ""alternative-name"": ""lyb`"", ""surname"": ""l`vvyn""}","[{'var': 'lvsy (lyb`) l`vvyn', 'src': 'ds', 'lang': 'en'}]",['en'],,ליבּע,,לעווין,,,,,,,,,,לוּסי,
1290,nyytaan l`vvyn,"{""given-name"": ""nyytan"", ""surname"": ""l`vvyn""}","[{'var': 'nyytaan l`vvyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לעווין,,,,,,,,,,נייטאן,
1291,shmval l`vvyn,"{""given-name"": ""shmval"", ""surname"": ""l`vvyn""}","[{'var': 'shmval l`vvyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לעווין,,,,,,,,,,שמוּאל,
1292,lvdvvyg (aryh-lyyb) l`vvynzaan,"{""given-name"": ""lvdvvyg"", ""alternative-name"": ""aryh-lyyb"", ""surname"": ""l`vvynzaan""}","[{'var': 'lvdvvyg (aryh-lyyb) l`vvynzaan', 'src': 'ds', 'lang': 'en'}]",['en'],,אריה-לייבּ,,לעווינזאָן,,,,,,,,,,לוּדוויג,
1293,abrhm l`vvynsaan,"{""given-name"": ""abrhm"", ""surname"": ""l`vvynsaan""}","[{'var': 'abrhm l`vvynsaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לעווינסאָן,,,,,,,,,,אברהם,
1294,lvba l`vvytska,"{""primary-name"": ""lvba l`vvytska"", ""nisba"": ""l`vvytska""}","[{'var': 'lvba l`vvytska', 'src': 'ds', 'lang': 'en'}]",['en'],לעוויצקא,,,,,,,,לובא לעוויצקא,,,,,,
1295,grshvn-hyym l`vvn`r,"{""given-name"": ""grshvn"", ""middle-name"": ""hyym"", ""surname"": ""l`vvn`r""}","[{'var': 'grshvn-hyym l`vvn`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לעוונער,חיים,,,,,,,,,גרשון,
1296,abrhm l`vv`braavvsky,"{""given-name"": ""abrhm"", ""surname"": ""l`vv`braavvsky""}","[{'var': 'abrhm l`vv`braavvsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לעוועבּראָווסקי,,,,,,,,,,אברהם,
1297,s`m l`vv`nvvyrt,"{""primary-name"": ""s`m l`vv`nvvyrt"", ""given-name"": ""s`m"", ""surname"": ""l`vv`nvvyrt""}","[{'var': 's`m l`vv`nvvyrt', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לעווענווירט,,,,,סעם לעווענווירט,,,,,סעם,
1298,dvd l`vv`nzaan,"{""primary-name"": ""l`vv`nzaan"", ""given-name"": ""dvd"", ""surname"": ""l`vv`nzaan""}","[{'var': 'dvd l`vv`nzaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לעווענזאָן,,,,,לעווענזאָן,,,,,דוד,
1299,y`kb l`vv`nsaahn,"{""given-name"": ""y`kb"", ""surname"": ""l`vv`nsaahn""}","[{'var': 'y`kb l`vv`nsaahn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לעווענסאָהן,,,,,,,,,,יעקב,
1300,ayzydaar (aprym-ytshk) l`vv`nshtyyn,"{""given-name"": ""ayzydaar"", ""alternative-name"": ""aprym-ytshk"", ""surname"": ""l`vv`nshtyyn""}","[{'var': 'ayzydaar (aprym-ytshk) l`vv`nshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,אפרים-יצחק,,לעווענשטיין,,,,,,,,,,איזידאָר,
1301,hnn l`vv`nshtyyn,"{""given-name"": ""hnn"", ""surname"": ""l`vv`nshtyyn""}","[{'var': 'hnn l`vv`nshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לעווענשטיין,,,,,,,,,,חנן,
1302,p`ny (p`rlmaan) l`vv`nshtyyn,"{""given-name"": ""p`ny"", ""alternative-name"": ""p`rlmaan"", ""surname"": ""l`vv`nshtyyn""}","[{'var': 'p`ny (p`rlmaan) l`vv`nshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,פּערלמאַן,,לעווענשטיין,,,,,,,,,,פעני,
1303,a. (ahrn glaats) l`y`l`s,"{""given-name"": ""ahrn"", ""alternative-name"": ""glaats"", ""surname"": ""l`y`l`s"", ""honorific"": ""a.""}","[{'var': 'a. (ahrn glaats) l`y`l`s', 'src': 'ds', 'lang': 'en'}]",['en'],,גלאַץ,,לעיעלעס,,,א.,,,,,,,אהרן,
1304,b`rtaa l`ltshvk,"{""primary-name"": ""b`rtaa l`ltshvk""}","[{'var': 'b`rtaa l`ltshvk', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,בּערטאַ לעלטשוּק,,,,,,
1305,s. (saaraa pyynshtyyn) l`mb`rg,"{""given-name"": ""saaraa"", ""alternative-name"": ""pyynshtyyn"", ""surname"": ""l`mb`rg"", ""honorific"": ""s.""}","[{'var': 's. (saaraa pyynshtyyn) l`mb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,פיינשטיין,,לעמבּערג,,,ס.,,,,,,,סאַראַ,
1306,h`nry l`phaavvytsh,"{""primary-name"": ""h`nry l`phaavvytsh"", ""surname"": ""l`phaavvytsh""}","[{'var': 'h`nry l`phaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לעפהאָוויטש,,,,,הענרי לעפהאָוויטש,,,,,,
1307,dzshaaz`p l`syng,"{""given-name"": ""dzshaaz`p"", ""surname"": ""l`syng""}","[{'var': 'dzshaaz`p l`syng', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לעסינג,,,,,,,,,,דזשאָזעף,
1308,a. (alyhv) l`rmaan,"{""given-name"": ""alyhv"", ""surname"": ""m`rmaan"", ""acronym"": ""a.""}","[{'var': 'a. (alyhv) l`rmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מערמאַן,,,,,,,,,א.,אליהו,
1309,y`kb l`rmaan,"{""primary-name"": ""y`kb l`rmaan"", ""given-name"": ""y`kb"", ""surname"": ""l`rmaan""}","[{'var': 'y`kb l`rmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לערמאַן,,,,,יעקב לערמאַן,,,,,יעקב,
1310,yvsp-yhvdh l`rn`r,"{""given-name"": ""yvsp"", ""alternative-name"": ""yhvdh"", ""surname"": ""l`rn`r""}","[{'var': 'yvsp-yhvdh l`rn`r', 'src': 'ds', 'lang': 'en'}]",['en'],,יהוּדה,,לערנער,,,,,,,,,,יוסף,
1311,ysh`yh (shbty?) l`rn`r,"{""given-name"": ""ysh`yh"", ""alternative-name"": ""shbty"", ""surname"": ""l`rn`r""}","[{'var': 'ysh`yh (shbty?) l`rn`r', 'src': 'ds', 'lang': 'en'}]",['en'],,שבּתי,,לערנער,,,,,,,,,,ישעיה,
1312,maaryaa (mrym raabyaavvytsh) l`rn`r,"{""primary-name"": ""maaryaa"", ""given-name"": ""mrym"", ""alternative-name"": ""maaryaa"", ""surname"": ""l`rn`r"", ""patronymic"": ""raabyaavvytsh""}","[{'var': 'maaryaa (mrym raabyaavvytsh) l`rn`r', 'src': 'ds', 'lang': 'en'}]",['en'],,מאַריאַ,ראַבּיאָוויטש,לערנער,,,,,מאַריאַ,,,,,מרים,
1313,mrym l`r`r,"{""primary-name"": ""mrym l`r`r"", ""given-name"": ""mrym"", ""surname"": ""l`r`r""}","[{'var': 'mrym l`r`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לערער,,,,,מרים לערער,,,,,מרים,
1314,shprh l`r`r,"{""given-name"": ""shprh"", ""surname"": ""m`r`r""}","[{'var': 'shprh l`r`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מערער,,,,,,,,,,שפרה,
1315,ytshk l`sh,"{""given-name"": ""ytshk"", ""surname"": ""l`sh""}","[{'var': 'ytshk l`sh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,לעש,,,,,,,,,,יצחק,
1316,rbkh (raaz`nblvm) l`sh,"{""given-name"": ""rbkh"", ""alternative-name"": ""raaz`nblvm"", ""surname"": ""l`sh""}","[{'var': 'rbkh (raaz`nblvm) l`sh', 'src': 'ds', 'lang': 'en'}]",['en'],,ראָזענבּלוּם,,לעש,,,,,,,,,,רבקה,
1317,maark maaayn,"{""given-name"": ""maark"", ""surname"": ""maaayn""}","[{'var': 'maark maaayn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאָאין,,,,,,,,,,מאַרק,
1318,bntsyvn maaz`r,"{""given-name"": ""bntsyvn"", ""surname"": ""maaz`r""}","[{'var': 'bntsyvn maaz`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאָזער,,,,,,,,,,בנציון,
1319,aamaaly` (pynk`lshtyyn) maagvl`skaa,"{""primary-name"": ""aamaliy`"", ""alternative-name"": ""pynk`lshtyyn"", ""surname"": ""maagvl`skaa""}","[{'var': 'aamaaly` (pynk`lshtyyn) maagvl`skaa', 'src': 'ds', 'lang': 'en'}]",['en'],,פינקעלשטיין,,מאָגולעסקאָ,,,,,אַמַלīיע,,,,,,
1320,b`sy maagvl`skaa,"{""primary-name"": ""b`sy maagvl`skaa""}","[{'var': 'b`sy maagvl`skaa', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,בּעסי מאָגוּלעסקאָ,,,,,,
1321,(z`lyg maagyl`vvsky),"{""primary-name"": ""z`lyg maagyl`vvsky"", ""given-name"": ""z`lyg"", ""surname"": ""maagyl`vvsky""}","[{'var': '(z`lyg maagyl`vvsky)', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מאָגילעווסקי,,,,,זעליג מאַגילעווסקי,,,,,זעליג,
