id,title,var_entries,langs,lang,phoneme,primary-name,qualifier,patronymic,middle-name,professional-name,teknonym,matronymic,honorific,given-name,nisba,surname,alternative-name,salutation,appellation,acronym
1075,dvd tsh`tshyk,"[{'var': 'dvd tsh`tshyk', 'src': 'ds', 'lang': 'en'}]",['en'],en,dvd tʃtʃaɪk,,,,,,,,,דוד,,טשעטשיק,,,,
1076,avvram tsh`tsh`lnytsky,"[{'var': 'avvram tsh`tsh`lnytsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈævræm tʃtʃlnɪtskɪ,אווראם טשעטשעלניצקי,,,,,,,,אווראם,,טשעטשעלניצקי,,,,
1077,brvkh tsh`m`rynsky,"[{'var': 'brvkh tsh`m`rynsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,bɻvk tʃmɻɪnskɪ,,,,,,,,,ברוך,,טשעמערינסקי,,,,
1078,tsh`plyn,"[{'var': 'tsh`plyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,tʃplɪn,טשעפּלין,,,,,,,,,,,,,,
1079,aal`ks tsh`rtaavv,"[{'var': 'aal`ks tsh`rtaavv', 'src': 'ds', 'lang': 'en'}]",['en'],en,əɔːks tʃtˈɑːv,,,,,,,,,אַלעקס,,טשערטאָוו,,,,
1080,dzsh`k (ytshk-y`kb hrsh) tsh`rysh,"[{'var': 'dzsh`k (ytshk-y`kb hrsh) tsh`rysh', 'src': 'ds', 'lang': 'en'}]",['en'],en,dzʃk jtʃkjkb θʃ tʃɻɪʃ,,,חרש,,,,,,יצחק-יעקב,,טשעריש,דזשעק,,,
1081,yvsp tsh`rnyaavvsky,"[{'var': 'yvsp tsh`rnyaavvsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,jv|ˈɜːsp tʃnɪəˈævskɪ,,,,,,,,,יוסף,,טשערניאַווסקי,,,,
1082,`ny (pyynmaan) tsh`rnyaak,"[{'var': '`ny (pyynmaan) tsh`rnyaak', 'src': 'ds', 'lang': 'en'}]",['en'],en,nɪ pa|ɪɪnmən̩ tʃnɪəæk,טשערניאַק,,,,,,,,עני,,,פיינמאַן,,,
1083,(yaablaankaa),"[{'var': '(yaablaankaa)', 'src': 'ds', 'lang': 'en'}]",['en'],en,jʌbɫe|ɪæŋkɑː,(יַבּלאָנקאָ),,,,,,,,,,יַבּלאָנקאָ,,,,
1084,hyym (yaablaanyk) yaablaakaavv,"[{'var': 'hyym (yaablaanyk) yaablaakaavv', 'src': 'ds', 'lang': 'en'}]",['en'],en,hˈaɪˈɪm jʌbɫe|ɪˈɛnɪk jʌbɫe|ɪˈeɪkˈɑːv,,,,,,,,,חיים,,יַאבּלאָקאָוו,יאַבּלאָניק,,,
1085,zaakhaar yaagaadaa,"[{'var': 'zaakhaar yaagaadaa', 'src': 'ds', 'lang': 'en'}]",['en'],en,zˈɑːkɑː* jˈeɪˈɑːdə,,,,,,,,,זאַכאַר,,יאגאָדאַ,,,,
1086,dzshyn (b`laa) yaavv`lyr,"[{'var': 'dzshyn (b`laa) yaavv`lyr', 'src': 'ds', 'lang': 'en'}]",['en'],en,dzʃɪn blə jˈævɫəɜ˞,,,,,,,,,דזשין,,יאָוועליר,בּעלאַ,,,
1087,klmn yaavv`lyr,"[{'var': 'klmn yaavv`lyr', 'src': 'ds', 'lang': 'en'}]",['en'],en,klm jˈævɫəɜ˞,,,,,,,,,קלמן,,יאָוועליר,,,,
1088,b. (mshh yvstmaan) yavshzaan,"[{'var': 'b. (mshh yvstmaan) yavshzaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,bˈiː mʃh jvsmən̩ jˈævʃzɑːn,,,,,,,,,משה,,יאוּשזאָן,יוּסטמאַן,ב.,,
1089,lvay yaaz`pzaahn,"[{'var': 'lvay yaaz`pzaahn', 'src': 'ds', 'lang': 'en'}]",['en'],en,lveɪ jæpzɑːn,,,,,,,,,לוּאי,,יאָזעפזאָהן,,,,
1090,saavl yaaz`pzaan,"[{'var': 'saavl yaaz`pzaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,sˈæəvl jæpzɑːn,,,,,,,,,סאַול,,יאָזעפזאָן,,,,
1091,zlmn yaakhn`s,"[{'var': 'zlmn yaakhn`s', 'src': 'ds', 'lang': 'en'}]",['en'],en,zlm jˈɑːknz,,,,,,,,,זלמן,,יאַכנעס,,,,
1092,shavl-yvsp yaanaavvsky,"[{'var': 'shavl-yvsp yaanaavvsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃˈeɪvl̩ɪvs|puː|n jn̩ˈɑːvskɪ,,,,,,,,,שאוּל-יוסף,,יאַנאָווסקי,,,,
1093,dvd yaanaavv`r,"[{'var': 'dvd yaanaavv`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,dvd jn̩ˈɑːvɜ˞,,,,,,,,,דוד,,יאנובר,,,,
1094,b`rnaard (bv`z yvngvvyts) yaang,"[{'var': 'b`rnaard (bv`z yvngvvyts) yaang', 'src': 'ds', 'lang': 'en'}]",['en'],en,bɻnəd bvz jvŋvɪts jæŋ,בערנאַרד,,,,,,,,בּועז,,יאָנג,יונגוויץ,,,
1095,(hyh-rysy` shpykaalyts`r),"[{'var': '(hyh-rysy` shpykaalyts`r)', 'src': 'ds', 'lang': 'en'}]",['en'],en,hɪhɻɪsɪ ʃpɪkˈɑːlɪtsɜ˞,שפּיקאָליצער,,,,,,,,חיה-ריסיע,,,,,,
1096,dzshyykaab (y`kb yvnkmaan) yaangmaan,"[{'var': 'dzshyykaab (y`kb yvnkmaan) yaangmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,dzʃaɪɪkəæb jkb jvnmən̩ jæŋmɪn̩,דדזשייקאָבּ,,,,,,,,יעקב,,יֹאנגמאַן,יוּנקמאַן,,,
1097,nyyt. (nhn) yaang`lsaan,"[{'var': 'nyyt. (nhn) yaang`lsaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,nˈɪɪt nhn jˈæŋɡlsɑːn̩,,,,,,,,,נחן,,יאָנגעלסאָן,נייט,,,
1098,yaashaa (m`yt`s) yaankaa,"[{'var': 'yaashaa (m`yt`s) yaankaa', 'src': 'ds', 'lang': 'en'}]",['en'],en,jæʃɑː mˈɪz jæŋkɑː,,,,,,,,,יאַשאַ,,יאַנקאָ,מעיטעס,,,
1099,hyym yaasylys,"[{'var': 'hyym yaasylys', 'src': 'ds', 'lang': 'en'}]",['en'],en,hˈaɪˈɪm jəsˈaɪlɪz,,,,,,,,,חיים,,יאָסיליס,,,,
1100,hvh (grynshpaan) yaa`lyt,"[{'var': 'hvh (grynshpaan) yaa`lyt', 'src': 'ds', 'lang': 'en'}]",['en'],en,hvh ɡɻɪnʃpn̩ jəlˈɪt,,,,,,,,,חוה,,יָאוֵליט,גרינשפּאן,,,
1101,yakvb yaap`,"[{'var': 'yakvb yaap`', 'src': 'ds', 'lang': 'en'}]",['en'],en,jˈækvb jæp,,,,,,,,,יאקוב,,יאָפע,,,,
1102,mshh (maaaysyy) yaap`,"[{'var': 'mshh (maaaysyy) yaap`', 'src': 'ds', 'lang': 'en'}]",['en'],en,mʃh mˈæəˈeɪzɪi jæp,,,,,,,,,משה,,יאָפע,מאָאיסיי,,,
1103,maaz`s (mshh-y`kb) yaakaab,"[{'var': 'maaz`s (mshh-y`kb) yaakaab', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈææz mʃhjkb jɑkəæb,מאָזעס,,,,,,,,משה,,יאַקאָבּ,יעקב,,,
1104,praap`saar yaakaaby,"[{'var': 'praap`saar yaakaaby', 'src': 'ds', 'lang': 'en'}]",['en'],en,pɻˈæpsɑː* jˈeɪkˈɑːbɪ,,,,,,,,פּראָפעסאָר,יאַקאָבּי,,,,,,
1105,yakb bh' yhzkal mpvznn,"[{'var': ""yakb bh' yhzkal mpvznn"", 'src': 'ds', 'lang': 'en'}]",['en'],en,jˈækb bə ɪəzkəl mpvzn,,,בה’,יחזקאל,,,,,יאקב,,מפּוזנן,,,,
1106,a. l. yaakvbaavvytsh,"[{'var': 'a. l. yaakvbaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈeɪ l jˈeɪvbˈɑːvɪtʃ,,,,,,,,,,,יאַקובּאָוויטש,,,,א. ל.
1107,(hnh myy`raavvytsh),"[{'var': '(hnh myy`raavvytsh)', 'src': 'ds', 'lang': 'en'}]",['en'],en,hnh mˈɪɝæˈævɪtʃ,,,,,,,,,חנה,,מייעראָוויטש,,,,
1108,y`kb yaakvbaavvytsh,"[{'var': 'y`kb yaakvbaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],en,jkb jˈeɪvbˈɑːvɪtʃ,,,,,,,,,יעקב,,יאַקובאָוויטש,,,,
1109,hyymaan (hyym-ntn) yaakvbaavvytsh,"[{'var': 'hyymaan (hyym-ntn) yaakvbaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],en,hˈaɪɪmæn̩ hˈaɪɪmntn jˈeɪvbˈɑːvɪtʃ,,,,,,,,,חיים-נתן,,יאקובוביץ',,,,
1110,laalaa (salpysh) yaakvbaavvytsh,"[{'var': 'laalaa (salpysh) yaakvbaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɑːlˈɑː sˈælpɪʃ jˈeɪvbˈɑːvɪtʃ,,,,,,,,,לאָלאַ,,יאַקובּאָוויטש,סאלפיש,,,
1111,lyaashaa yaakvbaavvytsh,"[{'var': 'lyaashaa yaakvbaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɪˈɑːʃɑː jˈeɪvbˈɑːvɪtʃ,,,,,,,,,ליאָשאַ,,אַקובּאָוויטש,,,,
1112,lyyz`r yaakvbaavvytsh,"[{'var': 'lyyz`r yaakvbaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɪa|ɪzɜ˞ jˈeɪvbˈɑːvɪtʃ,,,,,,,,,לייזער,,יַאקובּאָוויטש,,,,
1113,]?[ yaakvbzaan,"[{'var': ']?[ yaakvbzaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,jˈeɪvbzɑːn,יאַקוּבּזאָן,,,,,,,,,,,,,,
1114,zlaat` yaaraaslaavvskaa,"[{'var': 'zlaat` yaaraaslaavvskaa', 'src': 'ds', 'lang': 'en'}]",['en'],en,zlɑː jɑɹˈɑːzlˈɑːvskɑː,זלאַטע,,,,,,,,,יארוסלאַווסקאַ,,,,,
1115,alyhv-zlmn yaarykhaavvsky,"[{'var': 'alyhv-zlmn yaarykhaavvsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,əlɪəvzlm jɛ|ərɪkˈɑːˈævskɪ,אליהו-זלמן יאַריכאָווסקי,,,,,,,,אליהו,,יאריכאווסקי,זלמן,,,
1116,yhvdyt (rhl b`rnshtyyn),"[{'var': 'yhvdyt (rhl b`rnshtyyn)', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɪəvdɪt rl bɻnʃtɪɪn,,,,,,,,,יהודית,,בערנשטיין,רחל,,,
1117,shlmh yvdsaan,"[{'var': 'shlmh yvdsaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃmh jvdɑːn̩,,,,,,,,,שלמה,,יוּדסאָן,,,,
1118,maark yvvvyl`r,"[{'var': 'maark yvvvyl`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈæɑːk jvvɪlɜ˞,,,,,,,,,מאַרק,,יוּווילער,,,,
1119,yhvdh (`tmaan) yvlyn,"[{'var': 'yhvdh (`tmaan) yvlyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɪəvd tmn̩ jvlɪn,יהוּדה,,,,,,,,,,יוּלין,עטמאַן,,,
1120,yvng-aarg`ntyn`,"[{'var': 'yvng-aarg`ntyn`', 'src': 'ds', 'lang': 'en'}]",['en'],en,jvŋˈæˈɑːɡntɪn,יוּנג-אַרגענטינע,,,,,,,,,אַרגענטינע,,,,,
1121,ravbn yvklsaan,"[{'var': 'ravbn yvklsaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɻˈævbn jvkɫse|ɪn̩,,,,,,,,,ראובן,,יוקלסון,,,,
1122,s`myaan yvshk`vvytsh,"[{'var': 's`myaan yvshk`vvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],en,smɪən̩ jvʃkvɪtʃ,סעמיאָן יוּשקעוויטש,,,,,,,,סעמיאָן,,יוּשקעוויטש,,,,
1123,mrdkhy yhsn,"[{'var': 'mrdkhy yhsn', 'src': 'ds', 'lang': 'en'}]",['en'],en,mdki jzn,,,,,,,,,מרדכי,,יחסן,,,,
1124,ayn dy g`taas (byld`r),"[{'var': 'ayn dy g`taas (byld`r)', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈeɪn dɪ ɡtəz ba|ɪɫdɜ˞,אין די געטאָס,,,,,,,,,,,בילדער,,,
1125,yydysh t`aat`r ayn arts-yshral,"[{'var': 'yydysh t`aat`r ayn arts-yshral', 'src': 'ds', 'lang': 'en'}]",['en'],en,jɪdɪʃ tˈæˈæɜ˞ ˈeɪn ˈɑːtsjʃrəl,יידיש טעאַטער,,,,,,,,,אין ארץ-ישראל,,,,,
1126,yydysh t`aat`r ayn b`rg`n-b`lz`n,"[{'var': 'yydysh t`aat`r ayn b`rg`n-b`lz`n', 'src': 'ds', 'lang': 'en'}]",['en'],en,jɪdɪʃ tˈæˈæɜ˞ ˈeɪn bɻnblzn,יידיש טעאַטער,,,,,,,,,בערגען-בעלזען,,,,,
1127,trybvn,"[{'var': 'trybvn', 'src': 'ds', 'lang': 'en'}]",['en'],en,tɻˈaɪbvn,טריבון,,,,,,,,,,,,,,
1128,g`taa,"[{'var': 'g`taa', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɡtə,געטאָ,,,,,,,,,,,,,,
1129,yydysh` aaktyaarn yvnyaan,"[{'var': 'yydysh` aaktyaarn yvnyaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,jɪdɪʃ əɪkɪəɑːn jvnjən̩,יידישע אַקטיאָרן יוניאָן,יוניאָן,,,,,,,,,,,,,
1130,(myr shykaag`r),"[{'var': '(myr shykaag`r)', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈɜː ʃˈaɪkˈɑːɡɜ˞,,,,,,,,,,,שיקאַגער,מיר,,,
1131,avystraaly`) yydysh` byn` (m`lbvrn,"[{'var': 'avystraaly`) yydysh` byn` (m`lbvrn', 'src': 'ds', 'lang': 'en'}]",['en'],en,əvɪstɻɔːlɪ jɪdɪʃ bˈaɪn mlbvn,,,,,,,,,יידישע,מעלבּוּרן,בּינע,,,,
1132,yydysh` draamaatysh` shvl,"[{'var': 'yydysh` draamaatysh` shvl', 'src': 'ds', 'lang': 'en'}]",['en'],en,jɪdɪʃ dɻˈææˈɑːtɪʃ ʃvl,יידישע דראַמאַטישע שול,,,,,,,,,,,,,,
1133,yydysh` t`aat`r-stvdy`,"[{'var': 'yydysh` t`aat`r-stvdy`', 'src': 'ds', 'lang': 'en'}]",['en'],en,jɪdɪʃ tˈæətəstvdɪ,יידישע טעאַטער-סטוּדיע,,,,,,,,,,,,,,
1134,yydysh` mvzykaalysh` t`aat`r grvp`,"[{'var': 'yydysh` mvzykaalysh` t`aat`r grvp`', 'src': 'ds', 'lang': 'en'}]",['en'],en,jɪdɪʃ mvzɪkˈɑːlˈaɪʃ tˈæˈæɜ˞ ɡɻvp,יידישע מוזיקאַלישע טעאַטער גרופּע,,,,,,,,,,,,,גרופּע,
1135,ayn avkraaayn`,"[{'var': 'ayn avkraaayn`', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈeɪn əvkɻˈɑːˈeɪn,אין אוקראַאינע,,,,,,,,,,,,,,
1136,yydysh`r aaktyaarn klvb,"[{'var': 'yydysh`r aaktyaarn klvb', 'src': 'ds', 'lang': 'en'}]",['en'],en,jɪdɪʃɜ˞ əɪkɪəɑːn klvb,יידישער אַקטיאָרן קלוב,,,,,,,,,,,,,,
1137,yydysh`r r`p`rtvaar t`aat`r,"[{'var': 'yydysh`r r`p`rtvaar t`aat`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,jɪdɪʃɜ˞ ptvɑːɜ˞ tˈæˈæɜ˞,יידישער רעפּערטואַר טעאַטער,,,,,,,,,יידישער,רעפּערטואַר,,,,
1138,astr-rhl kaamynsky byym yyvvaa,"[{'var': 'astr-rhl kaamynsky byym yyvvaa', 'src': 'ds', 'lang': 'en'}]",['en'],en,əstɻɻl kˈɑːmɪnskɪ bˈaɪˈɪm jɪvɑː,,,בּיים,,,,,,אסתר-רחל,ייוואָ,קאַמינסקי,,,,
1139,y. a. m`rysaan),"[{'var': 'y. a. m`rysaan)', 'src': 'ds', 'lang': 'en'}]",['en'],en,jˈiː ˈeɪ mɻɪsˈæn̩,,,,,,,,,,,מעריסאָן,,,,י. א.
1140,raaz`taa (pag`t) y`g`r,"[{'var': 'raaz`taa (pag`t) y`g`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɻˈæætə pˈæɡt jɡɜ˞,ראָזעטאַ,,,,,,,,,,יעגער,פּאגעט,,,
1141,h`rsh y`dvvaab,"[{'var': 'h`rsh y`dvvaab', 'src': 'ds', 'lang': 'en'}]",['en'],en,θʃ jdvvæb,הערש יעדוואַבּ,,,,,,,,,,,,,,
1142,(rhl yaarmaalynts`r),"[{'var': '(rhl yaarmaalynts`r)', 'src': 'ds', 'lang': 'en'}]",['en'],en,rl jɑːməəɫa|ɪŋzɜ˞,,,,,,,,,רחל,,יערמאָלינצער,,,,
1143,mrdkhy (maatl sh`rmaan) yrdny,"[{'var': 'mrdkhy (maatl sh`rmaan) yrdny', 'src': 'ds', 'lang': 'en'}]",['en'],en,mdki mˈæˈæl ʃɻmn̩ jdnɪ,מרדכי,,,,,,,,,ירדני,שערמאַן,מאָטל,,,
1144,lynk` (lyb`) ytvm,"[{'var': 'lynk` (lyb`) ytvm', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɪŋk lˈɪb jtvm,לינקע,,,,,,,,,,יתום,ליבּע,,,
1145,lyzaa (lahk` haavvyn-myd`) khaavvynaa,"[{'var': 'lyzaa (lahk` haavvyn-myd`) khaavvynaa', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɫa|ɪzɑː lˈɑːk hˈævɪnmj|ˈɑːd|z kɑːˈævɪnɑː,ליזאַ,,,,,,,,,,כאַווינאַ,לאהקע,,,
1146,khaavv`r-paavv`r (grshvn ayynbynd`r),"[{'var': 'khaavv`r-paavv`r (grshvn ayynbynd`r)', 'src': 'ds', 'lang': 'en'}]",['en'],en,kɑːˈævəpˈævɜ˞ ɡɻʃvn ˈeɪɪnbaɪnɜ˞,,,,,,,,,גרשון,,איינבּינדער,כאַווער-פּאַווער,,,
1147,tvyby` khaazaak,"[{'var': 'tvyby` khaazaak', 'src': 'ds', 'lang': 'en'}]",['en'],en,tvˈaɪbaɪ kɑːəzˈɑːk,טויביע,,,,,,,,,,כאַזאַק,,,,
1148,mshh khatsh`vvaatsky,"[{'var': 'mshh khatsh`vvaatsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,mʃh kˈɑːtʃvˈɑːtskɪ,כאטשעוואַצקי,,,,,,,,משה,,כאטשעוואַצקי,,,,
1149,a. khaalyp,"[{'var': 'a. khaalyp', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈeɪ kɑːəlˈɪp,,,,,,,,,,,כאַליף,,,,א.
1150,lyyvvyk khaanvkaavv,"[{'var': 'lyyvvyk khaanvkaavv', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɪɪvɪk kɑːn̩vkˈɑːv,לייוויק כאַנוקאָוו,,,,,,,,,,כאַנוקאָוו,,,,
1151,lyyz`r khasyn,"[{'var': 'lyyz`r khasyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɪa|ɪzɜ˞ kˈɑːsɪn,,,,,,,,,לייזער,,כאסין,,,,
1152,l`aan khaaraaz,"[{'var': 'l`aan khaaraaz', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɑːn kɑːɑːˈɑːz,לעאָן כאַראַז,,,,,,,,,,,,,,
1153,yvsp khash,"[{'var': 'yvsp khash', 'src': 'ds', 'lang': 'en'}]",['en'],en,jv|ˈɜːsp khæʃ,יוסף כאש,,,,,,,,יוסף,,כאש,,,,
1154,tsby khaiahan,"[{'var': 'tsby khaiahan', 'src': 'ds', 'lang': 'en'}]",['en'],en,tzbɪ kɑːɪˈɑːən,,,,,,,,,צבי,,כַּהֲן,,,,
1155,ayzaak khts,"[{'var': 'ayzaak khts', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈeɪzˈɑːk kts,איזאַק כּץ,,,,,,,,איזאַק,,כּץ,,,,
1156,mykhal khts,"[{'var': 'mykhal khts', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈɪkˈɑːl kts,,,,,,,,,מיכאל,,כּץ,,,,
1157,(kryst`rmaan),"[{'var': '(kryst`rmaan)', 'src': 'ds', 'lang': 'en'}]",['en'],en,kɹɪstɹmɑn̩,קריסטערמאַן,,,,,,,,,,,,,,
1158,maalvvynaa (tryytl`r) laab`l,"[{'var': 'maalvvynaa (tryytl`r) laab`l', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈæl̩vɪnɑː tɻˈaɪɪl̩ɜ˞ lˈɑːbl,מאַלווינאַ,,,,,,,,,,לאָבּעל,טרייטלער,,,
1159,saalaamaan (lyyb`l) laab`l,"[{'var': 'saalaamaan (lyyb`l) laab`l', 'src': 'ds', 'lang': 'en'}]",['en'],en,sˈæəlˈɑːmən̩ lˈɪˈaɪbl lˈɑːbl,סאָלאָמאָן,,,,,,,,,,לאָבּעל,לייבּעל,,,
1160,ahrn laag`r,"[{'var': 'ahrn laag`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈæɻn lˈɑːɡɜ˞,,,,,,,,,אהרן,,לאַגער,,,,
1161,s`myv`l laahnp`ld,"[{'var': 's`myv`l laahnp`ld', 'src': 'ds', 'lang': 'en'}]",['en'],en,smɪvl lˈɑːnpld,סעמיוּעל,,,,,,,,,,לאָהנפעלד,,,,
1162,dzsh`ny (shmylaavvytsh) lavvyts,"[{'var': 'dzsh`ny (shmylaavvytsh) lavvyts', 'src': 'ds', 'lang': 'en'}]",['en'],en,dzʃnɪ ʃmɪlˈɑːvɪtʃ lˈævɪts,,,,,,,,,דזשעני,,לאוויץ,שמילאָוויטש,,,
1163,p`py (plpvl) laavvyts,"[{'var': 'p`py (plpvl) laavvyts', 'src': 'ds', 'lang': 'en'}]",['en'],en,pɪ plpvl lˈɑːvɪts,,,,,,,,,פּעפּי,,לאַוויץ,פּלפּוּל,,,
1164,pnhs laavv`ndaa,"[{'var': 'pnhs laavv`ndaa', 'src': 'ds', 'lang': 'en'}]",['en'],en,nz lˈɑːvnɑː,,,,,,,,,פּנחס,,לאַווענדאַ,,,,
1165,hnh (raakaavv`r) laazaar-ayngaard,"[{'var': 'hnh (raakaavv`r) laazaar-ayngaard', 'src': 'ds', 'lang': 'en'}]",['en'],en,hnh ɻˈæˈeɪkˈɑːvɜ˞ lˈɑːzˈɑːˈæɪŋgɑɹd,,,,,,,,,חנה,,לאַזאַר-אינגאַרד,ראַקאָווער,,,
1166,`lyaas (aly`zr shaapyr) laazaaraavv,"[{'var': '`lyaas (aly`zr shaapyr) laazaaraavv', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɪˈɑːz əɫa|ɪzɜ˞ ʃˈæəpa|ɪə|r lˈɑːzˈɑːˈɑːv,,,,,,,,,עליאַס,,לאַזאַראָוו,אליעזר שאַפיר,,,
1167,pyyg` (krynytsaayaa) laazaaraavv,"[{'var': 'pyyg` (krynytsaayaa) laazaaraavv', 'src': 'ds', 'lang': 'en'}]",['en'],en,pa|ɪɪɡ kɹɪnɪtsˈeɪɑː lˈɑːzˈɑːˈɑːv,,,,,,,,,פייגע,,לאַזאַראָוו,קריניצאַיאַ,,,
1168,b`rtaa (byyl` gvr`vvytsh) laataavvytsh,"[{'var': 'b`rtaa (byyl` gvr`vvytsh) laataavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],en,bɻtə bˈaɪɪl ɡəvɪtʃ lˈɑːtˈævɪtʃ,,,,,,,גוּרעוויטש,,בּערטאַ,,לאַטאָוויטש,בּיילע,,,
1169,(gyt`l` pynk`lshtyyn),"[{'var': '(gyt`l` pynk`lshtyyn)', 'src': 'ds', 'lang': 'en'}]",['en'],en,dʒˈɪtl̩ pˈɪŋklʃtɪɪn,פינקעלשטיין,,,,,,,,גיטעלע,,פינקעלשטיין,,,,
1170,yaaz`p laatyyn`r,"[{'var': 'yaaz`p laatyyn`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,jæp lˈɑːtɪɪnɜ˞,,,,,,,,,יאָזעף,,לאַטיינער,,,,
1171,h. laang,"[{'var': 'h. laang', 'src': 'ds', 'lang': 'en'}]",['en'],en,hˈiː lˈææŋ,,,,,לאנג,,,,,,,,,,ה
1172,klaaraa laangsn`r,"[{'var': 'klaaraa laangsn`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,klæɑːɑː lˈɑːŋsnɜ˞,,,,,,,,,קלאַראַ,,לאַנגסנער,,,,
1173,yhyal laandaa,"[{'var': 'yhyal laandaa', 'src': 'ds', 'lang': 'en'}]",['en'],en,jɪl̩ lˈɑːndə,,,,,,,,,יחיאל,,לאַנדאָ,,,,
1174,shm`vn laandaa,"[{'var': 'shm`vn laandaa', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃmvn lˈɑːndə,,,,,,,,,שמעון,,לאַנדאַ,,,,
1175,shrh laandaa,"[{'var': 'shrh laandaa', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃɜ˞ lˈɑːndə,,,,,,,,,שרה,,לאַנדאָ,,,,
1176,btslal laandaan,"[{'var': 'btslal laandaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,btləɫ lˈɑːndn̩,בצלאל,,,,,,,,,,לאָנדאָן,,,,
1177,h`nry maarys laandvvaarth,"[{'var': 'h`nry maarys laandvvaarth', 'src': 'ds', 'lang': 'en'}]",['en'],en,hnɻɪ mˈæɛ|ərɪz lˈɑːnvəˈɜːθ,הענרי מאָריס לאַנדוואָרטה,,,מאָריס,,,,,הענרי,,לאַנדוואָרטה,,,,
1178,zysh` laandvy,"[{'var': 'zysh` laandvy', 'src': 'ds', 'lang': 'en'}]",['en'],en,zɪʃ lˈɑːnvɪ,,,,,,,,,זישע,,לאַנדוי,,,,
1179,hyh laandvy,"[{'var': 'hyh laandvy', 'src': 'ds', 'lang': 'en'}]",['en'],en,hɪh lˈɑːnvɪ,,,,,,,,,חיה,,לאַנדוי,,,,
1180,yhvdh-lyyb laandvy,"[{'var': 'yhvdh-lyyb laandvy', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɪəvdlɪɪb lˈɑːnvɪ,,,,,,,,,יהוּדה-לייבּ,,לאַנדוי,,,,
1181,lyyb laandvy,"[{'var': 'lyyb laandvy', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɪɪb lˈɑːnvɪ,לייב לאַנדוי,,,,,,,,לייב,,לאַנדוי,,,,
1182,shmval laandvy,"[{'var': 'shmval laandvy', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃmvl̩ lˈɑːnvɪ,,,,,,,,,שמואל,,לאַנדוי,,,,
1183,mshh laandvy-kl`kvy,"[{'var': 'mshh laandvy-kl`kvy', 'src': 'ds', 'lang': 'en'}]",['en'],en,mʃh lˈɑːnvɪkkvɪ,,,,,,,,,משה,,לאַנדוי-קלעקוי,,,,
