id,title,var_entries,langs,lang,phoneme,primary-name,qualifier,patronymic,middle-name,professional-name,teknonym,matronymic,honorific,given-name,nisba,surname,alternative-name,salutation,appellation,acronym
959,kaarl zylb`rmaan,"[{'var': 'kaarl zylb`rmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,kˈæɑːl za|ɪlbɻmn̩,קאַרל זילבּערמאַן,,,,,,,,קאַרל,,זילבּערמאַן,,,,
960,zlmn zylb`rtsvvyyg,"[{'var': 'zlmn zylb`rtsvvyyg', 'src': 'ds', 'lang': 'en'}]",['en'],en,zlm za|ɪlbtsvɪɪɡ,,,,,,,,,זלמן,,זילבּערצווייג,,,,
961,ntn zylb`rtsvvyyg,"[{'var': 'ntn zylb`rtsvvyyg', 'src': 'ds', 'lang': 'en'}]",['en'],en,ntn za|ɪlbtsvɪɪɡ,זילבּערצווייג,,,,,,,,נתן,,,,,,
962,mshh zylb`rkaast`n,"[{'var': 'mshh zylb`rkaast`n', 'src': 'ds', 'lang': 'en'}]",['en'],en,mʃh za|ɪlbɹkˈɑːsn,,,,,,,,,משה,,זילבּערקאַסטען,,,,
963,byynvsh zylb`rshtyyn,"[{'var': 'byynvsh zylb`rshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,bˈaɪɪnvʃ za|ɪlbztɪɪn,ביינוש זילבּערשטיין,,,,,,,,ביינוש,,זילבּערשטיין,,,,
964,mshh zylb`rshtyyn,"[{'var': 'mshh zylb`rshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,mʃh za|ɪlbztɪɪn,,,,,,,,,משה,,זילבּערשטיין,,,,
965,shm`vn zylb`rshtyyn,"[{'var': 'shm`vn zylb`rshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃmvn za|ɪlbztɪɪn,,,,,,,,,שמעון,,זילבּערשטיין,,,,
966,ayvva (hvh-astr shtyysl) zymaand,"[{'var': 'ayvva (hvh-astr shtyysl) zymaand', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈeɪvə hvhəstɻ ʃtɪɪsl zɪmæænd,,,,,,,,,איווא,,זימאָנד,חוה-אסתר,,,
967,klmn zyngmaan,"[{'var': 'klmn zyngmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,klm za|ɪŋmɪn̩,,,,,,,,,קלמן,,זינגמאַן,,,,
968,aad`laa zyng`r,"[{'var': 'aad`laa zyng`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,əˈædlˈɑː za|ɪŋɜ˞,,,,,,,,,אַדעלע,,זינגער,,,,
969,ayyda (glaadshtyyn) zyng`r,"[{'var': 'ayyda (glaadshtyyn) zyng`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈeɪɪdə ɡlˈɑːdʃtɪɪn za|ɪŋɜ˞,,,,,,,,,איידא,,זינגר,גלאַדשטיין,,,
970,dvtsha zyng`r,"[{'var': 'dvtsha zyng`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,dvtʃə za|ɪŋɜ˞,דוטשא זינגער,,,,,,,,,,זינגער,,,,
971,yvsp zyng`r,"[{'var': 'yvsp zyng`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,jv|ˈɜːsp za|ɪŋɜ˞,,,,,,,,,יוסף,,זינגר,,,,
972,y`kb zyng`r,"[{'var': 'y`kb zyng`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,jkb za|ɪŋɜ˞,,,,,,,,,יעקב,,זינגער,,,,
973,yshral-yhvsh` zyng`r,"[{'var': 'yshral-yhvsh` zyng`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,jʃɻəlɪəvʃ za|ɪŋɜ˞,ישראל-יהושע,,,,,,,,,,זינגער,,,,
974,b`rtaa zyng`rmaan,"[{'var': 'b`rtaa zyng`rmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,bɻtə zɪŋgɹmɑn̩,,,,,,,,,בּערטאַ,,זינגערמאַן,,,,
975,shlmh zynshtyyn,"[{'var': 'shlmh zynshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃmh zɪnʃtɪɪn,,,,,,,,,שלמה,,זינשטיין,,,,
976,(hyym gaald`nb`rg),"[{'var': '(hyym gaald`nb`rg)', 'src': 'ds', 'lang': 'en'}]",['en'],en,hˈaɪˈɪm ɡˈæˈɔːldnbɹg,,,,,,,,,חיים,,גאָלדענבערג,,,,
977,? zlaatsh`vvsky,"[{'var': '? zlaatsh`vvsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,zlˈɑːtʃvskɪ,זלאָטשעווסקי,,,,,,,,,,זלאָטשעווסקי,,,,
978,"zshaard`n d""hyvv`r","[{'var': 'zshaard`n d""hyvv`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,zʃɑɹdn dɪvɜ˞,זשאַרדען ד'היווער,,,,,,,,,,,,,,
979,m. (maatl abyvn) zshaarzsh,"[{'var': 'm. (maatl abyvn) zshaarzsh', 'src': 'ds', 'lang': 'en'}]",['en'],en,m mˈæˈæl əbˈɪvn zʃeɪˈɑːzʃ,,,,,,,,,מאָטל,,זשאָרזש,מ. (מאָטל אביון),,,
980,? zshvpnyk,"[{'var': '? zshvpnyk', 'src': 'ds', 'lang': 'en'}]",['en'],en,zʃvpɪk,,,,,,,,,,,זשופּניק,,,,
981,? zshytaamyrsky,"[{'var': '? zshytaamyrsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,zʃɪtˈɑːmˈɜːskɪ,,,,,,,,,,,זשיטאָמירסקי,,,,
982,yvsp zshytaamyrsky,"[{'var': 'yvsp zshytaamyrsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,jv|ˈɜːsp zʃɪtˈɑːmˈɜːskɪ,,,,,,,,,יוסף,,זשיטאָמירסקי,,,,
983,vvlaad`k zshytkaavvsky,"[{'var': 'vvlaad`k zshytkaavvsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,vldk zʃɪtkˈɑːvskɪ,,,,,,,,,וולאַדək,,זשיטקאָווסקי,,,,
984,pynk` zshylb`rt,"[{'var': 'pynk` zshylb`rt', 'src': 'ds', 'lang': 'en'}]",['en'],en,pˈɪŋk zʃɪlbt,פּינקע זשילבערט,,,,,,,,פּינקע,,זשילבערט,,,,
985,lyyz`r (zsh`laazny) zsh`laaza,"[{'var': 'lyyz`r (zsh`laazny) zsh`laaza', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɪa|ɪzɜ˞ zʃlænɪ zʃlˈɑːzə,,,,,,,,,לייזער,,זשעלאזא,זשעלאַזני,,,
986,? haalaan-haalaanaavv,"[{'var': '? haalaan-haalaanaavv', 'src': 'ds', 'lang': 'en'}]",['en'],en,həlˈɑːnhˈæəlˈɑːnˈæv,,,,,,,,,חאַלאַן,,חַלאַנוֹוו,,,,
987,mysha hasyn,"[{'var': 'mysha hasyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈɪʃə hˈeɪsɪn,מישא חאסין,,,,,,,,,,,,,,
988,yvsp haash,"[{'var': 'yvsp haash', 'src': 'ds', 'lang': 'en'}]",['en'],en,jv|ˈɜːsp hæʃ,,,,,,,,,יוסף,,חאַש,,,,
989,mshh haashk`s,"[{'var': 'mshh haashk`s', 'src': 'ds', 'lang': 'en'}]",['en'],en,mʃh hæʃks,,,,,,,,,משה,,חאַשקעס,,,,
990,hd-gdya,"[{'var': 'hd-gdya', 'src': 'ds', 'lang': 'en'}]",['en'],en,hdɡdɪə,חד-גדיא,,,,,,,,,,,,,,
991,hyym-aryh hzn,"[{'var': 'hyym-aryh hzn', 'src': 'ds', 'lang': 'en'}]",['en'],en,hˈaɪɪmɑːɪə hzn,,,,,,,,,חיים-אריה,,חזן,,,,
992,hklay (p`ldmaan),"[{'var': 'hklay (p`ldmaan)', 'src': 'ds', 'lang': 'en'}]",['en'],en,hkleɪ pldmɑːn̩,חקלאי,,,,,,,,,,,פעלדמאַן,,,
993,abrhm taabaak,"[{'var': 'abrhm taabaak', 'src': 'ds', 'lang': 'en'}]",['en'],en,əbɻm tˈæəbæk,,,,,,,,,אברהם,,טאַבּאק,,,,
994,aannaa taabaak,"[{'var': 'aannaa taabaak', 'src': 'ds', 'lang': 'en'}]",['en'],en,əˈænəə tˈæəbæk,,,,,,,,,אַננאַ,,טאַבּאַק,,,,
995,m.y. taabaakshyyd`r,"[{'var': 'm.y. taabaakshyyd`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,mɪˈiː tˈæəbˈækʃaɪɪdɜ˞,,,,,,,,,,,טאַבּאַקשיידער,,,,מ.י.
996,(shmval taabaatshnykaavv),"[{'var': '(shmval taabaatshnykaavv)', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃmvl̩ tˈæəbˈæʃɪkˈɑːv,,,,,,,,,שמואל,,טאַבּאַטשניקאָוו,,,,
997,ahrn taag`r,"[{'var': 'ahrn taag`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈæɻn tˈæˈeɪɜ˞,,,,,,,,,אהרן,,טאַגער,,,,
998,avyrvvyng tavb,"[{'var': 'avyrvvyng tavb', 'src': 'ds', 'lang': 'en'}]",['en'],en,əvɪɻvɪŋ tˈævb,אוירווינג טאוב,,,,,,,,,,טאוב,,,,
999,kh. tamarkyn,"[{'var': 'kh. tamarkyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,kˈiː tˈæmɑːkɪn,,,,,טאמארקין,,,,,,,,כ.,,
1000,baarys (brvkh-ahrn) taamaash`vv]p[sky,"[{'var': 'baarys (brvkh-ahrn) taamaash`vv]p[sky', 'src': 'ds', 'lang': 'en'}]",['en'],en,bˈɑːɻɪz bɻvkəhn tˈæˈɑːməæʃvpskɪ,,,,,,,,,בּאָריס,,טאָמאַשעוו]פ[סקי,ברוך-אהרן,,,
1001,(brkhh baavmp`ld-kvypmaan),"[{'var': '(brkhh baavmp`ld-kvypmaan)', 'src': 'ds', 'lang': 'en'}]",['en'],en,bɻkh bˈɑːvmpldkvɪpmɑːn̩,ברכה בּאָוּמפעלד-קויפמאַן,,,,,,,,,,קויפמאַן,בּאָוּמפעלד,,,
1002,h`ry (h`rsh-yvnh) taamaash`vvsky,"[{'var': 'h`ry (h`rsh-yvnh) taamaash`vvsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,hɻɪ θʃjvnh tˈæˈɑːməæʃvskɪ,,,,,,,,,הערי,,טאָמאַשעווסקי,הערש-יונה,,,
1003,myyk (mrdkhy) taamaash`vvsky,"[{'var': 'myyk (mrdkhy) taamaash`vvsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈɪɪk mdki tˈæˈɑːməæʃvskɪ,,,,,,,,,מייק,,טאָמאַשעווסקי,מרדכי,,,
1004,`ny taamaash`vvsky,"[{'var': '`ny taamaash`vvsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,nɪ tˈæˈɑːməæʃvskɪ,טאָמאַשעווסקי,,,,,,,,עני,,טאָמאַשעווסקי,,,,
1005,pnhs taamaash`vvsky,"[{'var': 'pnhs taamaash`vvsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,nz tˈæˈɑːməæʃvskɪ,,,,,,,,,פּנחס,,טאָמאַשעווסקי,,,,
1006,g.vv. taambaak,"[{'var': 'g.vv. taambaak', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɡvˈiː tˈææbˈææk,,,,,,,,,,,תאָמבּאַק,,,,ג.וו.
1007,taantshvk (?),"[{'var': 'taantshvk (?)', 'src': 'ds', 'lang': 'en'}]",['en'],en,tˈæn̩tʃvk,טאַנטשוּק,,,,,,,,,,,,,,
1008,shlvm (taankvs) taanyn,"[{'var': 'shlvm (taankvs) taanyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃlvm tˈææŋkvz tˈæˈɛnɪn,שלום,,,,,,,,,,טאַנין,טאַנקוּס,,,
1009,dvd taan`ntsap,"[{'var': 'dvd taan`ntsap', 'src': 'ds', 'lang': 'en'}]",['en'],en,dvd tˈæˈæntsæp,,,,,,,,,דוד,,טאַנענצאפּ,,,,
1010,abrhm-ytshk taantsmaan,"[{'var': 'abrhm-ytshk taantsmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,əbɻmjtʃk tˈæɑːnmn̩,,,,,,,,,אברהם-יצחק,,טאַנצמאַן,,,,
1011,b`rtaa (b`rlyn) taantsmaan,"[{'var': 'b`rtaa (b`rlyn) taantsmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,bɻtə blɪn tˈæɑːnmn̩,,,,,,,,,בּערטאַ,,טאַנצמאַן,בערלין,,,
1012,yaaz`p taantsmaan,"[{'var': 'yaaz`p taantsmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,jæp tˈæɑːnmn̩,,,,,,,,,יאַזעף,,טאַנצמאַן,,,,
1013,taank`l,"[{'var': 'taank`l', 'src': 'ds', 'lang': 'en'}]",['en'],en,tˈææŋkl,,,,,,,,,,,,,,,
1014,aal`ksaand`r taakmaan,"[{'var': 'aal`ksaand`r taakmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,əɔːksənɜ˞ tˈæˈeɪmn̩,,,,,,,,,אַלעקסאַנדער,,טאָגמאַן,,,,
1015,saamvayl taaksa,"[{'var': 'saamvayl taaksa', 'src': 'ds', 'lang': 'en'}]",['en'],en,sˈææveɪl tˈææksə,,,,,,,,,סאַמוּאיל,,טאַקסא,,,,
1016,rvt (ryyzl tvkhmaakh`r) taary,"[{'var': 'rvt (ryyzl tvkhmaakh`r) taary', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɻvt ɻɪa|ɪzl̩ tvkmˈɑːkɜ˞ tˈæɛ|ərɪ,,,,,טוּכמאַכער,,,,רות,,טאַרי,רייזל,,,
1017,h`nry taarlaa,"[{'var': 'h`nry taarlaa', 'src': 'ds', 'lang': 'en'}]",['en'],en,hnɻɪ tˈæɑːlˈɑː,הענרי טאַרלאָ,,,,,,,,,,,,,,
1018,mshh taarlaavvsky,"[{'var': 'mshh taarlaavvsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,mʃh tˈæɑːlˈɑːvskɪ,,,,,,,,,משה,,טאַרלאָווסקי,,,,
1019,s`myv`l (shmval) taarnb`rg,"[{'var': 's`myv`l (shmval) taarnb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,smɪvl ʃmvl̩ tˈæɑːnbɹg,טאָרנבּערג,,,,,,,,שמוּאל,,טאָרנבּערג,סעמיועל,,,
1020,sydy (saaly byrk`ntaal) thal,"[{'var': 'sydy (saaly byrk`ntaal) thal', 'src': 'ds', 'lang': 'en'}]",['en'],en,sɪdɪ sˈæɔːlɪ bˈaɪɻntl̩ θl̩,,,,,,,,,סידי,,טהאל,סאַלי,,,
1021,maatyaas (mttyhv) thvr,"[{'var': 'maatyaas (mttyhv) thvr', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈæˈæɪəəz mtɪhv θvɜ˞,מאַטיאַס,,,,,,,,,,טהוּר,מתּתיהוּ,,,
1022,hyym tvyb`nshlaag,"[{'var': 'hyym tvyb`nshlaag', 'src': 'ds', 'lang': 'en'}]",['en'],en,hˈaɪˈɪm tvˈaɪbnʃlˈɑːɡ,,,,,,,,,חיים,,טויבּענשלאַג,,,,
1023,hyym tvyb`r,"[{'var': 'hyym tvyb`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,hˈaɪˈɪm tvˈaɪbɜ˞,,,,,,,,,חיים,,טויבּער,,,,
1024,maarys tvkhbaand,"[{'var': 'maarys tvkhbaand', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈæɛ|ərɪz tvkbænd,,,,,,,,,מאָריס,,טוּכבּאַנד,,,,
1025,lyzaa (kyydaan) tvkhmaan,"[{'var': 'lyzaa (kyydaan) tvkhmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɫa|ɪzɑː kˈɪɪden̩ tvkmn̩,,,,,,,,,ליזאַ,,טוּכמאַן,קיידאַן,,,
1026,dzshaadzsh (zlmn taal`r) tvll`r,"[{'var': 'dzshaadzsh (zlmn taal`r) tvll`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,dzʃeɪˈædzʃ zlm tˈæl̩ɜ˞ tvlɜ˞,,,,,,,,,זלמן,,טוּללער,דזשאָדזש,,,
1027,h`rmaan (hyym-h`rsh aavv`nd) tvnys,"[{'var': 'h`rmaan (hyym-h`rsh aavv`nd) tvnys', 'src': 'ds', 'lang': 'en'}]",['en'],en,hmən̩ hˈaɪɪmhɻʃ əˈævnd tvnɪz,הערמאַן,,,,,,,,חיים,,טוּניס,הערש,,,
1028,d`r (yvsp tvnk`l) tvnk`l`r,"[{'var': 'd`r (yvsp tvnk`l) tvnk`l`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,dɻ jv|ˈɜːsp tvŋkl tvŋkə|ɫɜ˞,טוּנקעל,,,,,,,,יוסף,,טוּנקעלער,טוּנקעל,,,
1029,yhvsh` tvpmaan,"[{'var': 'yhvsh` tvpmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɪəvʃ tvpmɑːn̩,יהושע טוּפמאַן,,,,,,,,יהושע,,טוּפמאַן,,,,
1030,mrym (pak`ntr`g`r) tvpmaan,"[{'var': 'mrym (pak`ntr`g`r) tvpmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,mɻɪm pˈeɪkŋɡɜ˞ tvpmɑːn̩,,,,,,,,,מרים,,טוּפמאַן,פּאקענטרעגער,,,
1031,y`kb tvraavvsky,"[{'var': 'y`kb tvraavvsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,jkb təˈɑːvskɪ,,,,,,,,,יעקב,,טוּראָווסקי,,,,
1032,baarys tvrg`l,"[{'var': 'baarys tvrg`l', 'src': 'ds', 'lang': 'en'}]",['en'],en,bˈɑːɻɪz təɡl,,,,,,,,,באָריס,,טורגעל,,,,
1033,davvyd tvr`vvsky,"[{'var': 'davvyd tvr`vvsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,dˈævɪd təvskɪ,,,,,,,,,דאוויד,,טורעווסקי,,,,
1034,zygmvnt tvrkaavv,"[{'var': 'zygmvnt tvrkaavv', 'src': 'ds', 'lang': 'en'}]",['en'],en,za|ɪgmvŋ təkˈɑːv,,,,,,,,,זיגמוּנט,,טוּרקאָוו,,,,
1035,yaanaas tvrkaavv,"[{'var': 'yaanaas tvrkaavv', 'src': 'ds', 'lang': 'en'}]",['en'],en,jn̩ˈɑːz təkˈɑːv,,,,,,,,,יאָנאַס,,טוּרקאָוו,,,,
1036,maark tvrkaavv,"[{'var': 'maark tvrkaavv', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈæɑːk təkˈɑːv,,,,,,,,,מאַרק,,טוּרקאָוו,,,,
1037,b. tvrsh,"[{'var': 'b. tvrsh', 'src': 'ds', 'lang': 'en'}]",['en'],en,bˈiː təʃ,,,,,,,,,,,טוּרש,,,,בּ.
1038,mrdkhy-hyym tyt`lmaan,"[{'var': 'mrdkhy-hyym tyt`lmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,mdkɪha|ɪˈɪm tˈaɪl̩mn̩,,,,חיים,,,,,מרדכי,,טיטעלמאַן,,,,
1039,abrhm (shlvm tyy`lbvym,"[{'var': 'abrhm (shlvm tyy`lbvym', 'src': 'ds', 'lang': 'en'}]",['en'],en,əbɻm ʃlvm tˈaɪɪlbvɪm,,,,,,,,,אברהם,,טייעלבּוים,שלום,,,
1040,hnh (aannaa drvk`r) tyy`lbvym,"[{'var': 'hnh (aannaa drvk`r) tyy`lbvym', 'src': 'ds', 'lang': 'en'}]",['en'],en,hnh əˈænəə dɻvkɜ˞ tˈaɪɪlbvɪm,,,,,,,דרוּקער,,חנה,,טייעלבּוים,אַננאַ,,,
1041,mshh tyytsh,"[{'var': 'mshh tyytsh', 'src': 'ds', 'lang': 'en'}]",['en'],en,mʃh tˈaɪɪtʃ,,,,,,,,,משה,,טייטש,,,,
1042,mshh tyykh-gaaznyk,"[{'var': 'mshh tyykh-gaaznyk', 'src': 'ds', 'lang': 'en'}]",['en'],en,mʃh tˈaɪɪkɡeɪæɪk,,,,,,,,,משה,,טשייך-גאַזניק,,,,
1043,mshh tyymaan,"[{'var': 'mshh tyymaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,mʃh tˈaɪɪmæn̩,,,,,,,,,משה,,טיימאַן,,,,
1044,aadaalp (tymyaankaa) tymyaanaap,"[{'var': 'aadaalp (tymyaankaa) tymyaanaap', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈɑːdælp tˈɪmɪəæŋkɑː tˈɪmɪəænæp,,,,,,,,,אַדאָלף,,טימיאַנאָף,טימיאַנקאָ,,,
1045,y`kb tykmaan,"[{'var': 'y`kb tykmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,jkb tˈaɪmən̩,,,,,,,,,יעקב,,טיקמאַן,,,,
1046,"byym yyvv""a","[{'var': 'byym yyvv""a', 'src': 'ds', 'lang': 'en'}]",['en'],en,bˈaɪˈɪm jɪvə,"בּיים ייוו""א",,,,,,,,,,,,,,"ייוו""א"
1047,t`aat`r-stvdy`s,"[{'var': 't`aat`r-stvdy`s', 'src': 'ds', 'lang': 'en'}]",['en'],en,tˈæətəstvdɪz,טעאַטער-סטודיעס,,,,,,,,,,,,,,
1048,alyhv t`n`nhaalts,"[{'var': 'alyhv t`n`nhaalts', 'src': 'ds', 'lang': 'en'}]",['en'],en,əlɪəv tnəˈɔːlts,אליהוּ טענענהאָלץ,,,,,,,,אליהוּ,,טענענהאָלץ,,,,
1049,klmn (kaalyaa) t`p`r,"[{'var': 'klmn (kaalyaa) t`p`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,klm kˈɑːlɪɑː tpɜ˞,,,,,,,,,קלמן,,טעפּער,קאָליאַ,,,
1050,aadaalp t`pn`r,"[{'var': 'aadaalp t`pn`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈɑːdælp tnɜ˞,,,,,,,,,אַדאָלף,,טעפנער,,,,
1051,vvaalp t`pn`r,"[{'var': 'vvaalp t`pn`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,vvælp tnɜ˞,,,,,,,,,וואָלף,,טעפנער,,,,
1052,y`kb t`r,"[{'var': 'y`kb t`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,jkb tɻ,,,,,,,,,יעקב,,טער,,,,
1053,y`kb-shmval traakhtmaan,"[{'var': 'y`kb-shmval traakhtmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,jkbsmvl̩ træˈeɪtmɛən̩,,,,שמואל,,,,,יעקב,,טראכטמאַן,,,,
1054,lyybl traayaanaavvsky,"[{'var': 'lyybl traayaanaavvsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɪˈaɪbl træˈeɪˈɑːnˈævskɪ,,,,,,,,,לייבל,,טראויאנובסקי,,,,
1055,hyh traakyn`r,"[{'var': 'hyh traakyn`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,hɪh træˈeɪkɪnɜ˞,,,,,,,,,חיה,,טראָקינער,,,,
1056,hnh (kaats) trvymaan,"[{'var': 'hnh (kaats) trvymaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,hnh kˈææts tɻvɪmæn̩,,,,,,,,,חנה,,טרוימאַן,קאַץ,,,
1057,yaankl (y`kb) trvpyansky,"[{'var': 'yaankl (y`kb) trvpyansky', 'src': 'ds', 'lang': 'en'}]",['en'],en,jæŋkl jkb tɻvpɪənskɪ,,,,,,,,,יעקב,,טרופיאנסקי,יאַנקל,,,
1058,tryaa ryms-raams-raams,"[{'var': 'tryaa ryms-raams-raams', 'src': 'ds', 'lang': 'en'}]",['en'],en,tɻˈaɪɑː ɻɪmzɻˈɑːmzɻˈæmz,טריאַ רימס-ראַמס-ראָמס,,,,,,,,טריאַ,,רימס-ראַמס-ראָמס,,,,
1059,hyym-bnymyn (tshaarlz) tryytl`r,"[{'var': 'hyym-bnymyn (tshaarlz) tryytl`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,hˈaɪɪmbnɪmɪn tʃɑɹɫz tɻˈaɪɪl̩ɜ˞,,,,,,,,,חיים-בּנימין,,טרייטלער,טשאַרלז,,,
1060,naas`n (nakh`my`) tryystmaan,"[{'var': 'naas`n (nakh`my`) tryystmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,nˈæn nˈɑːkmɪ tɻˈaɪɪstmɑːn̩,,,,,,,,,נאָסען,,טרייסטמאַן,נאכעמיע,,,
1061,aartvr tryysy,"[{'var': 'aartvr tryysy', 'src': 'ds', 'lang': 'en'}]",['en'],en,əɑːtvɜ˞ tɻˈaɪɪsɪ,,,,,,,,,אַרטוּר,,טרייסי,,,,
1062,aylyaa (symaan) trylyng,"[{'var': 'aylyaa (symaan) trylyng', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈeɪlɪɑː sɪmæn̩ tɻˈaɪlɪŋ,,,,,,,,,איליאַ,,טרילינג,סימאָן,,,
1063,maany` (mrym) trylyng,"[{'var': 'maany` (mrym) trylyng', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈæənɪ mɻɪm tɻˈaɪlɪŋ,,,,,,,,,מרים,,טרילינג,מאַניע,,,
1064,tsaalyk tr`g`r,"[{'var': 'tsaalyk tr`g`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,zˈɑːəɫa|ɪk tɹgɹ,,,,,,,,,צאַליק,,טרעגер,,,,
1065,aavvraam tr`p`l,"[{'var': 'aavvraam tr`p`l', 'src': 'ds', 'lang': 'en'}]",['en'],en,əˈævɻæm tpl,,,,,,,,,אַווראָם,,טרעפּעל,,,,
1066,mnhm tshaapnyk,"[{'var': 'mnhm tshaapnyk', 'src': 'ds', 'lang': 'en'}]",['en'],en,nm tʃe|ɪəɪk,,,,,,,,,מנחם,,טשאַפּניק,,,,
1067,g. tshaarny,"[{'var': 'g. tshaarny', 'src': 'ds', 'lang': 'en'}]",['en'],en,d|ʒiː tʃe|ɪɑːnɪ,,,,,,,,,,,טשאָרני,,,,ג.
1068,daaraa tshyzshyk,"[{'var': 'daaraa tshyzshyk', 'src': 'ds', 'lang': 'en'}]",['en'],en,dˈæɑːɑː tʃaɪzʃaɪk,,,,,,,,,דאָראַ,,טשיזשיק,,,,
1069,yvsp tshyzshyk,"[{'var': 'yvsp tshyzshyk', 'src': 'ds', 'lang': 'en'}]",['en'],en,jv|ˈɜːsp tʃaɪzʃaɪk,,,,,,,,,יוסף,,טשיזשיק,,,,
1070,lah tshyzshyk,"[{'var': 'lah tshyzshyk', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɑː tʃaɪzʃaɪk,,,,,,,,,לאה,,טשיזשיק,,,,
1071,maanyaa (pyrsht`np`ld) tshyzshyk,"[{'var': 'maanyaa (pyrsht`np`ld) tshyzshyk', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈæn̩ɪəə pəztnpld tʃaɪzʃaɪk,,,,,,,,,מאַניאַ,,טשיזשיק,פירשטענפעלד,,,
1072,mshh tshyzshyk,"[{'var': 'mshh tshyzshyk', 'src': 'ds', 'lang': 'en'}]",['en'],en,mʃh tʃaɪzʃaɪk,משה טשיזשיק,,,,,,,,משה,,טשיזשיק,,,,
1073,`mnval tshyzshyk,"[{'var': '`mnval tshyzshyk', 'src': 'ds', 'lang': 'en'}]",['en'],en,mnvl̩ tʃaɪzʃaɪk,טשיזשיק,,,,,,,,עמנוּאל,,,,,,
1074,(h`rshl hyykaavvsky),"[{'var': '(h`rshl hyykaavvsky)', 'src': 'ds', 'lang': 'en'}]",['en'],en,θʃl hˈaɪɪkˈɑːvskɪ,,,,,,,,,הערשל,,חייקאָווסקי,,,,
