,id,title,lang,phoneme,personAltLabel,personDescription,birth,death,age,name_parts
20,http://www.wikidata.org/entity/Q5750050,חזקיה סילוא,he,χzqia siloʔ,,,1659-01-01,1698-01-01,39,"{""name_part_0"": ""χzqia"", ""name_part_1"": ""siloʔ""}"
21,http://www.wikidata.org/entity/Q244519,צבי הירש אשכנזי,he,tsvi hirʃ ʔʃχnzi,,,1660-01-01,1718-05-03,58,"{""name_part_0"": ""tsvi"", ""name_part_1"": ""hirʃ"", ""name_part_2"": ""ʔʃχnzi""}"
22,http://www.wikidata.org/entity/Q2908900,יהודה החסיד,he,jhoda hħsid,,"פוילישער רב, האט זיך באזעצט אין ירושלים",1660-01-01,1700-10-17,40,"{""name_part_0"": ""jhoda"", ""name_part_1"": ""hħsid""}"
23,http://www.wikidata.org/entity/Q130812,מאריא די צווייטע פון ענגלאַנד,he,mʔrja di tsoiitʔ fon ʕŋlʔnd,,,1662-05-10,1695-01-07,33,"{""name_part_0"": ""mʔrja"", ""name_part_1"": ""di"", ""name_part_2"": ""tsoiitʔ"", ""name_part_3"": ""fon"", ""name_part_4"": ""ʕŋlʔnd""}"
24,http://www.wikidata.org/entity/Q4684792,Adriaen Foly,en,ˈædɻɪən̩ fˈəʊlɪ,,,1664-01-01,1701-01-01,37,"{""name_part_0"": ""ˈædɻɪən̩"", ""name_part_1"": ""fˈəʊlɪ""}"
25,http://www.wikidata.org/entity/Q1686098,יחיאל מיכל פון זלאטשאוו,he,jħiʔl miχl fon zlʔtʃʔo,,,1725-01-01,1781-01-01,56,"{""name_part_0"": ""jħiʔl"", ""name_part_1"": ""miχl"", ""name_part_2"": ""fon"", ""name_part_3"": ""zlʔtʃʔo""}"
26,http://www.wikidata.org/entity/Q7220725,"צבי הערש, זון פונעם בעל שם טוב",he,tsvi hʔrʃ zon fonʕm bʕl ʃm tov,,,1725-01-01,1779-12-12,54,"{""name_part_0"": ""tsvi"", ""name_part_1"": ""hʔrʃ"", ""name_part_2"": ""zon"", ""name_part_3"": ""fonʕm"", ""name_part_4"": ""bʕl"", ""name_part_5"": ""ʃm"", ""name_part_6"": ""tov""}"
27,http://www.wikidata.org/entity/Q1351984,שמואל שמעלקא הורוויץ,he,ʃmoʔl ʃmʕlkʔ hoʁvits,,,1726-01-01,1778-04-28,52,"{""name_part_0"": ""ʃmoʔl"", ""name_part_1"": ""ʃmʕlkʔ"", ""name_part_2"": ""hoʁvits""}"
28,http://www.wikidata.org/entity/Q7324,דזשיימס קוק,he,dzʃiims qoq,,,1728-10-27,1779-02-14,51,"{""name_part_0"": ""dzʃiims"", ""name_part_1"": ""qoq""}"
29,http://www.wikidata.org/entity/Q76997,משה מענדלסאן,he,mʃa mʕndlsʔn,משה מענדלסאהן,באקאנטער דייטשער משכיל,1729-09-06,1786-01-04,57,"{""name_part_0"": ""mʃa"", ""name_part_1"": ""mʕndlsʔn""}"
30,http://www.wikidata.org/entity/Q2857943,אהרן פון קארלין,he,ʔhʁn fon kʔrlin,רבי אהרן הגדול,רבי אהרן קארלינער,1736-01-01,1771-01-01,35,"{""name_part_0"": ""ʔhʁn"", ""name_part_1"": ""fon"", ""name_part_2"": ""kʔrlin""}"
31,http://www.wikidata.org/entity/Q2874500,אברהם המלאך,he,ʔvʁhm hmlʔχ,,,1739-01-01,1776-09-25,37,"{""name_part_0"": ""ʔvʁhm"", ""name_part_1"": ""hmlʔχ""}"
