Unnamed: 0,id,title,lang,phoneme,personAltLabel,personDescription,birth,death,age,name_parts
851,http://www.wikidata.org/entity/Q241245,ʾilīānūr mn arāghūn mlkah albrtghal,ar,ʔljaːnwr mn ʔ|uraːɣuːn mlkt aːlbrtɣaːl,"إليانورا من أراغون, ملكة البرتغال",,1402-02-10,1445-02-28,43,"{""name_part_0"": ""ʾilīānūr"", ""name_part_1"": ""mn"", ""name_part_2"": ""arāghūn"", ""name_part_3"": ""mlkah"", ""name_part_4"": ""albrtghal""}"
852,http://www.wikidata.org/entity/Q552022,frnāndū alamīr alqdīs,ar,frnaːndaw aːlʔ|amjr aːlqdiːs,,,1402-09-29,1443-06-05,41,"{""name_part_0"": ""frnāndū"", ""name_part_1"": ""alamīr"", ""name_part_2"": ""alqdīs""}"
853,http://www.wikidata.org/entity/Q20499230,ʾilīzābīth mn bāfārīā,ar,ʔ|ilajzaːbeːθ mn baːfaːrajaː,,,1403-01-01,1448-01-01,45,"{""name_part_0"": ""ʾilīzābīth"", ""name_part_1"": ""mn"", ""name_part_2"": ""bāfārīā""}"
854,http://www.wikidata.org/entity/Q534501,mārīā mn arāghūn mlkah qshtalah,ar,maːrjaː mn ʔ|uraːɣuːn mlka|t qʃtaːla,,,1403-01-01,1445-02-27,42,"{""name_part_0"": ""mārīā"", ""name_part_1"": ""mn"", ""name_part_2"": ""arāghūn"", ""name_part_3"": ""mlkah"", ""name_part_4"": ""qshtalah""}"
855,http://www.wikidata.org/entity/Q813293,bīātrīks mn bāfārīā,ar,biːaːtrjks mn baːfaːrajaː,,,1403-01-01,1447-01-01,44,"{""name_part_0"": ""bīātrīks"", ""name_part_1"": ""mn"", ""name_part_2"": ""bāfārīā""}"
856,http://www.wikidata.org/entity/Q447535,lūīs althalth dūq anjū,ar,loːjs aːlθaːlθ dawq ʔ|angw,,,1403-10-04,1434-11-21,31,"{""name_part_0"": ""lūīs"", ""name_part_1"": ""althalth"", ""name_part_2"": ""dūq"", ""name_part_3"": ""anjū""}"
857,http://www.wikidata.org/entity/Q241923,jūān būfūrt mlkah āsktlndā,ar,gwaːn boːfuːrt mlkt aːsktlndaː,,,1404-01-01,1445-07-24,41,"{""name_part_0"": ""jūān"", ""name_part_1"": ""būfūrt"", ""name_part_2"": ""mlkah"", ""name_part_3"": ""āsktlndā""}"
858,http://www.wikidata.org/entity/Q919338,jūn būfūrt dūq sūmrst alaūl,ar,dʒawn boːfuːrt dawq suːmrst aːlʔ|uuːl,,,1404-01-01,1444-06-05,40,"{""name_part_0"": ""jūn"", ""name_part_1"": ""būfūrt"", ""name_part_2"": ""dūq"", ""name_part_3"": ""sūmrst"", ""name_part_4"": ""alaūl""}"
859,http://www.wikidata.org/entity/Q131394,mrād althānī,ar,mraːd aːlθaːnaj,السلطان مراد الثاني,سادس سلاطين آل عُثمان ورابع من تلقَّب بِلقب سُلطانٍ بينهم,1404-06-01,1451-02-12,47,"{""name_part_0"": ""mrād"", ""name_part_1"": ""althānī""}"
860,http://www.wikidata.org/entity/Q2039445,aūlūgh mḥmd,ar,ʔwlwɣ mħmd,,خان القبيلة الذهبية ومؤسس خانات قازان,1405-01-01,1445-01-01,40,"{""name_part_0"": ""aūlūgh"", ""name_part_1"": ""mḥmd""}"
861,http://www.wikidata.org/entity/Q311634,ghīl dī rīz,ar,ɣajl diː rajz,,زعيم وفارس فرنسي,1405-01-01,1440-11-04,35,"{""name_part_0"": ""ghīl"", ""name_part_1"": ""dī"", ""name_part_2"": ""rīz""}"
862,http://www.wikidata.org/entity/Q458536,ṭrābzūn mārīā,ar,tˤraːbzawn maːrjaː,,,1405-01-01,1439-12-17,34,"{""name_part_0"": ""ṭrābzūn"", ""name_part_1"": ""mārīā""}"
